,Word,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,agebin,agebin_small,logfreq,freqbin,wordlen,cvc,bin
19903,pep,20,20,3.49,8.75,2.79,1,"(8.5,9]","(8.5,9]",0.542825427,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
23847,sax,19,16,1.25,8.75,3.15,0.84,"(8.5,9]","(8.5,9]",0.096910013,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
19335,pad,18,18,8.14,8.83,3.01,1,"(8.5,9]","(8.5,9]",0.910624405,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
27168,tax,18,18,14.55,8.94,3.04,1,"(8.5,9]","(8.5,9]",1.162862993,"(1,2]",3,TRUE,"(8.5,9].(1,2].3"
23284,rig,19,19,8.63,8.95,2.74,1,"(8.5,9]","(8.5,9]",0.936010796,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
7624,din,18,11,1.18,9,3.63,0.61,"(8.5,9]","(8.5,9]",0.071882007,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
23607,sac,19,16,1.29,9,4.23,0.84,"(8.5,9]","(8.5,9]",0.11058971,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
25289,sob,18,18,1.51,9,4.34,1,"(8.5,9]","(8.5,9]",0.178976947,"(0,1]",3,TRUE,"(8.5,9].(0,1].3"
22112,rap,21,21,13.04,9.14,3.53,1,"(9,9.5]","(9,9.5]",1.115277591,"(1,2]",3,TRUE,"(9,9.5].(1,2].3"
21671,pug,18,18,1.02,9.17,3.68,1,"(9,9.5]","(9,9.5]",0.008600172,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
23596,rut,18,18,1.53,9.17,2.31,1,"(9,9.5]","(9,9.5]",0.184691431,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
17886,nag,19,19,2.18,9.21,5.06,1,"(9,9.5]","(9,9.5]",0.338456494,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
3781,cam,22,19,3.78,9.23,2.85,0.86,"(9,9.5]","(9,9.5]",0.5774918,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
27015,tad,19,19,4.67,9.32,3.77,1,"(9,9.5]","(9,9.5]",0.669316881,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
26979,tab,18,18,5.76,9.33,3.79,1,"(9,9.5]","(9,9.5]",0.760422483,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
15339,lag,19,18,1.47,9.39,2.57,0.95,"(9,9.5]","(9,9.5]",0.167317335,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
16762,med,19,16,6.75,9.5,3.65,0.84,"(9,9.5]","(9,9.5]",0.829303773,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
22817,rep,19,16,5.16,9.5,2.48,0.84,"(9,9.5]","(9,9.5]",0.712649702,"(0,1]",3,TRUE,"(9,9.5].(0,1].3"
24172,sec,19,18,17.2,9.61,3.68,0.95,"(9.5,10]","(9.5,10]",1.235528447,"(1,2]",3,TRUE,"(9.5,10].(1,2].3"
5424,con,22,22,12.63,9.64,3.17,1,"(9.5,10]","(9.5,10]",1.101403351,"(1,2]",3,TRUE,"(9.5,10].(1,2].3"
17347,mob,18,18,12.94,9.67,3.09,1,"(9.5,10]","(9.5,10]",1.111934276,"(1,2]",3,TRUE,"(9.5,10].(1,2].3"
10055,fax,22,22,7,9.68,3.31,1,"(9.5,10]","(9.5,10]",0.84509804,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
9885,fag,18,18,5.39,9.72,3.01,1,"(9.5,10]","(9.5,10]",0.731588765,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
28428,tux,18,18,3.45,9.78,2.9,1,"(9.5,10]","(9.5,10]",0.537819095,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
24440,sex,19,19,152.18,9.79,2.57,1,"(9.5,10]","(9.5,10]",2.18235758,"(2,3]",3,TRUE,"(9.5,10].(2,3].3"
2531,bid,19,19,12.59,9.84,3.3,1,"(9.5,10]","(9.5,10]",1.10002573,"(1,2]",3,TRUE,"(9.5,10].(1,2].3"
29818,vat,19,19,1.49,9.84,3.92,1,"(9.5,10]","(9.5,10]",0.173186268,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
2697,biz,19,14,1.86,9.93,3.05,0.74,"(9.5,10]","(9.5,10]",0.269512944,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
12277,hag,19,18,1.78,10,3.65,0.95,"(9.5,10]","(9.5,10]",0.250420002,"(0,1]",3,TRUE,"(9.5,10].(0,1].3"
2021,ban,18,18,3.14,10.11,3.56,1,"(10,10.5]","(10,10.5]",0.496929648,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
13203,hub,18,18,3.06,10.11,3.03,1,"(10,10.5]","(10,10.5]",0.485721426,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
19495,par,19,19,4.96,10.16,3.24,1,"(10,10.5]","(10,10.5]",0.695481676,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
17031,mid,19,19,1.25,10.32,2.77,1,"(10,10.5]","(10,10.5]",0.096910013,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
27737,tit,37,37,3.35,10.32,3.49,1,"(10,10.5]","(10,10.5]",0.525044807,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
17135,min,19,11,4.29,10.45,5.16,0.58,"(10,10.5]","(10,10.5]",0.632457292,"(0,1]",3,TRUE,"(10,10.5].(0,1].3"
11539,gig,18,18,11.2,10.56,4.55,1,"(10.5,11]","(10.5,11]",1.049218023,"(1,2]",3,TRUE,"(10.5,11].(1,2].3"
7518,dib,18,13,1.84,10.62,5.2,0.72,"(10.5,11]","(10.5,11]",0.264817823,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
23158,rev,19,15,4.06,10.67,1.95,0.79,"(10.5,11]","(10.5,11]",0.608526034,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
20380,pip,20,15,2.57,10.69,5.73,0.75,"(10.5,11]","(10.5,11]",0.409933123,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
25318,sod,18,17,1.84,10.82,3.57,0.94,"(10.5,11]","(10.5,11]",0.264817823,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
17078,mil,19,15,2.86,10.87,5.46,0.79,"(10.5,11]","(10.5,11]",0.456366033,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
31107,zit,19,19,1.02,10.89,3.33,1,"(10.5,11]","(10.5,11]",0.008600172,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
16513,mar,19,19,4.02,10.95,4.74,1,"(10.5,11]","(10.5,11]",0.604226053,"(0,1]",3,TRUE,"(10.5,11].(0,1].3"
8448,dub,20,17,1.08,11.06,3.67,0.85,"(11,11.5]","(11,11.5]",0.033423755,"(0,1]",3,TRUE,"(11,11.5].(0,1].3"
21704,pun,19,19,1.84,11.21,3.65,1,"(11,11.5]","(11,11.5]",0.264817823,"(0,1]",3,TRUE,"(11,11.5].(0,1].3"
15507,lax,18,15,1.71,11.33,2.72,0.83,"(11,11.5]","(11,11.5]",0.23299611,"(0,1]",3,TRUE,"(11,11.5].(0,1].3"
5043,cod,21,20,2.24,11.5,4.14,0.95,"(11,11.5]","(11,11.5]",0.350248018,"(0,1]",3,TRUE,"(11,11.5].(0,1].3"
23550,rum,18,18,7.49,11.56,3.35,1,"(11.5,12]","(11.5,12]",0.874481818,"(0,1]",3,TRUE,"(11.5,12].(0,1].3"
8184,don,20,20,6295.78,11.65,4.08,1,"(11.5,12]","(11.5,12]",3.799049544,"(3,4]",3,TRUE,"(11.5,12].(3,4].3"
27149,tat,19,12,1.08,11.67,4.03,0.63,"(11.5,12]","(11.5,12]",0.033423755,"(0,1]",3,TRUE,"(11.5,12].(0,1].3"
11727,gob,21,13,11.14,11.84,4.5,0.62,"(11.5,12]","(11.5,12]",1.046885191,"(1,2]",3,TRUE,"(11.5,12].(1,2].3"
18247,nix,18,16,1.63,11.88,3.61,0.89,"(11.5,12]","(11.5,12]",0.212187604,"(0,1]",3,TRUE,"(11.5,12].(0,1].3"
21635,pub,19,19,3.73,12.05,3.84,1,"(12,12.5]","(12,12.5]",0.571708832,"(0,1]",3,TRUE,"(12,12.5].(0,1].3"
11557,gin,19,18,11.27,12.06,3.46,0.95,"(12,12.5]","(12,12.5]",1.051923916,"(1,2]",3,TRUE,"(12,12.5].(1,2].3"
15192,kip,19,10,1.88,12.3,3.47,0.53,"(12,12.5]","(12,12.5]",0.274157849,"(0,1]",3,TRUE,"(12,12.5].(0,1].3"
14829,jag,22,19,1.75,12.32,3.34,0.86,"(12,12.5]","(12,12.5]",0.243038049,"(0,1]",3,TRUE,"(12,12.5].(0,1].3"
12808,hex,20,19,1.29,12.42,4.02,0.95,"(12,12.5]","(12,12.5]",0.11058971,"(0,1]",3,TRUE,"(12,12.5].(0,1].3"
16150,lug,19,17,2.59,12.53,4.08,0.89,"(12.5,13]","(12.5,13]",0.413299764,"(0,1]",3,TRUE,"(12.5,13].(0,1].3"
17361,mod,19,15,1.29,12.6,3.72,0.79,"(12.5,13]","(12.5,13]",0.11058971,"(0,1]",3,TRUE,"(12.5,13].(0,1].3"
12739,hep,19,8,1.9,12.62,5.1,0.42,"(12.5,13]","(12.5,13]",0.278753601,"(0,1]",3,TRUE,"(12.5,13].(0,1].3"
19472,pap,19,14,1.29,13,4.69,0.74,"(12.5,13]","(12.5,13]",0.11058971,"(0,1]",3,TRUE,"(12.5,13].(0,1].3"
11411,gen,20,11,4.04,13.18,4.14,0.55,"(13,13.5]","(13,13.5]",0.606381365,"(0,1]",3,TRUE,"(13,13.5].(0,1].3"
15088,keg,18,17,3.43,13.41,3.69,0.94,"(13,13.5]","(13,13.5]",0.53529412,"(0,1]",3,TRUE,"(13,13.5].(0,1].3"
5203,com,19,11,34.31,15.27,5.35,0.58,"(15,15.5]","(15,15.5]",1.535420718,"(1,2]",3,TRUE,"(15,15.5].(1,2].3"
27868,tor,18,4,2.49,16.5,2.38,0.22,NA,NA,0.396199347,"(0,1]",3,TRUE,NA
