STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
rown	11617.00	195.00	1415.16	21.33	727.27	3.00
sain	16616.33	252.00	3077.36	29.67	1630.76	5.00
samn	16065.57	238.75	2121.47	20.33	342.44	1.00
shom	16336.60	142.50	2052.72	14.67	305.44	3.50
soad	18115.21	276.00	1584.23	25.67	134.54	4.00
sord	16128.41	271.00	2807.66	30.67	332.24	3.00
surn	12272.76	211.25	897.63	23.00	279.88	2.50
telp	17740.53	195.25	1389.42	19.00	412.76	2.00
tere	26719.13	266.25	4904.14	31.33	2229.96	3.00
tood	20733.19	240.00	2429.82	36.67	894.92	4.50
toom	19891.28	220.75	3642.37	35.67	502.86	4.00
upot	10263.87	114.00	318.90	8.67	167.23	1.00
vaid	13173.53	209.50	2470.58	20.67	1535.63	3.00
vere	18849.98	235.00	5094.76	28.33	2884.83	3.00
voth	12833.27	174.50	2902.63	12.67	338.16	2.50
wany	18698.81	234.50	1807.91	32.00	784.41	3.00
ween	21993.68	198.50	6913.28	31.67	1689.77	3.50
welp	15429.35	183.75	3081.65	19.33	717.10	3.00
wery	18585.35	191.25	4495.08	22.67	2485.99	1.50
whan	23611.85	141.25	7760.03	19.00	2126.00	2.00
whem	22575.09	126.75	6462.97	14.00	2434.26	3.00
wids	15130.93	253.25	3650.66	24.00	81.30	3.00
wilk	16253.60	193.75	4509.20	26.67	1167.58	4.00
yarl	13334.31	216.00	831.69	28.67	30.79	2.50
yead	15064.64	186.00	1950.47	30.33	784.41	4.50
zere	18404.56	228.75	4630.08	26.00	2200.31	2.50
