STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
askel	6741.69	292.00	772.38	29.75	320.39	1.67
asken	7038.49	291.20	1166.55	28.00	440.78	3.00
asker	8129.65	307.00	2459.86	64.75	330.30	3.67
askes	8660.54	561.40	1527.97	101.50	447.01	10.00
aslle	8721.63	282.00	800.82	35.00	1.33	0.67
assir	5765.17	185.00	1046.66	9.50	3.05	1.00
awing	7616.17	221.40	2267.60	37.50	944.71	9.00
baler	9497.07	534.40	2269.53	94.00	49.52	9.33
banch	6640.96	373.00	1657.36	62.00	106.53	9.33
banss	8126.88	650.40	660.27	45.50	23.08	4.00
basue	7946.90	396.40	369.08	32.50	104.93	3.33
bayby	4294.29	355.40	218.96	23.25	44.80	2.00
beace	10832.86	431.40	2377.49	58.50	429.64	9.33
beack	7423.11	348.80	2089.62	61.00	306.51	11.67
beair	8965.21	383.80	2529.44	49.00	91.98	5.33
beare	11218.76	446.60	3260.08	68.00	684.40	14.33
bedel	8065.04	432.80	982.95	44.75	18.05	2.00
beeal	7981.13	334.60	1511.07	54.75	26.24	3.00
beeay	8172.29	399.60	1269.95	46.25	5.97	2.33
beept	8616.10	336.80	759.60	36.25	46.03	6.33
beges	10356.72	696.80	1592.19	110.00	221.17	6.67
beich	8911.82	338.00	2784.30	45.25	1397.23	1.67
beimp	6443.05	309.00	740.48	31.75	285.09	2.33
beith	8454.76	372.80	1438.68	40.25	316.03	2.00
belok	4402.97	303.20	647.67	34.50	103.54	4.00
beved	9761.64	460.40	2167.05	98.00	576.01	7.67
bever	9608.18	440.00	3304.82	83.75	820.64	9.67
bevof	4067.45	244.00	783.64	20.00	0.06	0.33
bigin	6296.43	277.40	1130.42	22.00	49.91	2.00
birut	7606.27	334.60	1111.46	23.25	45.97	2.00
biter	9944.67	456.40	2800.92	80.25	779.99	10.33
biver	9550.17	435.40	2840.87	80.25	695.51	13.67
blach	7263.62	313.40	2157.25	58.25	526.17	8.00
blage	8601.75	381.00	961.42	47.00	220.52	6.00
blaps	7402.87	578.60	830.36	60.00	156.43	9.33
blary	7429.25	395.40	1677.68	59.50	168.23	7.00
blian	7347.54	309.20	650.78	32.25	22.45	2.67
blome	8490.49	350.60	663.75	35.75	82.71	4.33
blore	10170.85	374.40	1926.91	47.50	140.54	8.33
blose	9763.45	365.40	2011.36	51.00	624.91	8.67
boich	10786.81	378.80	2690.51	46.50	1192.83	1.33
boint	12302.37	431.40	2115.85	54.00	652.46	7.00
bomed	11531.29	511.60	1504.77	95.00	298.24	8.33
booue	11724.32	430.00	1143.72	46.00	71.33	4.33
boule	13300.54	439.60	3950.89	49.50	1635.97	4.00
bouns	11690.00	641.40	2881.10	67.50	575.67	7.00
boure	12764.22	431.00	3512.90	50.00	156.78	5.67
bress	9964.63	569.20	1356.15	38.75	273.94	7.33
brild	10535.92	373.60	2826.61	51.50	274.22	7.33
brise	11096.08	391.40	1772.59	60.50	173.84	9.33
broge	8996.52	374.20	888.78	48.50	75.10	3.67
brols	10088.02	601.60	1023.01	67.50	91.34	6.67
broon	6384.11	309.20	943.93	53.50	99.45	7.67
brose	10270.75	385.40	2103.56	57.50	579.44	9.00
brout	7864.84	316.80	1980.00	45.00	998.88	8.00
bught	5459.57	249.40	1466.50	20.75	916.64	5.33
cabld	8331.57	389.20	1883.47	29.25	89.95	3.33
cafth	5769.64	356.20	653.72	34.75	11.09	2.00
cakel	8199.78	477.40	877.07	49.75	257.11	8.67
calps	6762.90	636.20	483.60	58.00	46.13	3.67
canse	9526.31	458.00	1544.58	58.00	113.99	7.00
carge	9081.09	456.00	994.08	60.75	323.22	10.33
caron	6468.68	391.00	775.80	58.50	67.41	7.67
cheal	10282.30	280.20	3375.22	51.75	149.37	6.33
chean	10579.10	279.40	3391.35	46.25	168.09	7.33
chees	14885.30	686.80	3711.80	120.75	185.60	8.00
cheir	11974.18	287.80	4050.49	28.75	2032.49	4.00
cheld	13260.18	323.80	4193.72	36.00	131.92	5.67
chere	14227.73	350.60	4948.06	46.25	2912.15	5.33
chery	11373.61	344.80	4111.68	46.25	1675.83	7.00
chice	13846.83	356.20	3538.15	45.50	1503.38	9.33
chien	13268.26	437.40	2681.55	48.75	258.40	7.33
ching	11135.83	285.20	4128.60	60.25	1593.30	17.67
chint	12728.55	336.20	3489.26	61.25	851.42	14.67
choch	10387.66	277.60	2021.91	49.50	37.74	6.00
cifer	9302.99	433.20	1935.91	55.00	39.96	2.67
clach	7536.63	319.60	2242.16	59.50	483.36	9.00
clald	9588.82	380.60	2582.51	44.50	102.92	5.00
clars	9429.93	606.00	1800.31	66.25	481.87	13.00
cleal	7318.74	295.40	1294.16	47.25	260.40	6.67
clepy	6655.99	338.80	541.95	30.75	133.30	3.00
cloil	6802.34	302.80	855.25	37.00	117.64	5.33
cloit	8291.22	326.60	779.00	39.00	114.31	5.00
cloks	7680.11	566.80	1059.40	64.50	211.64	7.00
clong	7346.94	294.40	2065.47	49.25	553.03	8.00
cloor	7240.97	311.20	998.60	44.50	288.52	7.67
coise	13672.16	463.80	2275.18	54.25	78.43	5.33
coour	10340.00	380.40	1623.46	52.00	14.91	3.33
corge	10943.96	443.60	1614.89	59.25	153.81	9.33
corle	13161.89	472.40	2058.47	55.50	257.44	4.33
corsp	8410.03	361.80	1694.13	48.75	94.18	7.00
coted	12304.14	528.40	2338.39	109.25	144.43	11.00
couir	10783.67	374.40	3552.31	44.00	712.67	2.67
coule	13573.54	445.80	4483.04	56.50	2328.25	5.33
coull	10528.26	375.00	4502.59	52.75	2334.06	5.67
couly	10719.42	440.00	4283.60	62.25	2341.20	5.33
cound	11585.56	413.60	3592.62	57.75	1638.13	9.67
coung	9940.31	351.00	4241.91	61.25	1437.29	9.33
counk	9679.69	366.40	3510.34	59.75	1289.15	10.33
couns	11963.00	647.60	3413.25	74.50	1267.95	8.33
coust	11073.43	381.20	3519.74	57.25	932.97	6.67
covee	13413.50	542.80	1682.08	51.25	202.87	8.67
cozew	8961.00	427.60	744.84	32.25	21.73	1.67
crale	11599.98	436.00	1157.00	61.25	68.44	7.67
crght	6584.36	253.40	1495.90	23.50	885.75	4.00
crins	10702.25	617.00	1883.78	81.50	208.18	12.67
crost	8987.35	344.60	1512.31	53.25	105.76	8.33
crune	10786.35	382.80	890.83	44.75	46.15	4.67
dajor	5183.30	300.40	321.29	14.50	124.22	0.67
daken	7658.16	448.40	1161.51	38.25	372.37	9.33
dalut	5991.67	353.00	866.63	29.00	38.75	1.33
deaff	4925.75	288.00	1186.31	42.50	130.03	3.67
deeir	9107.59	320.20	1843.59	27.75	984.35	1.00
deght	6174.04	250.60	1602.78	22.00	885.75	4.00
delld	7825.30	350.60	1974.13	46.50	65.84	7.67
devel	7654.81	403.00	1274.59	44.75	499.88	6.00
dilds	6149.18	553.00	572.81	53.50	15.59	5.00
dirnk	6496.62	319.40	784.92	32.25	14.38	1.33
dorns	10712.93	646.00	980.40	57.75	34.55	7.00
douby	7507.56	364.80	2300.51	34.25	104.23	1.33
dould	11231.25	382.20	5055.13	37.25	3279.70	4.33
drach	7205.50	311.40	1967.44	64.25	178.40	10.67
drase	9817.85	390.20	1821.47	65.75	129.58	10.33
drein	7588.34	279.00	1766.93	34.25	69.43	2.33
drerd	9429.17	322.20	2082.66	40.00	53.62	2.00
drere	10933.04	357.60	3090.84	46.25	1475.84	2.33
drild	9970.50	351.60	2805.59	49.50	271.13	6.00
drise	10530.66	369.40	1751.57	58.50	170.74	8.00
drmal	4437.22	250.80	699.86	27.50	0.00	0.00
dronk	6755.19	301.60	1320.17	51.00	195.63	7.33
drose	9705.33	363.40	2082.54	55.50	538.45	8.33
drout	7299.42	294.80	1958.98	43.00	957.89	7.33
drows	7247.15	530.20	950.10	49.00	208.17	12.00
druld	8928.16	316.00	3148.43	29.00	1648.70	3.33
druly	7577.92	345.60	1849.50	42.75	51.56	2.67
druth	6418.91	289.80	917.96	36.50	247.87	4.33
eaght	6131.43	276.60	1527.16	16.75	896.52	4.67
eaker	8694.58	437.00	2533.51	70.75	261.89	10.00
eakes	9225.47	691.40	1601.62	107.50	378.59	16.33
eands	6454.90	591.80	949.06	56.75	316.94	12.00
earll	7360.60	358.60	1426.18	39.25	272.85	2.33
earmy	5335.08	391.20	743.29	39.50	172.83	4.00
earts	7900.16	639.00	1192.89	84.75	432.45	10.00
earty	6172.48	434.60	1138.25	51.00	535.12	6.67
easic	4106.62	270.80	507.12	26.50	151.01	3.33
eates	9925.56	719.40	2264.84	120.00	468.96	17.00
eatht	6308.29	295.20	1199.08	26.50	22.65	3.33
eddin	3538.31	139.40	427.19	14.25	0.00	0.00
einns	7896.19	564.20	557.30	53.50	1.09	2.67
eites	9855.41	661.60	1833.24	111.00	102.55	10.67
eives	9460.91	640.60	1873.19	111.00	413.18	15.33
elafe	7804.13	316.00	549.30	27.25	0.32	1.00
emoss	7293.05	464.00	715.88	16.25	26.73	2.00
enden	6324.98	300.40	1144.22	29.25	235.91	3.00
endil	3647.95	156.60	461.10	14.00	40.63	1.67
entam	3048.65	152.60	307.10	11.25	26.41	0.67
ented	8119.30	349.80	1737.78	83.75	95.13	8.33
entte	6996.19	267.20	674.02	22.50	26.41	0.67
ererl	7833.03	259.60	1730.44	28.25	3.07	0.33
eveay	5767.35	249.00	910.39	21.50	202.10	1.00
eveer	9648.29	336.20	2419.99	62.25	221.31	3.00
eveil	5880.11	176.60	1230.64	10.25	202.10	1.00
eveir	7268.06	191.60	1826.78	7.00	1184.54	1.33
evere	9521.61	254.40	2724.35	24.50	1810.74	3.33
evert	7965.21	207.40	1790.39	19.00	401.20	4.33
evese	9114.22	245.40	1803.75	26.00	612.18	2.00
evesh	6480.38	172.80	832.33	17.00	245.11	1.67
evoue	7444.39	238.60	963.17	12.75	1.03	0.33
exank	5352.12	224.00	632.29	28.00	63.38	5.33
exats	6740.25	513.00	519.95	63.25	54.97	8.67
exich	6402.72	186.20	2173.66	29.50	1136.43	1.67
exild	8454.91	247.20	2280.19	21.25	199.02	2.33
fadis	7567.68	590.80	287.41	29.50	33.36	3.00
fahed	9463.00	477.40	1252.50	73.75	1.39	0.33
fakew	7037.86	419.80	701.00	34.00	253.58	9.33
fanch	6592.87	353.00	1668.91	57.00	103.66	7.67
fannt	8108.42	405.60	802.81	49.25	35.70	3.67
fapty	5358.43	410.00	485.79	33.75	28.77	0.33
fatch	6820.30	324.60	1695.78	49.75	224.57	11.67
fatir	7586.49	349.60	1417.43	31.50	27.05	3.33
fiele	12356.76	389.00	1130.03	33.75	95.03	2.67
figer	9719.72	417.80	3067.89	69.75	73.51	4.00
filld	8284.60	348.00	2361.25	49.50	90.05	8.33
finan	5893.84	311.80	1148.95	45.75	94.38	3.67
finse	9135.08	374.00	1909.40	53.50	160.91	5.33
firch	7351.73	304.40	2076.74	40.00	460.43	5.00
firer	10498.16	474.00	3035.09	84.75	479.63	9.67
firld	9403.93	365.40	2790.37	25.25	728.29	2.33
firle	10907.79	400.80	1690.87	33.25	481.89	2.00
firse	9964.08	383.20	2371.96	43.00	913.71	6.00
firss	8837.65	581.80	1536.86	32.00	830.00	2.00
fivak	5065.50	251.40	808.03	23.25	9.02	1.67
fiven	8410.92	399.60	1970.46	47.50	448.00	10.33
fized	9089.14	422.80	1221.00	79.25	14.93	4.67
flach	7215.53	293.40	2095.29	60.75	411.77	9.67
flale	10771.59	389.80	1336.13	53.75	59.29	6.33
flany	7433.37	387.20	960.36	57.75	108.06	10.00
flapy	5627.10	354.20	692.30	45.00	33.06	6.33
fliry	8093.96	354.60	663.18	44.50	26.99	4.00
foill	11249.50	384.40	1813.25	36.25	336.51	7.00
foing	10661.55	360.40	2851.32	46.75	1393.70	10.00
folle	11721.48	428.80	986.54	54.25	33.14	7.00
fomar	8645.58	334.00	831.77	26.75	129.67	1.67
fomer	11329.74	471.20	2738.67	74.50	254.41	5.67
fooio	8421.37	344.00	502.98	34.00	17.85	1.00
forll	9795.52	375.40	1642.02	38.50	370.34	4.33
forod	9255.06	388.60	977.20	36.00	124.82	5.00
fosce	10632.66	379.40	869.56	25.75	0.12	0.33
fotir	9449.35	337.20	1267.48	22.50	0.56	0.67
fould	11748.57	384.20	5146.53	35.25	3391.09	4.67
foums	9909.33	585.80	2550.13	47.25	171.62	3.33
foune	12768.34	422.80	2940.21	47.00	720.93	6.00
frace	10356.66	386.00	1375.96	52.50	331.20	8.00
frich	8435.63	292.60	2633.36	54.25	1164.37	4.67
frily	9137.58	383.20	1440.96	59.75	41.55	5.67
frise	11047.98	371.40	1685.88	55.00	81.11	7.00
fuice	10217.68	367.40	1877.81	29.50	186.67	3.67
fuich	7583.84	294.80	2403.60	37.75	1143.03	1.67
futan	4899.39	264.80	474.22	24.00	2.92	0.67
gamal	5168.30	323.80	601.58	36.75	22.31	2.67
gapal	4883.62	318.20	475.76	35.25	13.60	4.00
geier	11783.69	480.00	2250.62	65.25	1.73	2.67
ghins	12610.95	548.00	3022.02	58.50	496.82	11.00
gibld	7713.87	297.60	1800.64	11.75	6.60	1.00
gical	4806.93	261.40	570.60	25.75	92.37	1.67
gight	6406.88	240.40	2170.10	15.50	1742.27	8.00
gigut	6553.27	250.80	1477.07	16.50	0.00	0.00
gined	9596.14	477.60	1377.24	103.25	86.09	11.67
giner	9442.69	457.20	2515.01	89.00	92.85	11.00
gires	10802.59	720.80	1783.96	114.50	139.51	16.00
gived	9429.07	428.20	1806.77	91.50	592.01	12.67
glaff	4281.22	237.00	638.34	33.25	87.87	3.00
gleak	6406.71	249.80	812.00	31.25	206.46	8.33
goail	9177.69	382.00	803.67	30.00	26.65	3.33
goark	9409.45	377.20	968.81	37.50	53.80	4.33
gomes	11634.16	718.00	1768.41	109.50	492.46	8.67
gonel	9987.74	487.60	755.38	50.00	172.41	7.00
gorch	9058.27	342.20	1969.95	47.25	99.21	5.00
goull	9980.70	341.20	4028.21	37.75	1621.87	4.33
goung	9392.75	317.20	3767.53	46.25	725.10	8.00
gounk	9132.13	332.60	3035.96	44.75	576.96	9.00
gours	11363.22	602.00	2772.01	47.50	229.80	8.67
goust	10525.86	347.40	3045.36	42.25	220.78	5.33
gouts	10520.26	621.60	2713.27	79.00	152.24	8.67
graff	4788.51	257.00	808.74	46.00	146.89	8.00
grare	10516.10	393.60	2539.76	67.50	186.83	9.00
grast	8552.31	337.60	1518.03	61.50	312.81	12.00
grats	8546.70	611.80	1166.56	97.75	145.12	16.33
grdit	6471.03	259.00	622.07	24.00	0.54	0.33
grdle	9159.97	321.60	963.04	26.50	0.71	1.00
grean	7575.27	280.80	1749.65	48.25	702.79	8.67
greia	6757.28	260.20	1673.11	31.25	289.67	2.33
greio	6712.14	255.40	1664.04	30.25	289.67	2.33
greir	8970.35	289.20	2408.79	30.75	1272.11	2.67
greks	8460.17	538.20	1196.18	60.25	346.43	4.67
grepe	9469.84	330.80	969.02	36.25	294.37	3.67
grere	11223.90	352.00	3306.35	48.25	1711.88	3.00
grery	8369.78	346.20	2469.98	48.25	475.57	4.67
grese	10816.51	343.00	2385.75	49.75	802.40	5.67
gresh	8182.67	270.40	1414.34	40.75	435.33	5.33
grild	10261.36	346.00	3021.10	51.50	190.54	6.67
grils	10638.79	580.00	1702.62	77.00	42.28	12.00
gring	8132.00	286.60	2979.23	66.25	1059.59	14.67
grite	10385.95	392.40	1576.99	54.50	405.76	8.00
groke	8766.28	354.40	1096.47	44.75	257.70	7.00
grong	7306.68	280.60	2267.25	54.50	572.34	10.00
grony	7601.68	372.80	1304.81	53.75	321.38	11.00
grout	7590.28	289.20	2174.49	45.00	1071.33	8.67
gruld	9219.02	310.40	3363.95	31.00	1626.14	2.67
grurs	9060.14	535.80	1027.80	45.00	96.12	4.67
guich	7357.37	287.20	2415.63	38.25	1172.05	3.33
guing	7280.21	288.80	2480.30	44.75	965.86	10.67
guint	8872.93	339.80	1840.96	45.75	223.99	7.67
halld	8014.54	391.80	2094.62	52.50	84.18	6.67
hamal	5054.56	317.40	726.51	39.25	0.10	0.67
harde	8642.20	417.60	876.06	51.25	53.17	6.33
harmp	4612.90	319.20	755.74	48.50	27.05	5.33
harss	8567.59	625.60	1275.90	51.75	27.92	5.33
hasir	6561.95	330.20	1192.81	30.75	73.22	2.67
hater	9626.52	480.20	3220.03	93.25	1143.69	16.00
hatin	6155.13	319.80	1021.01	39.50	50.79	3.33
heaid	8730.37	370.20	1583.87	48.00	227.92	4.67
heail	7188.96	334.80	1688.00	46.00	238.31	6.00
heang	7733.56	326.40	2485.50	58.25	376.09	8.33
heank	7472.93	341.80	1753.94	56.75	424.62	11.00
heeks	8774.53	557.20	728.44	55.00	119.52	4.33
heern	8789.78	299.40	1701.70	36.50	14.79	4.00
heint	10039.08	356.60	1964.35	46.50	474.04	6.33
heres	10746.86	719.00	1491.26	125.00	40.38	12.33
heved	9373.34	426.40	1921.76	91.75	575.95	7.33
heves	9750.78	660.40	2127.64	114.25	538.25	11.00
hight	6293.14	234.00	2031.40	17.00	1742.46	8.33
hocte	9728.66	390.40	876.67	29.75	0.12	0.33
honen	10170.80	480.40	1262.18	52.75	178.60	7.33
hoont	11088.74	391.40	1296.72	53.75	96.50	5.33
hored	12244.42	525.80	1903.17	110.75	117.20	13.00
houad	9971.90	362.00	2518.21	35.75	265.38	1.67
houbt	8982.40	311.60	2486.75	32.00	362.49	2.00
houge	10694.30	376.80	2673.32	46.75	298.30	5.33
hould	11408.37	370.20	5220.79	38.00	3487.75	4.67
houng	9279.02	310.80	3880.16	50.75	986.69	8.00
hounk	9018.39	326.20	3148.60	49.25	838.55	9.00
hoven	10003.72	431.00	1695.31	46.75	323.94	9.67
howes	11170.00	696.60	1530.76	114.75	179.29	8.00
hught	5071.27	215.40	1464.03	15.50	916.13	5.00
idont	6868.96	226.60	823.90	24.75	88.47	0.67
idown	3885.53	149.40	431.01	16.00	185.84	3.67
innch	4302.19	178.20	1343.41	31.25	67.74	5.33
inoon	4485.56	193.00	423.81	28.50	5.22	2.33
isung	5139.32	144.80	1531.11	23.00	169.75	2.33
itast	7451.20	247.00	1097.76	29.75	173.46	4.00
jeeit	8796.60	294.00	1077.15	25.25	0.93	0.67
jeere	10949.22	348.00	2647.11	37.50	1427.45	4.00
jegbt	5328.29	218.20	220.18	8.00	0.00	0.00
joror	8172.36	331.20	803.52	35.00	7.89	1.67
joull	9277.92	311.80	3847.55	34.50	1621.54	3.67
jourt	10230.48	327.00	2456.04	33.25	179.71	5.33
kight	5792.17	211.80	2045.63	16.25	1742.27	8.00
kigim	4265.27	197.40	787.88	13.00	9.66	1.00
kiver	8660.89	379.20	2820.06	78.00	695.51	13.67
kndel	5759.06	294.20	818.52	32.25	231.64	1.67
knden	6055.86	293.40	1212.69	30.50	216.53	2.00
kneir	7367.03	203.60	1684.61	10.75	1006.58	2.33
knghy	3135.77	175.20	840.90	12.75	0.00	0.00
knter	7696.72	322.40	2944.01	70.75	771.86	8.00
lacad	6485.35	356.00	476.95	30.25	4.78	1.67
laich	8716.26	365.00	2496.29	51.50	1111.94	1.67
lajop	3390.21	259.00	373.78	17.25	62.11	0.33
lalph	4774.80	332.60	464.67	33.25	33.91	1.00
lanch	6433.27	346.80	1789.45	59.50	91.74	8.00
larme	8601.66	420.00	893.69	47.50	133.18	3.67
latal	5735.02	335.80	1026.53	46.00	249.00	6.00
latar	7122.97	350.80	817.40	39.25	173.82	5.33
layan	5129.22	302.20	658.27	26.00	7.85	2.00
leabs	8047.51	580.60	1294.28	45.00	276.90	7.67
leane	11063.28	432.20	1683.85	57.75	428.35	10.00
leare	11011.07	420.40	3078.84	62.25	894.00	15.00
leeir	9465.32	316.00	2005.10	26.00	983.36	1.67
lenng	6343.99	295.20	1483.81	39.50	17.13	2.67
lesth	5507.18	294.60	832.51	36.25	17.23	3.00
letan	6019.69	281.80	719.00	27.50	18.78	2.00
levep	7249.67	376.60	1332.98	34.00	480.76	4.33
lider	9187.28	417.00	2492.51	79.75	385.14	10.67
lieit	9508.23	320.20	1174.00	24.75	0.04	0.67
lilde	7633.35	350.20	477.80	38.00	1.90	2.67
lilel	7831.29	435.40	650.24	54.50	68.40	6.67
liman	5461.83	266.60	866.79	28.00	251.67	4.33
lince	8996.97	361.60	1305.72	51.75	434.36	8.67
lingy	4847.14	350.80	611.65	53.25	76.75	9.67
liref	8127.39	423.00	995.52	40.50	51.18	5.33
lirld	9244.33	359.20	2550.47	26.25	301.65	1.00
lirre	10211.88	386.00	1964.29	36.25	0.00	0.33
lirse	9804.49	377.00	2132.06	44.00	487.07	4.67
livat	6759.25	280.80	694.30	26.00	104.69	2.33
loily	11281.07	443.20	1550.47	50.00	35.32	4.67
loler	11152.25	495.80	2258.63	89.50	30.64	7.33
lonce	10929.97	407.00	1148.82	45.75	216.51	6.00
loout	9960.23	356.80	1725.25	44.75	853.05	6.00
lores	12802.46	767.60	1991.00	134.75	56.12	15.00
losty	7161.89	402.20	588.44	46.00	66.39	5.67
lould	11588.98	378.00	5102.74	39.50	3229.33	5.00
luest	8475.18	299.60	1064.13	25.50	59.00	2.67
luich	7424.24	288.60	2398.52	37.50	1143.03	1.67
luith	6967.18	323.40	1052.90	32.50	197.97	2.33
lurst	7026.21	311.40	1064.50	39.75	470.55	6.67
lyich	6828.53	215.40	2155.94	27.25	1137.90	1.00
maicy	8459.35	435.60	1392.58	39.25	6.82	2.33
maind	10247.71	433.00	1876.91	58.00	66.93	5.67
mapte	8016.31	413.40	798.67	35.25	1.07	0.33
marce	9859.48	432.40	1345.86	55.00	133.68	4.67
mater	9770.49	491.80	3275.89	96.75	1150.09	16.67
mawer	8920.22	466.20	2217.38	78.50	174.85	6.33
mayle	9277.53	385.80	749.73	33.50	78.91	1.67
meale	11510.75	432.80	1846.64	53.50	206.06	7.33
mears	9848.00	622.80	2163.94	67.25	1058.81	16.67
meers	10555.80	581.20	1987.77	48.50	18.28	9.00
meght	6495.13	250.20	1648.05	19.75	885.75	4.00
meied	11967.38	505.60	1259.98	85.00	102.49	3.33
mevep	7213.03	380.40	1216.75	33.50	415.87	3.00
mever	9363.86	417.60	3007.34	77.50	820.58	9.33
mieat	9167.67	331.40	1071.73	34.25	248.30	3.00
migal	5451.38	263.20	1399.69	33.75	270.00	1.33
miggs	6588.75	512.00	1001.92	32.75	251.58	0.67
milse	8648.53	363.40	1467.02	46.50	69.35	3.00
minse	8938.84	371.60	1696.48	54.50	141.59	6.33
mirer	10301.93	471.60	2822.17	85.75	53.84	9.00
miven	8214.69	397.20	1757.54	48.50	447.25	9.67
mives	9836.73	667.40	2118.95	122.00	413.18	15.33
modey	9886.86	516.20	838.43	41.50	43.87	4.67
moind	12110.57	420.60	2252.34	49.75	484.31	4.00
