STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
momed	11286.97	489.20	1651.21	95.25	294.31	8.33
momin	7662.12	308.40	970.80	35.00	7.12	1.33
monst	9315.45	370.00	1087.73	44.50	160.51	2.00
moown	8249.28	325.80	879.87	48.75	192.34	6.33
moubs	9556.34	568.80	2461.93	45.00	126.28	5.33
moues	13177.47	744.80	3300.20	119.75	66.33	5.00
moule	13056.21	417.20	4097.33	49.75	1680.12	5.33
mouly	10202.09	411.40	3897.89	55.50	1693.07	5.33
moung	9422.99	322.40	3856.20	54.50	789.15	9.33
muery	7548.23	353.60	1670.51	31.00	187.12	3.00
muine	10459.56	392.00	1600.70	43.75	26.61	6.00
mulll	5325.09	291.60	785.30	44.50	38.02	6.33
myied	10091.78	409.20	910.09	72.25	102.49	3.33
nacat	6065.81	319.20	412.51	24.25	0.14	1.33
natel	8052.16	447.80	1435.40	51.75	415.52	10.00
nayee	10194.84	485.80	296.69	17.75	6.58	2.33
neage	8962.44	375.00	1541.80	45.75	72.70	2.33
neand	9192.40	371.60	1915.86	51.25	216.75	5.67
neane	10696.27	407.00	1699.45	53.75	165.83	5.67
nease	10236.67	386.20	2591.67	58.50	161.19	6.33
neats	8674.66	613.40	1721.24	88.50	141.51	11.67
neave	8937.75	354.80	1645.75	46.00	239.83	6.33
necat	6053.69	266.00	561.30	18.25	6.62	1.67
neeal	7406.43	283.20	1345.43	45.00	75.54	1.33
neeio	6840.10	257.00	1275.96	21.50	55.27	0.67
neerd	9847.99	318.20	1910.09	33.25	59.57	3.67
neght	6164.76	221.20	1779.89	16.25	891.44	4.67
neice	10970.96	359.20	2092.88	27.25	156.27	3.33
neits	9387.47	592.60	1108.63	68.50	32.86	7.33
nelld	7816.02	321.20	2151.24	40.75	56.88	6.33
nennk	5716.35	285.40	767.84	34.00	13.66	1.33
netck	5505.66	230.00	694.61	29.50	5.18	1.67
neted	9581.45	430.00	1864.81	90.50	77.10	8.67
neven	7942.33	372.80	1845.87	37.25	874.40	5.67
nevey	7836.69	438.60	1404.40	32.75	718.16	4.00
nirse	9437.48	351.80	2002.73	36.50	487.07	4.33
nirte	9001.91	380.40	1280.37	30.25	36.17	2.33
nirth	6368.07	307.80	1272.33	30.50	208.72	5.00
nirts	7875.47	579.00	1107.92	68.50	88.64	6.67
noich	10212.11	327.40	2636.20	37.25	1217.28	1.67
noker	10602.89	422.40	2310.10	71.00	26.55	7.00
noull	9680.56	317.40	3916.13	36.50	1621.56	3.33
noung	9092.61	293.40	3655.44	45.00	724.78	7.00
offud	4174.25	125.80	209.07	3.50	34.53	0.67
ofted	8129.85	323.40	2092.89	80.00	760.24	7.33
oftel	6588.44	288.00	1543.18	30.75	752.50	2.00
ofter	7976.39	303.00	3230.66	65.75	1463.38	7.67
oftes	8507.28	557.40	2298.77	102.50	793.39	9.00
oftrs	6723.27	419.80	965.58	19.50	156.47	0.33
oftts	5880.31	439.40	856.68	57.00	159.06	2.67
olary	6981.20	341.60	1507.87	49.50	22.92	3.67
orest	9086.61	269.80	1528.07	32.75	130.90	4.00
orier	11182.10	428.40	2486.77	80.75	141.45	9.00
orind	9603.76	323.00	1991.22	52.00	134.18	4.67
orore	10230.09	340.60	1874.88	43.25	42.02	4.00
orote	9387.12	360.20	1059.04	43.50	92.45	3.67
orows	7364.51	498.40	826.89	40.25	175.98	9.33
otack	6081.24	210.60	1336.03	28.50	152.62	5.33
otars	8750.45	507.00	1707.83	41.00	461.17	8.67
otats	7907.49	526.60	1133.29	65.75	142.31	8.00
otein	7239.98	188.20	1566.62	13.75	31.39	1.00
othed	8157.10	306.00	1914.49	64.00	1066.52	1.33
othes	8534.53	540.00	2120.36	86.50	1069.42	1.67
otose	9356.97	272.60	2022.14	29.50	471.12	3.33
otung	6450.45	165.80	1944.00	24.25	172.29	3.67
otyam	2841.03	113.20	481.01	4.50	0.00	0.00
ouile	10739.94	357.40	1393.89	33.75	337.01	5.33
ourte	7906.68	359.40	849.42	36.25	2.56	0.67
ouser	7590.41	378.60	2025.82	71.00	11.90	5.33
oweer	9816.59	340.80	2168.15	63.00	41.96	3.33
pabor	5623.81	337.60	492.08	33.50	3.33	2.33
paker	9115.30	483.40	2645.80	85.75	261.89	10.00
palad	6766.94	414.80	526.87	45.25	16.68	4.00
palld	8203.41	423.00	2183.62	57.50	84.34	7.67
palup	4105.90	326.20	534.33	37.00	43.03	3.33
parge	8608.66	447.00	1075.33	61.75	448.89	10.67
paten	8724.23	495.60	2015.72	61.50	551.22	11.00
peell	9218.16	340.00	861.77	38.00	70.99	5.67
peild	10764.58	396.20	2502.98	31.75	171.48	1.33
perts	8308.76	632.20	722.63	79.50	59.99	8.00
pieir	9415.56	334.80	1678.42	18.25	1022.42	1.67
pight	6482.01	265.20	2081.46	22.25	1750.12	8.33
pimer	9245.40	443.00	2380.45	73.25	128.17	6.00
piten	8654.09	437.80	1522.63	47.25	193.99	4.67
pitrs	8492.13	570.40	550.86	37.75	9.08	2.33
pives	9881.63	687.00	1924.00	120.75	413.59	15.67
plads	7498.29	578.60	1259.60	58.50	356.84	9.67
plail	6442.43	320.60	1222.56	41.75	354.46	9.67
plall	7574.98	336.20	1452.95	45.50	549.57	6.00
plape	8329.88	377.20	777.27	39.50	320.03	7.67
plara	6213.54	313.60	1406.68	50.50	306.72	6.67
plard	8580.07	363.00	1541.17	51.25	455.71	9.33
plart	8527.54	351.40	1615.39	52.00	473.07	8.33
plats	8114.54	616.60	1176.16	87.75	360.67	15.00
plean	7143.10	285.60	1260.68	38.50	160.69	6.67
pleps	7911.24	534.20	568.42	45.00	50.89	4.67
plere	10791.73	356.80	2817.38	38.50	1439.80	2.67
plior	7593.87	308.20	536.68	28.00	6.74	1.00
ploms	7164.62	546.40	836.39	44.75	36.27	4.00
plors	8844.98	570.20	1163.54	51.00	40.63	3.33
plout	7158.11	294.00	1923.09	36.50	828.81	6.67
poins	12532.90	674.20	1997.28	64.25	633.93	9.33
pomen	10087.25	472.60	1419.97	42.00	426.88	5.67
pormy	7618.67	425.20	933.74	43.00	44.26	4.00
porse	11745.75	445.80	2278.16	56.25	174.75	8.33
pould	11597.24	401.40	5121.14	39.50	3241.33	5.00
poule	13101.10	436.80	4021.64	47.50	1631.23	4.33
pouls	11974.67	635.40	3802.66	65.00	1636.51	6.00
poung	9467.88	342.00	3780.51	52.25	740.27	8.33
prare	10591.23	418.40	2273.07	65.25	89.85	4.67
prems	8492.23	551.60	916.31	43.25	139.23	3.33
prery	8444.91	371.00	2203.28	46.00	231.82	3.67
pricy	8064.02	376.60	1578.92	41.75	141.67	7.67
prrch	6830.32	300.80	1312.05	33.00	32.68	2.67
putes	9054.26	689.40	1783.98	117.00	97.87	11.67
quild	8794.60	312.40	2651.52	32.00	471.92	7.67
qulor	3985.98	243.40	463.09	30.50	0.00	0.00
qumak	2896.86	199.80	527.95	23.50	102.82	1.00
qumer	7333.43	363.80	2478.27	74.50	4.82	2.67
qurar	5750.70	274.80	434.68	37.75	16.20	1.33
qured	8588.31	432.40	1255.28	104.75	76.11	9.67
quyba	1096.48	136.60	223.87	11.00	0.00	0.00
raded	9203.18	494.80	1252.98	96.75	108.08	9.00
raice	11142.40	437.20	1849.06	43.25	179.73	4.33
raips	8647.81	629.80	408.43	54.00	50.03	6.00
rarce	9688.42	428.20	1259.18	51.50	81.11	2.33
rases	9445.98	736.60	1292.30	121.00	141.28	11.67
reage	9121.75	399.80	1358.87	53.50	160.33	5.00
riare	10745.35	415.40	2125.71	40.50	95.53	4.00
riase	10337.96	406.40	1622.93	40.75	21.06	3.00
rigar	6668.27	274.00	1189.97	23.75	288.72	1.67
rigir	6972.19	266.60	1766.16	18.25	270.61	1.67
rilke	7247.56	355.80	508.28	34.50	3.79	2.67
rilor	5681.98	298.80	602.33	35.50	7.08	2.33
rinel	7913.90	443.20	933.26	58.75	74.15	9.00
rirse	9596.79	376.60	2158.46	40.75	487.07	4.33
rirth	6527.38	332.60	1428.05	34.75	208.72	5.00
rirts	8034.78	603.80	1263.64	72.75	88.64	6.67
rital	5457.17	277.60	726.20	34.75	100.58	3.67
ritey	8332.49	479.80	1275.54	40.75	19.08	3.67
roare	12678.36	460.80	2141.04	51.00	136.95	7.00
roink	10033.63	369.20	2091.96	48.75	781.04	5.33
ronol	6517.35	337.40	419.42	33.00	1.03	1.33
rorld	10969.63	404.20	2694.16	37.75	492.80	0.67
roter	11462.29	475.20	3012.35	85.25	848.86	11.67
rould	11381.28	377.60	5118.73	38.75	3363.09	5.67
roull	9839.87	342.20	4038.79	43.00	1758.81	5.33
rouls	11758.71	611.60	3800.25	64.25	1758.27	6.67
rowes	11142.91	704.00	1428.70	115.50	179.97	9.00
sanck	7007.82	421.40	784.69	53.50	39.13	3.00
sasir	8093.01	422.60	1092.33	30.50	69.55	2.00
saung	8947.21	415.60	1618.47	42.25	180.38	6.67
scase	10127.21	402.60	1434.52	44.25	55.69	8.00
sceas	9215.82	569.00	708.05	35.75	132.97	2.67
scers	10115.97	568.60	1727.71	38.25	45.31	6.33
scops	7541.59	562.20	259.24	43.50	70.18	9.67
sculd	9237.53	328.40	2901.88	21.75	1610.57	3.33
seand	10909.86	481.40	1834.79	56.25	230.28	6.67
seare	12361.52	505.00	3013.37	63.25	645.00	11.67
seart	10805.12	458.00	2079.40	57.75	723.05	10.67
seate	11518.56	524.60	1812.62	55.25	232.81	9.00
seeir	10815.77	400.60	1939.63	27.00	1070.91	2.33
seere	13069.32	463.40	2837.19	44.50	1514.98	5.33
segar	8284.44	363.60	612.95	24.75	171.00	2.67
seger	10968.59	500.80	2277.37	68.50	37.86	3.33
seial	9128.90	413.80	772.74	31.50	22.77	1.67
selll	7992.07	395.60	990.23	50.00	58.05	6.33
serty	7923.27	489.00	809.13	46.25	181.63	4.33
seved	10904.40	518.80	1920.34	93.25	615.73	8.00
seves	11281.84	752.80	2126.21	115.75	578.03	11.67
sheak	10787.59	320.60	3234.89	44.50	200.33	9.33
sheal	11152.06	332.40	3487.44	54.50	134.79	7.00
sheic	10620.45	295.80	3500.30	37.25	1035.47	4.33
sheir	12843.94	340.00	4162.71	31.50	2017.91	4.67
sheit	12944.86	348.80	3490.31	36.75	1035.47	4.33
shere	15097.49	402.80	5060.27	49.00	2897.57	6.00
shert	13541.09	355.80	4126.31	43.50	1488.03	7.00
shice	14716.59	408.40	3650.37	48.25	1334.90	7.67
shich	12082.75	335.80	4176.15	56.50	2291.26	5.67
shick	11306.85	325.80	3362.50	50.75	1267.16	9.00
shide	13643.28	405.20	2219.20	44.00	98.10	8.00
shild	14134.94	396.80	4282.69	48.25	581.54	6.33
shile	15638.81	432.20	3183.19	56.25	663.98	8.00
shina	11284.31	350.60	3243.44	56.75	520.58	9.00
shind	13650.84	400.00	3591.53	59.50	512.73	9.33
shing	12005.59	337.40	4240.82	63.00	1424.81	16.00
shint	13598.31	388.40	3601.48	64.00	682.94	13.00
shose	13869.77	408.60	2427.68	53.50	1088.06	10.67
shote	13434.20	437.20	1527.39	50.25	291.53	8.00
siden	9446.58	485.80	1183.27	40.75	76.31	7.67
sidld	9443.50	393.00	1864.36	22.00	23.46	1.33
simes	11118.48	758.60	1600.61	109.00	365.76	8.67
sinal	6787.90	391.00	876.98	50.00	257.01	5.67
sinds	8147.68	641.60	1089.09	65.00	425.45	13.67
sinte	9890.36	481.00	1037.81	50.75	179.53	4.67
sirld	10594.78	443.80	2534.54	24.00	302.76	1.67
sking	8068.32	296.80	2215.69	40.50	958.98	13.00
slach	8406.38	371.80	2037.94	60.75	396.00	10.00
slady	7112.80	435.40	793.60	49.25	65.88	7.67
slage	9744.51	439.40	842.11	49.50	90.35	8.00
sloor	8110.73	363.40	794.38	45.75	183.50	6.33
smads	8116.67	589.00	914.88	36.50	246.00	5.33
smain	7357.61	330.20	1047.65	22.00	550.78	5.33
smale	11238.63	417.40	1088.67	27.25	394.34	3.00
smans	9628.09	619.20	846.69	45.25	316.98	7.33
smaow	5270.66	293.00	454.55	10.25	188.81	1.67
smare	10702.32	408.80	2204.64	35.50	284.47	4.67
smars	9575.88	607.40	1405.98	41.00	563.99	9.00
smean	7761.48	296.00	1089.28	26.75	65.32	3.00
smpel	7313.76	392.00	515.04	30.75	2.24	1.67
smper	8701.72	407.00	2202.52	65.75	80.99	4.00
sobay	8277.48	450.40	296.51	20.50	3.75	0.33
somed	12674.05	570.00	1531.22	89.00	293.80	8.00
songe	10984.71	486.60	639.83	49.50	60.17	8.67
sorge	11813.71	495.80	1109.20	46.25	187.68	6.67
sould	12939.43	462.60	5076.85	35.50	3352.00	5.33
soung	10810.07	403.20	3736.22	48.25	850.94	8.67
sount	12402.79	454.20	3096.88	49.25	725.81	11.00
souty	10209.90	503.20	2627.32	47.25	275.71	6.00
sowes	12701.06	789.00	1386.82	112.25	178.95	8.00
spach	7693.17	330.00	1816.42	48.50	196.17	8.00
spair	8459.37	355.00	1442.58	30.75	121.13	6.00
spalt	9692.83	379.40	687.32	34.50	79.96	6.00
spams	7906.12	592.60	593.05	45.50	86.72	10.67
spant	9208.73	382.60	1004.59	47.25	171.28	8.00
spary	7858.80	412.00	1336.85	49.75	134.71	8.33
spave	9006.61	377.40	724.53	37.50	182.54	9.00
speid	9320.62	333.80	1200.99	28.75	155.41	3.67
speir	9167.16	313.40	1901.27	23.50	1137.86	4.00
spese	11013.32	367.20	1878.23	42.50	565.50	4.67
sponk	7242.86	320.20	984.52	38.50	65.38	4.33
spper	8712.32	416.00	2252.26	78.50	100.01	4.33
spror	6768.87	318.60	448.47	30.25	15.41	3.00
squnt	8613.61	308.60	863.75	25.75	51.18	6.67
stano	7604.37	342.80	1428.64	46.00	409.11	9.67
stary	8613.59	414.80	2135.58	58.25	457.76	11.67
stase	11060.31	411.60	2469.19	58.50	374.27	11.33
stath	7990.90	367.60	1763.17	50.50	539.06	10.00
steat	9718.95	332.40	1656.78	45.75	353.27	9.67
sthed	9747.91	418.20	2379.96	86.75	534.20	1.00
sthen	8503.30	382.00	2224.42	35.75	533.25	1.00
sther	9594.45	397.80	3517.73	72.50	1067.08	1.67
sthey	8397.66	447.80	1782.95	31.25	532.82	0.67
stich	9160.76	312.00	3224.31	50.25	1468.66	4.33
stids	9594.86	580.00	1574.85	54.00	345.93	5.67
stigh	7865.05	307.00	1176.84	32.50	346.62	4.33
stine	12232.72	411.60	2423.29	55.75	358.72	8.67
stite	11337.54	419.40	1886.74	45.00	692.99	6.33
stoce	10969.27	378.60	1668.28	42.75	258.65	7.33
stong	8258.27	307.60	2456.81	49.25	532.86	9.67
stoor	8152.30	324.40	1389.94	44.50	372.68	8.67
stown	6867.56	281.40	1424.58	41.50	422.44	10.67
stoxy	6552.53	335.00	1050.49	29.75	237.95	7.33
strls	10136.41	598.00	1433.97	57.25	77.72	5.33
stull	8629.21	302.00	2670.16	38.50	92.35	4.00
sture	11138.17	364.20	2212.61	42.75	86.76	3.67
suich	8774.69	373.20	2388.72	37.25	1153.90	2.67
swnng	5905.83	287.60	1158.16	27.00	0.00	0.00
taler	11459.62	525.40	2366.81	91.25	56.02	8.67
tamir	9097.28	350.00	1088.27	28.50	1.82	2.33
tanes	12280.83	788.00	1585.60	133.00	96.77	15.67
tarle	12988.58	469.60	1485.73	52.75	110.40	3.33
tarll	9943.30	398.80	1505.29	49.00	110.40	3.33
tarse	12044.87	452.00	2166.82	62.50	94.57	8.33
taser	11293.03	499.80	2310.83	84.00	80.97	7.67
tasth	7689.54	365.00	913.76	47.25	88.78	6.33
tauld	11896.35	407.60	3115.40	29.50	1625.17	3.67
teate	12338.34	457.20	1751.24	54.00	262.34	9.00
tegod	8612.28	302.60	408.92	17.00	0.28	0.67
teith	10417.31	363.80	1130.59	34.25	31.43	1.33
telks	8557.08	576.60	534.04	56.75	37.04	5.00
telor	8117.94	321.00	463.37	32.75	60.60	2.33
terds	9854.49	588.00	769.76	51.50	210.33	6.67
thair	12955.92	314.20	4002.73	32.25	110.32	3.33
thang	12112.57	290.80	4204.08	47.75	51.58	5.67
thant	13705.29	341.80	3564.75	48.75	148.22	6.67
theal	11971.84	265.00	5762.35	43.75	2561.04	5.33
thean	12268.64	264.20	5778.49	38.25	2579.76	6.33
theay	12163.01	330.00	5521.22	35.25	2540.78	4.67
theck	12121.62	237.60	5247.79	33.25	2521.98	4.00
theds	13331.62	515.60	5388.08	46.00	2553.39	6.33
theer	16043.95	417.20	7030.82	76.00	2555.47	7.00
thees	16574.85	671.60	6098.93	112.75	2597.27	7.00
theic	11440.24	228.40	5775.21	26.50	3461.72	2.67
theil	12275.77	257.60	5841.47	24.00	3461.72	2.67
thein	12572.57	256.80	6011.28	26.25	3477.53	3.33
theis	14194.61	527.00	5713.68	25.50	3461.72	2.67
theld	14949.72	308.60	6580.85	28.00	2543.59	4.67
thell	13408.31	273.20	5500.91	32.25	2537.19	6.00
thenk	12559.74	264.60	5335.35	33.50	2479.28	2.33
therk	12507.53	252.80	6173.53	30.00	3909.72	4.00
thers	14790.84	534.00	6536.53	43.75	3911.75	9.33
thert	14360.87	288.40	6401.23	32.75	3914.28	5.33
thery	13063.16	329.60	6498.81	38.25	4087.51	6.00
thess	14383.44	525.00	5579.48	28.75	3011.84	6.00
thest	13953.48	279.40	5895.63	33.50	2935.61	5.00
thets	13947.87	553.60	5220.74	69.25	2488.22	5.67
thice	15536.38	341.00	5925.28	37.50	1801.58	6.33
thich	12902.54	268.40	6451.07	45.75	2757.94	4.33
thict	13979.98	294.00	5382.11	30.75	1647.22	4.33
thids	13336.63	536.40	4801.60	49.50	519.83	5.33
thier	16048.96	438.00	6361.99	77.50	552.45	6.67
thild	14954.73	329.40	6557.60	37.50	1048.22	5.00
thile	16458.60	364.80	5458.10	45.50	1130.66	6.67
thill	13413.32	294.00	5477.66	41.75	1210.18	8.00
thind	14470.62	332.60	5866.45	48.75	979.41	8.00
thint	14418.09	321.00	5876.40	53.25	1149.62	11.67
thior	12719.41	286.80	4552.96	29.00	518.99	3.00
thiow	10490.63	240.40	4486.09	26.00	513.01	2.67
thist	13958.49	300.20	4984.63	40.25	557.67	6.67
thite	15079.32	375.80	5113.49	40.50	995.10	6.67
thith	12445.48	303.20	5105.44	40.75	671.81	4.67
thity	12225.20	370.00	4886.39	45.00	651.64	5.00
thive	14215.97	315.80	4659.58	35.75	573.03	5.67
thond	13645.29	326.60	4022.50	36.25	327.23	3.00
thont	13592.76	315.00	4032.45	40.75	410.24	2.67
thook	10141.66	254.00	3481.11	30.75	350.77	4.33
thory	12242.83	344.40	3781.76	39.25	435.33	5.00
thost	13133.16	294.20	4183.63	36.50	687.20	4.33
thoth	11620.15	297.20	3794.25	39.75	326.36	5.00
thoul	10794.77	248.80	3990.30	27.00	298.06	2.67
thoup	10031.89	226.60	4055.74	27.50	400.31	3.00
thout	12283.65	272.60	4579.02	30.25	1096.69	5.33
thrge	12786.68	327.00	3185.12	28.25	381.29	5.67
thrgh	10152.84	254.40	3007.98	19.00	244.14	2.00
thrse	14060.91	338.20	4309.79	34.25	327.45	5.67
thrsh	11427.07	265.60	3338.38	25.25	253.06	2.33
thrss	12934.47	536.80	3474.69	23.25	243.74	1.67
thuny	12078.04	326.60	3198.54	33.50	12.41	2.33
tirld	11414.57	376.40	2447.70	23.25	325.33	1.33
titer	11907.22	447.40	2881.14	82.25	784.29	10.67
tivim	6899.45	242.20	445.69	20.25	29.87	1.33
toary	12202.18	472.60	1271.61	50.75	47.59	5.33
toing	12672.20	371.40	2790.48	50.00	1393.68	10.00
toits	13799.70	675.80	1215.78	76.50	32.05	7.00
tolks	10432.07	617.40	550.44	61.75	25.19	5.33
tonde	12026.90	421.00	623.57	44.00	13.29	3.67
toner	13612.80	521.20	2420.39	90.00	204.81	11.67
tosin	9684.50	327.00	698.97	29.50	6.19	1.67
toter	13840.22	492.80	2979.31	85.00	894.00	12.33
tould	13759.21	395.20	5085.68	38.50	3271.61	4.67
toull	12217.80	359.80	4005.74	42.75	1667.33	4.33
touse	14319.37	413.00	3541.84	53.50	491.37	8.33
trage	11071.59	392.00	885.79	55.75	191.84	7.00
trdes	11518.33	667.80	1641.54	111.50	124.93	7.00
trein	10116.30	292.00	1881.12	37.00	80.16	3.33
treir	11207.46	307.80	2307.46	31.50	1046.79	3.00
trere	13461.01	370.60	3205.02	49.00	1486.56	3.33
trerp	9652.85	277.60	2045.27	40.00	64.79	3.00
tresh	10419.77	289.00	1313.01	41.50	210.01	5.67
trgal	7288.17	255.80	784.64	32.50	26.20	1.00
trich	10446.27	303.60	2813.23	60.50	1281.41	8.00
trink	10108.48	320.60	2146.34	65.50	555.05	12.00
troon	8346.66	300.20	1037.09	54.25	39.56	6.67
trown	8153.07	273.00	1133.69	47.50	287.79	9.67
trows	9775.11	543.20	1064.28	51.75	189.27	11.67
truay	8669.42	350.40	568.62	29.75	97.05	3.33
tuiss	11080.39	583.20	600.12	27.75	13.60	1.33
twfen	8170.79	314.60	627.22	16.00	0.00	0.00
twfep	7111.12	293.20	129.93	8.75	0.00	0.00
twint	10601.32	289.40	1610.53	40.50	242.97	8.67
uncer	7119.98	301.40	2248.50	57.75	23.08	2.00
undan	3586.04	150.40	926.39	18.50	193.39	1.67
undel	5973.40	288.40	1030.25	32.75	423.45	2.67
undge	5553.05	201.40	776.25	24.25	233.75	6.00
unich	6820.19	193.60	2530.20	33.00	1202.74	2.67
unies	10497.51	617.60	1509.23	101.50	120.35	6.00
unind	8388.28	257.80	1945.58	36.00	105.48	2.33
unint	8335.74	246.20	1955.53	40.50	275.69	6.00
unnde	6097.73	244.80	618.31	22.75	0.00	0.00
unour	6100.38	189.00	1187.16	18.75	13.19	2.00
untee	9568.38	372.40	1487.47	28.50	171.50	1.67
unter	7911.06	316.60	3155.75	71.25	926.78	8.33
upace	8509.32	282.20	1055.36	24.50	315.57	3.33
uprng	5057.15	181.40	1091.08	17.00	0.00	0.00
usies	10171.14	600.00	1191.58	95.75	72.09	5.00
usker	6884.61	271.00	2383.53	63.25	170.11	3.00
uskld	5790.37	162.40	1744.79	5.75	0.00	0.00
usste	5930.71	231.40	643.50	24.50	46.98	2.00
vight	5803.30	214.20	2076.70	18.75	1743.48	8.33
vimer	8566.69	392.00	2375.69	69.75	127.71	5.67
viner	8839.11	431.00	2421.61	92.25	94.49	11.67
volom	4919.21	277.40	237.06	26.25	0.93	1.33
vorde	10015.23	385.40	898.62	35.25	95.80	2.33
vount	10381.89	342.00	2996.58	43.75	599.49	9.00
wabed	10951.19	478.40	1069.98	87.75	5.95	4.00
waber	10797.73	458.00	2207.74	73.50	10.33	3.33
wadey	9913.25	517.40	780.23	41.00	12.43	5.67
waice	13202.71	430.20	1973.33	43.00	164.76	4.67
waich	10568.87	357.60	2499.11	51.25	1121.12	2.67
waker	10959.66	452.60	2650.25	80.50	264.09	11.00
walin	7670.61	340.40	801.41	39.25	50.83	2.00
walld	10047.77	392.20	2188.07	52.25	125.09	6.67
wasey	9778.62	525.20	613.68	42.75	73.08	5.33
wates	12190.63	735.00	2381.58	129.75	642.64	17.33
weeic	9094.45	264.40	1134.47	28.25	57.55	2.00
wenel	10032.24	440.80	577.70	46.75	9.24	1.67
wever	11253.11	406.40	2915.35	74.50	820.58	9.33
whace	14505.95	337.20	2708.51	41.00	278.19	5.00
whald	13924.30	325.60	3574.64	34.25	85.04	4.00
whand	13440.20	328.80	2412.52	43.50	97.89	6.33
whats	12922.46	570.60	2217.90	80.75	45.93	10.00
wheal	11654.22	240.40	4620.07	43.00	446.53	5.00
whean	11951.02	239.60	4636.21	37.50	465.25	6.00
wheed	15879.79	413.00	4750.78	89.50	462.62	8.00
wheer	15726.33	392.60	5888.55	75.25	440.96	6.67
wheid	13499.56	268.40	4595.07	25.25	1347.21	2.33
whein	12254.95	232.20	4869.00	25.50	1363.02	3.00
wheir	13346.10	248.00	5295.34	20.00	2329.66	2.67
wheit	13447.03	256.80	4622.94	25.25	1347.21	2.33
whemy	11065.18	281.20	3895.72	25.75	391.07	2.67
whene	15651.86	322.60	4058.95	33.25	394.95	2.33
wheng	12502.75	224.60	4924.65	34.25	364.77	2.00
wheps	12719.16	488.20	3943.95	44.00	400.90	5.00
wherd	14095.78	275.40	5184.73	31.25	1787.10	3.67
whern	12851.17	239.20	5055.99	31.00	1791.23	4.00
whers	14473.22	509.40	5394.25	43.00	1797.24	9.00
whert	14043.25	263.80	5258.95	32.00	1799.77	5.00
whese	15192.26	301.80	5272.31	39.00	1202.92	4.00
whest	13635.86	254.80	4753.35	32.75	821.10	4.67
whews	12734.08	468.60	3882.14	28.25	387.44	7.00
whice	15218.76	316.40	4783.01	36.75	2747.89	7.67
whick	11809.01	233.80	4495.14	39.25	2680.15	9.00
whict	13662.36	269.40	4239.84	30.00	2593.53	5.67
whied	15884.80	433.80	4081.95	91.00	1599.52	8.67
whies	16262.23	667.80	4287.82	113.50	1526.13	9.67
whiji	9696.57	179.00	3206.51	21.00	1459.32	4.00
whild	14637.11	304.80	5415.33	36.75	1994.53	6.33
whill	13095.70	269.40	4335.39	41.00	2156.49	9.33
whily	13286.86	334.40	4116.39	50.50	1854.59	7.00
whind	14153.00	308.00	4724.17	48.00	1925.72	9.33
whing	12507.76	245.40	5373.46	51.50	2837.80	16.00
whink	12247.13	260.80	4641.89	50.00	2225.27	11.67
whint	14100.47	296.40	4734.12	52.50	2095.93	13.00
whion	11310.63	246.40	3348.73	32.00	1528.73	5.00
whior	12401.79	262.20	3410.69	28.25	1465.31	4.33
whire	15604.66	331.60	4470.82	40.25	1546.45	8.67
whirn	12856.18	260.00	3333.90	33.75	1543.36	7.33
whith	12127.86	278.60	3963.17	40.00	1618.12	6.00
whold	13811.78	298.80	3798.24	26.50	345.63	3.33
whond	13327.67	302.00	2880.22	35.50	248.18	4.00
whong	11682.43	239.40	3529.51	39.00	506.90	5.00
whons	13705.11	536.00	2700.85	52.25	250.94	6.67
whout	11966.03	248.00	3436.75	29.50	1017.64	6.33
whove	13073.02	285.20	2487.26	33.50	346.49	6.00
whown	10291.71	213.20	2497.28	31.25	447.98	7.33
whrse	13743.29	313.60	3167.51	33.50	83.71	4.00
whrsy	10889.17	307.80	2132.20	23.50	0.10	0.67
whrty	10453.60	336.40	2218.05	31.75	155.34	1.33
wierk	10103.72	284.20	1398.03	26.00	12.16	2.00
wiger	11412.74	404.20	2643.71	68.00	41.70	4.00
wivey	9998.30	451.80	1104.81	41.25	303.27	8.33
woach	11718.93	366.00	2886.50	43.50	93.40	3.67
woall	12229.71	391.60	2146.90	32.75	263.95	2.33
woate	13895.71	473.40	2042.56	36.75	137.35	5.67
wocan	8956.22	300.00	1825.30	24.00	84.36	2.00
wocks	9841.11	557.40	1737.60	56.50	88.94	17.33
wodal	8900.80	302.80	1789.90	29.75	82.28	3.33
woich	12431.74	345.20	3861.12	37.50	1192.08	1.00
woils	14861.36	640.20	2649.18	54.75	26.18	9.00
woked	12975.98	460.60	2397.26	85.50	236.64	11.33
womam	8105.57	280.80	1831.04	19.75	419.25	2.67
womas	10869.49	574.80	1869.89	28.25	419.38	4.00
womed	13176.22	478.00	2675.37	86.00	583.37	9.00
womer	13022.76	457.60	3813.14	71.75	543.98	6.67
wonnk	9810.96	344.00	1834.53	36.75	11.88	1.67
woost	12662.36	371.00	2448.11	44.00	46.42	5.33
woove	12919.84	386.60	1894.01	41.75	146.17	5.67
woowd	11383.14	350.80	1760.70	35.75	29.89	2.33
woown	10138.53	314.60	1904.04	39.50	197.83	5.33
woows	11760.58	584.80	1834.62	43.75	99.31	7.33
worge	12315.88	403.80	2253.35	43.25	619.44	8.67
worns	12923.28	634.40	2146.26	53.00	510.59	9.67
worre	13997.50	424.00	3210.24	41.50	538.81	4.33
worte	13154.54	443.60	2655.65	43.00	602.54	7.00
