STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
hutenay	4595.08	597.57	470.48	63.83	13.55	3.80
ignging	6320.01	914.71	3076.39	384.83	1805.57	215.20
imeciet	6803.10	1097.71	468.95	124.50	84.69	4.00
imelied	7342.31	1236.29	2012.36	343.67	217.67	23.40
imelies	7852.13	1488.29	1231.47	309.00	228.11	54.00
imotied	8233.16	1281.43	2226.98	364.67	154.95	26.80
imoutis	4090.65	783.43	359.72	32.33	16.02	2.60
impuram	2133.11	295.86	339.44	34.50	67.31	7.80
inckioy	4802.17	697.29	599.58	92.33	54.59	10.80
inddmul	1854.30	320.71	222.83	53.50	12.72	3.00
indiced	5341.50	931.00	1677.52	259.83	136.54	16.80
ineerel	5369.59	835.00	653.26	93.83	91.86	15.40
inhours	4175.82	790.71	895.44	142.17	46.14	9.60
inocked	5557.49	941.29	1748.27	267.67	120.57	30.00
inopped	5579.64	937.57	1814.64	264.33	262.42	29.60
inoubly	3444.67	466.57	920.38	92.50	65.49	4.60
inourar	3513.05	493.43	799.89	55.33	33.90	1.40
inqurir	2483.61	386.14	248.15	43.83	19.47	2.00
insched	5635.98	955.00	2107.00	299.33	331.33	48.60
instins	8137.18	1325.14	2548.52	341.83	470.75	57.00
inthing	6927.62	913.00	3453.04	392.17	1976.31	206.20
inuried	7316.35	1249.57	1882.51	348.33	220.11	24.20
inytied	7759.33	1242.29	2109.54	365.50	139.58	22.60
itrples	6625.26	1282.29	865.56	268.50	109.05	50.60
jasinus	4849.19	990.14	426.44	69.17	3.65	2.40
jowlich	4873.53	732.57	608.82	73.17	10.21	7.40
justral	3995.30	556.86	927.88	86.33	282.57	16.20
kejught	3865.51	400.57	555.21	12.83	419.20	4.40
kibblal	2522.10	452.86	539.73	64.50	12.68	9.60
kiciery	5317.00	754.00	975.65	148.67	117.39	16.40
killial	5129.30	789.57	1130.11	121.50	315.56	28.20
kimpown	2945.70	448.29	387.98	45.50	15.42	6.00
knfefly	3017.80	406.71	476.30	61.67	19.70	3.00
knowece	4439.05	561.86	659.55	34.83	53.37	4.20
labeted	6362.48	1154.71	1808.50	293.00	285.45	44.00
lanting	8376.68	1245.00	3723.21	466.00	2051.42	234.80
lecants	6255.08	1005.14	1084.60	113.17	338.18	13.80
ledract	4849.98	630.29	459.95	53.17	50.88	5.20
leeapst	5285.35	634.00	602.13	79.50	5.47	1.80
leineng	7773.22	1011.71	1924.71	241.00	17.61	3.80
lemalts	5952.96	1042.86	646.25	98.33	61.48	4.40
lemeved	7236.08	1076.43	1794.22	239.17	148.24	7.20
lemmple	4932.48	637.71	482.03	71.33	90.73	3.20
lepoush	4469.36	516.43	724.01	55.67	15.02	4.00
lerinty	6142.13	755.14	982.73	93.67	47.17	8.00
lestoom	5156.00	656.14	658.30	88.67	126.84	16.00
licaler	5899.73	1044.57	1312.58	257.00	33.99	19.60
lilighs	4648.60	874.00	468.96	51.17	38.24	4.80
limpore	4614.18	690.00	674.02	75.00	76.00	10.60
lintety	5771.14	842.43	894.93	118.33	110.93	12.80
linuger	5617.09	984.86	1221.88	200.33	74.65	11.40
lolerol	4102.42	580.00	571.44	65.17	49.03	3.20
lomsing	7698.06	1102.43	3445.32	401.00	1778.92	205.40
lorkema	4553.30	693.71	529.57	73.17	126.89	5.80
lowyice	5540.58	796.00	502.01	51.17	54.16	5.00
lurhaps	5218.87	936.00	510.11	46.67	269.37	4.20
mabjets	5124.62	1076.57	597.93	116.83	93.83	22.40
maraden	6566.10	1106.14	861.32	139.33	76.33	18.00
marlint	8141.24	1195.43	2611.70	320.67	327.34	38.00
marpass	6264.37	1145.71	694.57	107.67	58.28	12.40
marride	6967.44	1049.71	931.40	137.83	301.74	31.20
marsees	8772.41	1649.29	1422.66	269.33	119.95	19.00
masiess	6517.92	1218.71	736.04	125.67	152.30	31.80
massery	5572.92	918.71	1141.10	190.33	116.59	28.60
masseve	5253.96	832.71	698.81	85.67	133.81	13.40
mawauge	4403.04	633.00	699.21	54.17	0.12	0.20
meaving	8859.81	1150.43	3602.98	405.67	1859.48	206.80
mecaurs	6879.45	1062.14	1404.90	139.83	494.63	5.60
meckims	7335.46	1199.14	763.86	92.17	42.38	12.20
meclain	5214.85	664.71	857.21	63.33	183.88	8.60
meecege	6383.05	807.00	561.40	54.33	46.23	2.00
meecher	6989.17	1081.57	1548.50	227.33	522.86	37.20
meghies	9362.95	1610.43	1086.61	287.17	119.44	44.00
melaurs	6781.47	1087.57	1062.45	144.17	42.62	7.60
merthed	9095.49	1273.43	2659.98	298.83	586.35	30.00
mesered	7996.01	1179.43	2064.68	285.00	294.96	32.80
mesping	8579.25	1138.57	3369.29	402.33	1842.10	216.40
mespint	8230.70	1079.71	2168.99	256.33	142.76	23.00
milecer	5910.57	1020.14	1047.49	189.83	82.58	6.80
milkery	5100.32	794.86	972.87	169.33	130.37	30.00
millaer	6239.17	1106.71	1179.45	213.50	195.31	16.80
minchet	6140.91	1004.86	974.21	134.67	233.16	42.00
misched	6390.39	1085.57	2215.33	310.17	317.96	53.00
mistane	6947.34	920.71	943.29	121.83	152.46	22.20
mistats	6146.07	1092.71	1016.68	159.67	142.78	22.40
misthon	4480.07	611.29	1023.88	103.50	97.76	12.20
mitsore	5407.93	765.14	714.83	73.83	8.72	4.80
mitweer	6769.11	1120.86	1389.07	178.67	299.43	2.20
mollans	7092.38	1236.86	793.92	145.83	130.28	25.60
mollust	4940.72	670.29	844.34	107.83	57.21	11.20
momblom	3117.22	553.43	429.78	63.17	22.67	8.40
morlion	6702.57	970.71	1119.63	119.00	346.52	17.20
morstin	4987.35	712.43	659.17	87.00	86.01	7.60
morting	9505.12	1265.43	3887.97	459.67	2112.27	235.80
moucine	7770.71	1110.86	2059.56	250.00	120.72	19.80
mouncts	5104.81	997.57	791.95	119.67	213.46	15.80
mowaush	4121.16	533.00	816.98	50.83	288.37	1.40
muppoed	6105.11	1083.43	1570.81	237.67	129.15	3.80
nackind	7235.64	1126.00	1946.39	260.83	299.45	36.60
nanents	5380.42	1058.57	774.80	132.83	156.83	14.80
natwele	5459.54	809.86	778.83	83.67	196.12	3.20
natwine	7439.21	1065.86	2002.21	236.33	196.92	17.60
neayint	8144.92	1031.43	2222.34	248.33	78.84	10.00
nerrtes	8701.86	1472.43	1464.24	283.00	139.82	19.20
nistrty	4794.11	651.86	681.42	80.50	95.72	8.00
noapply	4597.88	668.14	673.21	86.50	27.51	5.40
noclars	6006.78	1076.43	817.35	147.67	48.56	11.40
nombled	6108.12	1095.57	1910.17	332.67	181.05	64.80
nomserd	5850.93	900.43	1003.74	135.67	114.20	4.40
nonnght	4109.46	562.57	795.73	60.00	225.20	5.40
nontion	6544.70	936.57	1259.50	130.50	385.60	22.80
nonubly	4224.82	626.71	783.62	95.33	37.17	5.00
notarll	4603.52	610.43	462.31	42.83	177.59	5.00
notsers	6772.91	1180.57	1304.43	220.83	493.33	97.40
nouayed	6269.52	1054.86	1717.19	240.33	23.82	7.80
noundle	4530.35	664.71	694.88	92.83	182.26	16.40
nouneng	6777.68	949.29	2157.65	246.50	146.07	7.80
nounied	8312.68	1381.29	2239.06	359.17	256.81	25.20
nucyeal	3799.11	544.71	532.01	40.33	35.15	1.60
nuggest	4181.02	633.43	570.69	113.67	166.83	38.00
nunanse	4704.81	650.43	744.40	56.33	35.48	4.00
nunerer	5991.64	1022.86	1310.40	208.00	157.58	15.00
nurours	5724.01	999.00	1135.84	155.33	243.71	9.60
obintrm	2898.96	459.57	347.41	36.17	107.15	4.40
obsthed	6139.42	970.43	2338.32	286.00	478.92	25.60
obtther	5794.31	899.57	1620.80	208.83	687.25	17.60
obvioys	3590.58	713.00	254.01	28.67	63.25	3.60
ochoust	2867.17	330.86	674.67	54.17	28.82	3.00
ocincal	2594.67	379.71	542.75	53.00	54.19	4.40
ocrhout	3728.93	450.86	536.19	31.83	241.75	4.40
ocrting	8046.48	1037.57	3542.83	420.67	2029.57	228.80
offiout	2951.10	382.71	585.31	34.67	292.98	9.60
offolil	1844.15	315.00	160.11	24.00	56.95	3.20
onotied	8545.51	1320.57	2299.65	361.33	287.53	26.40
opelive	5089.21	728.71	689.73	65.50	106.67	7.80
opetare	5032.53	665.29	646.97	59.00	59.67	5.80
oralied	8585.77	1382.14	2142.34	374.17	246.16	27.00
orought	3721.20	419.29	1121.12	50.83	712.69	10.00
oubleed	6551.28	1158.86	1660.24	249.83	17.06	4.60
oubuere	4814.82	723.14	685.20	130.83	11.18	1.80
oumbety	4101.94	660.43	501.04	78.17	159.80	10.40
ounders	5760.77	1138.86	1112.70	252.50	444.99	111.60
ountaty	4913.87	722.00	731.84	82.33	41.42	6.40
oupiees	7432.26	1429.71	978.28	204.00	10.11	6.40
outtint	7782.54	1037.86	2509.64	305.83	521.81	57.00
oveenct	3354.97	397.29	524.66	51.33	93.26	9.80
paceden	6263.36	1059.14	587.64	87.50	13.77	5.80
packion	5631.17	913.86	834.12	119.33	255.57	25.80
pacteal	5827.21	858.00	931.63	102.67	74.52	5.60
paldler	5976.68	1204.57	1171.97	286.50	43.94	35.20
pamsong	6284.16	958.29	1875.62	231.83	39.88	4.40
panemed	6974.46	1242.86	1770.86	288.67	53.85	12.80
panthon	4969.08	766.86	953.77	108.17	26.24	9.20
pariees	9268.84	1706.00	1454.09	274.50	153.04	18.40
pariort	6103.42	913.86	967.66	118.50	263.10	16.00
parraly	5770.24	903.57	1087.01	163.00	176.35	20.60
parrtes	8199.71	1587.86	1585.44	323.17	277.74	31.40
parvint	8021.03	1163.29	2403.67	287.33	195.36	17.80
pathaps	5482.81	1036.71	771.15	71.67	219.60	8.20
pattint	8625.69	1220.00	2664.09	328.50	494.34	54.00
patwing	7929.67	1161.57	3426.88	404.83	1804.20	204.60
paudied	8270.32	1490.29	1928.03	358.67	162.76	25.40
paunese	5918.97	918.43	888.39	116.83	50.26	11.60
paveted	6908.61	1207.57	2003.30	310.33	286.27	46.60
pawefin	3570.85	587.00	451.36	46.33	17.11	1.20
peamiam	6836.94	938.43	709.63	90.00	17.86	6.00
peancen	7509.25	1110.00	991.04	104.50	70.06	12.60
pearter	7887.66	1240.00	1785.21	274.50	315.03	39.00
pecases	8372.30	1430.43	1364.04	235.33	319.94	23.20
pecaury	6287.87	760.43	1236.64	72.67	514.24	3.60
pedding	8385.74	1150.57	3320.71	421.50	1880.27	221.00
peeeing	9371.91	1208.00	3250.34	392.00	1708.67	199.00
peirace	6206.04	802.71	513.10	60.67	51.08	5.60
peneted	8429.12	1276.86	2171.92	318.33	399.12	49.20
penughy	5198.05	635.00	776.32	56.00	223.18	6.00
petinst	6336.18	734.29	951.97	97.83	249.05	4.80
pithosh	4370.20	577.29	716.39	63.33	258.65	5.60
plainal	4343.77	599.57	852.12	86.00	231.33	15.20
playins	7937.66	1343.00	1972.49	270.83	200.49	27.00
plesang	6063.90	840.14	1815.01	223.00	22.12	3.20
plgghee	5619.63	946.43	613.01	81.67	19.68	2.80
plieady	4512.04	612.29	459.03	42.67	154.67	2.20
ploppes	6639.02	1284.86	921.54	230.50	155.56	19.40
plreain	4827.15	643.57	718.13	50.83	315.29	7.60
plurang	5750.55	823.29	1774.13	229.00	18.05	6.60
polipes	7607.89	1446.43	892.42	237.67	24.24	8.80
pongars	6230.57	1187.14	817.44	178.83	37.30	14.00
poteous	6315.04	1076.86	650.99	70.67	131.97	17.20
pouerer	6827.75	1128.43	1374.45	225.67	93.07	15.00
poweved	6772.16	1097.57	1801.02	243.83	329.05	7.40
prasiol	6199.70	891.43	938.18	109.50	68.02	10.80
prddied	7983.63	1352.71	2045.66	358.83	154.43	28.20
prdling	7587.94	1082.29	3639.90	411.83	1897.20	219.00
prdmars	5365.56	1017.71	911.25	144.83	38.58	8.00
preaind	8212.66	1170.29	2291.60	257.83	205.21	18.20
preance	5073.20	653.43	1057.08	91.17	338.64	23.40
preanse	5415.33	693.71	1201.25	90.33	209.12	18.40
preaurs	6136.34	1045.57	1407.52	171.00	202.72	18.80
prellly	4792.60	730.71	1077.88	120.83	225.92	17.00
prictct	4471.93	611.00	847.33	71.83	75.94	8.20
pritays	6112.63	1040.29	1013.00	91.50	292.82	14.20
prithed	7664.60	1180.57	2882.99	313.17	734.08	35.20
prither	7085.65	1114.00	2228.30	246.33	951.75	27.60
prithes	8174.42	1432.57	2102.10	278.50	684.69	39.00
pritise	7717.68	1026.29	1748.70	158.33	472.25	19.60
probler	6130.18	1071.14	1628.31	289.17	404.77	43.40
proders	6713.49	1183.14	1545.22	264.17	633.43	115.00
protale	6437.41	821.29	1218.81	126.00	256.95	17.60
protays	6302.54	1035.14	1039.60	94.83	260.05	19.40
proteng	8093.53	1033.57	2691.62	283.67	297.01	20.60
protiel	8805.13	1310.57	1574.01	219.33	295.64	31.00
prougen	6203.91	930.29	1396.03	102.83	505.81	18.00
proughs	5160.32	866.57	1237.09	73.00	701.79	19.60
prowoon	4240.58	562.14	947.69	93.50	251.27	20.20
prrrese	6714.00	885.86	1068.18	109.00	75.66	8.60
prurass	5724.72	1026.00	618.60	77.17	11.29	3.20
puieond	6527.05	956.71	432.26	54.33	62.78	2.40
pupppes	6408.19	1309.14	913.58	227.17	163.27	15.80
puprted	6418.41	1147.00	1906.08	290.50	346.82	45.60
purough	4270.83	558.43	937.50	60.50	606.59	6.00
qucking	6769.63	962.86	3330.02	413.17	1987.82	228.80
qurined	6932.06	1112.29	1963.01	291.17	137.31	23.80
qurnish	5744.54	812.14	855.12	111.50	281.15	26.80
quteaes	7264.40	1339.57	863.00	207.67	0.12	0.80
qutious	4974.62	916.14	710.56	73.67	260.72	16.60
qutught	3322.28	408.86	733.06	39.50	420.08	5.00
racouse	4893.43	699.86	896.49	62.50	262.10	6.20
raglese	5451.62	874.43	700.31	103.67	30.97	10.60
rainain	4197.44	728.14	511.77	73.67	198.12	10.80
rarkint	7794.92	1159.57	2399.30	300.67	310.49	31.00
reainty	6074.01	782.57	1277.96	128.00	277.11	9.00
reassed	7871.09	1220.43	2357.53	330.67	389.74	27.60
reavemy	5952.54	775.71	877.85	104.83	187.95	11.00
recalts	6340.02	1076.57	1314.74	141.83	297.71	10.20
recaugh	4891.63	540.00	1436.80	74.00	695.21	7.80
recider	7037.75	1081.29	1636.55	232.00	180.89	19.80
recthed	8385.87	1196.86	2841.21	320.33	525.67	32.80
redding	8087.83	1116.71	3560.63	453.33	1893.98	222.80
redever	6594.63	1030.57	1327.97	211.50	226.33	9.60
reeaned	7904.31	1195.29	2151.10	310.50	87.55	15.60
reenged	7570.71	1156.71	2064.05	297.67	199.63	21.60
reesise	7764.90	1021.86	1238.34	136.67	22.17	4.80
reethed	8422.22	1228.86	2634.97	317.83	563.03	28.60
refthel	7122.86	1008.86	1258.91	121.33	384.57	14.80
regiosh	4997.03	633.57	723.55	88.17	33.41	4.80
rembeen	7315.02	1119.71	949.07	104.17	306.35	7.80
remblty	4723.56	686.00	788.75	99.83	103.37	9.60
renched	7606.85	1182.00	2535.76	350.00	294.94	53.20
rengint	8157.55	1114.14	2461.81	311.17	111.42	23.80
rensout	5472.55	718.57	997.67	110.33	158.41	11.60
repoury	5381.24	686.43	1013.18	104.67	110.97	12.60
rergane	7699.00	966.86	1008.78	121.83	13.29	5.00
reroron	5512.68	669.71	1159.62	116.17	4.20	3.20
rerrain	5808.20	754.00	1168.57	123.67	175.28	12.40
rertant	8394.18	991.71	1372.63	141.83	178.53	14.40
rertits	9425.73	1445.43	1652.87	216.83	115.52	15.40
retiong	7633.71	941.57	2405.73	265.00	92.64	12.40
rheased	6158.43	1021.14	1726.33	258.00	168.06	17.40
rimblip	2558.52	501.29	283.10	50.17	7.45	7.20
rithter	6098.69	1029.14	1471.18	228.00	249.99	26.20
ronnion	6052.09	940.14	833.14	108.17	256.79	22.60
ruarial	5788.01	903.57	837.73	94.00	140.80	14.00
rurhans	7046.87	1175.29	710.16	103.00	109.22	9.80
rurrang	6655.36	935.29	1975.71	249.00	36.45	8.80
ruspelf	4178.93	680.43	553.89	57.83	201.82	6.00
russeal	4512.64	706.86	848.85	79.17	37.92	10.00
ruthion	5368.33	790.14	853.95	72.83	314.18	12.40
saithed	8017.84	1362.57	2373.79	291.83	527.52	28.20
sameran	4812.85	751.57	578.73	81.50	148.11	6.00
saridol	4968.78	791.00	642.53	94.17	44.69	5.80
sarorts	6441.37	1214.29	878.19	147.67	63.86	10.60
sccight	3896.24	492.57	596.80	32.50	248.14	4.20
schited	6210.06	1061.71	1873.36	290.50	360.20	47.40
schoted	5829.65	1021.57	1822.73	287.17	340.24	44.80
sctwese	5458.83	724.00	866.55	76.50	159.56	2.20
sctwoum	3231.96	464.14	465.43	42.50	4.99	1.20
seatats	8336.12	1312.57	1133.86	154.00	59.65	14.00
seayion	7217.31	992.86	986.18	89.33	230.39	16.20
sechits	8420.18	1353.00	1056.94	123.83	77.26	12.60
sendese	7306.19	996.43	1092.89	134.50	48.01	17.20
senides	8823.61	1556.71	1150.26	245.67	98.37	12.80
sentung	8553.85	1061.29	2156.89	234.17	147.59	9.40
sepende	6199.49	756.29	633.72	65.67	51.81	5.20
sepoury	5991.80	786.00	831.43	74.33	75.58	7.40
sequron	4899.89	615.00	539.50	56.67	17.43	4.00
serning	10086.90	1325.86	3779.76	424.50	2103.57	216.80
sesuiny	8876.78	1189.29	1998.43	233.33	40.73	3.80
shacers	6955.61	1221.86	1204.24	243.83	414.83	102.80
shathed	8003.49	1222.14	2364.96	299.50	527.83	34.40
shopous	5475.17	976.86	752.31	73.00	175.25	18.00
siliece	6124.62	889.29	728.16	66.00	83.48	5.20
simbome	4480.82	692.29	381.42	50.50	42.83	7.00
simdice	6429.02	974.71	645.23	71.83	78.28	6.00
sinding	8121.30	1225.86	3472.51	436.83	1937.79	223.80
sirorts	6353.57	1128.29	656.50	107.33	61.54	8.60
sitaler	6896.45	1201.43	1291.97	263.83	77.35	19.60
sitauit	5145.58	697.71	565.55	45.50	46.70	2.60
sithiar	6455.38	984.00	797.62	60.83	256.47	4.40
sithous	5755.56	1031.71	953.29	70.33	530.87	15.80
situgen	6438.31	1016.43	827.87	71.50	34.11	2.60
siveres	7611.38	1411.43	1170.88	239.83	217.35	25.40
skeline	7485.59	1072.43	2067.79	249.00	316.64	34.40
skivean	4270.63	637.71	221.30	48.33	15.81	8.20
slalver	6267.66	1096.14	1052.54	191.33	119.88	9.20
sliling	7858.36	1154.43	3436.32	419.33	1952.30	226.00
smaiout	4764.96	666.29	651.88	39.67	243.12	8.60
smarioy	6068.78	927.86	584.75	73.33	87.35	12.40
smasler	6219.39	1122.14	1030.00	242.50	48.20	19.80
smimped	5825.34	1037.71	1563.45	241.50	139.28	21.40
smitied	8926.11	1437.43	2225.93	361.17	289.41	28.40
smitlle	5366.37	785.29	530.27	67.33	14.41	3.00
snctier	8607.64	1371.43	1444.63	296.17	113.76	70.60
sodobys	4743.26	976.29	168.19	35.67	0.27	0.40
solidon	4652.88	721.43	607.08	72.17	37.71	7.20
solimin	4570.96	715.86	495.51	59.33	28.81	6.60
solpest	6098.48	893.57	688.95	121.67	101.79	32.80
sombaty	5002.19	788.43	604.34	74.33	66.62	7.40
sonught	4814.19	680.00	886.51	50.17	419.63	5.20
sooumps	5585.61	1017.29	549.58	57.83	6.94	3.00
sotsser	6958.24	1193.14	1180.01	193.67	76.75	10.20
sotthel	7678.12	1162.29	1267.11	106.17	369.84	14.20
sougier	8211.03	1445.14	1313.79	283.67	78.40	67.00
souners	7192.17	1318.86	1326.98	253.67	540.77	107.20
sountre	5913.81	901.57	847.58	75.67	335.15	14.40
sowador	4324.60	713.57	384.40	43.33	58.21	2.40
sowensh	4743.99	650.00	770.89	59.67	112.07	2.20
soyaust	5216.58	702.14	749.88	59.00	244.68	3.40
spailal	4298.26	658.00	639.87	60.00	37.39	6.60
spausin	3661.50	552.00	279.98	44.83	12.15	5.00
speents	5324.41	978.14	711.77	116.33	221.35	18.60
spekits	6481.96	1220.29	727.85	124.33	91.01	10.40
speraip	3341.98	563.71	434.13	60.83	108.43	7.20
spetiss	7711.51	1295.00	964.23	122.50	171.60	8.40
spitoul	4427.49	621.57	655.89	68.67	15.77	6.80
spiving	7189.09	1032.57	3207.77	382.67	1775.09	205.60
spplits	6485.25	1223.71	898.07	137.67	121.04	10.60
spspety	4793.56	744.43	476.01	69.83	104.66	5.20
sptabed	6419.88	1067.57	1477.79	239.83	19.44	5.60
stacher	6251.31	1061.43	1658.80	251.33	648.58	51.60
stadily	6386.22	972.71	1011.86	149.83	204.56	35.80
stamper	5790.11	1024.00	1208.70	210.50	175.11	27.80
stayier	7664.03	1295.29	1276.85	271.50	183.83	69.00
stayins	8104.63	1369.71	2093.42	275.83	204.70	29.80
stoansh	4270.39	559.00	641.17	68.50	61.80	5.80
stocime	6088.23	872.71	477.13	60.33	67.13	7.60
stodely	5302.18	788.43	923.95	120.33	97.18	10.80
storcen	5792.82	959.71	636.26	77.33	89.85	8.00
stotely	6260.86	852.57	1234.63	141.33	122.35	13.80
stoting	8593.11	1151.71	3869.69	450.17	2063.57	231.20
streres	8081.18	1417.14	1435.28	261.00	212.54	26.20
strfist	6456.66	890.86	724.29	112.50	86.19	15.00
striled	7397.86	1219.57	1984.21	344.67	176.90	54.40
strning	8336.71	1148.43	3560.46	417.17	2095.14	219.80
strting	9054.63	1201.14	3827.95	451.83	2094.86	235.40
sttcily	6235.44	909.43	840.30	122.00	33.82	18.00
sttcits	6928.02	1236.14	782.34	125.50	21.18	7.40
stthats	5424.11	973.00	922.83	118.17	6.95	3.80
sttiese	6133.35	813.29	1023.33	109.17	22.32	11.60
sttssed	6487.56	1087.29	1837.02	269.83	179.50	17.00
sttweve	5027.95	669.29	729.71	49.83	212.90	1.20
stuaush	3915.54	518.43	876.64	61.17	285.40	4.80
stunght	3605.73	497.00	880.61	60.83	290.48	8.60
stupint	6904.41	988.57	2106.15	257.83	104.36	21.20
suaicic	4072.22	666.14	543.17	57.67	3.25	2.00
sualods	6058.49	1130.43	549.12	65.33	51.72	3.40
subjest	4775.81	719.00	680.69	101.17	190.88	34.00
suntrce	5801.79	812.29	730.52	65.17	100.13	7.80
supline	7850.19	1168.00	2297.09	262.50	374.60	35.20
suppeed	7400.61	1292.43	1824.09	253.67	159.33	9.60
surally	5652.78	865.14	981.27	127.83	276.58	16.80
surkiem	8020.09	1338.43	923.09	172.83	103.83	21.00
surrent	7497.74	1065.57	993.49	116.17	304.58	21.40
sursing	8791.00	1256.43	3569.17	427.17	1852.08	214.40
susthly	5539.88	803.71	1169.09	126.33	56.78	13.00
sustise	7717.88	1102.86	1425.54	161.50	182.92	28.40
sustown	4839.21	719.86	635.49	87.83	93.94	13.60
sutruge	5161.51	715.29	602.46	64.83	2.40	2.80
swadied	8285.25	1405.86	1811.61	340.17	211.90	29.80
swfught	3012.53	397.00	577.68	19.83	422.67	5.00
tainial	5855.66	952.00	861.47	105.67	121.29	12.80
tantuss	6479.88	1143.14	780.87	96.17	69.21	9.40
tanuted	6841.54	1229.71	1957.73	324.50	389.58	49.40
tarefut	4864.27	691.14	734.76	90.00	93.81	7.20
tathang	6433.22	910.57	2056.23	236.67	13.42	5.80
tatitry	5345.99	827.43	620.61	82.50	102.03	5.80
teackly	5627.93	734.00	985.90	123.50	160.56	17.80
teadses	8258.97	1461.86	1187.31	245.67	169.10	24.60
tefteng	8311.63	1022.86	1975.95	243.50	33.15	6.00
teldery	6395.15	886.71	923.58	166.67	97.16	28.00
temaurk	5057.09	637.29	544.79	44.00	38.71	2.60
tepence	5744.96	666.14	618.13	59.67	198.66	9.80
terence	6738.39	760.29	1053.99	81.83	252.39	11.20
teroush	5769.66	642.86	1094.07	77.33	203.01	5.80
tesssed	7519.68	1170.29	1834.99	282.17	214.50	21.40
tevoust	5255.22	584.86	785.60	73.33	14.77	4.40
thachen	5985.79	916.71	1354.21	119.83	237.70	34.00
thackes	6820.19	1284.00	1217.18	240.00	71.84	20.60
thaiage	5253.40	654.29	849.88	66.50	121.14	14.20
thapter	6157.52	1020.57	1598.42	231.50	209.28	25.60
thartal	4118.49	568.86	1064.42	78.50	126.10	11.20
thasese	5990.79	777.57	1271.07	104.67	22.79	5.00
thashes	7318.70	1322.71	1570.34	257.83	112.52	37.40
thaving	7532.23	1004.43	3565.85	388.00	1795.47	203.80
theaser	5705.82	955.43	1386.86	199.17	89.38	12.40
theters	6923.73	1146.14	1514.01	243.83	571.90	115.80
thetter	6644.35	1048.29	1595.85	233.50	250.95	37.20
thilese	5607.88	748.57	1031.38	110.33	38.04	13.20
thiping	7326.65	1003.29	3384.48	395.67	1765.61	214.60
thodler	5722.65	1001.14	1387.69	254.83	183.62	32.40
thoerdy	4455.22	508.14	875.64	45.00	146.33	0.80
thopalf	3850.73	511.29	774.05	44.17	146.57	2.00
thorght	3803.30	454.57	910.61	33.50	375.79	4.80
thotads	6028.86	953.00	1069.69	66.00	146.05	3.20
thoting	8416.59	1075.00	4051.46	431.67	2146.53	226.60
thoulls	5164.35	931.43	940.31	67.00	297.02	3.00
thouned	6506.81	1000.71	2127.91	249.50	382.16	13.40
thoused	6203.41	982.00	2171.72	257.67	437.57	19.40
thowiol	5104.55	684.00	821.66	46.50	210.76	5.20
thracal	4228.26	516.14	945.37	62.17	257.96	9.40
threits	7651.18	1239.14	1059.04	100.50	245.85	11.00
thrging	7801.63	1046.29	3525.15	386.83	1977.03	214.40
thrhout	4560.55	537.71	1004.53	39.67	440.77	7.60
thrtrly	5728.32	686.71	1105.15	82.00	243.90	5.20
thrwing	7833.54	1007.14	3508.11	367.33	1972.40	204.00
thyaral	3309.20	413.43	929.17	47.17	198.00	4.00
tobjele	5257.11	766.57	489.28	69.33	35.27	0.60
tominty	4843.73	695.00	684.06	73.83	12.91	7.20
tompuge	4751.92	621.86	621.51	60.67	63.05	5.40
torrted	7843.13	1272.57	2232.85	328.83	377.37	49.40
tostish	6862.85	950.86	1082.44	155.17	294.29	39.80
totwnze	4654.69	601.00	402.02	33.00	12.78	0.60
toverss	5801.74	978.57	605.41	65.33	135.05	9.80
toweaer	6648.48	1094.71	1082.82	167.83	147.07	2.40
towyion	5134.67	766.57	616.44	60.67	245.86	11.00
tritrty	5267.95	689.43	901.43	82.50	212.50	10.00
trokers	6475.17	1128.43	1365.69	260.00	440.54	109.40
truaned	6724.91	1081.43	1699.00	267.50	87.53	16.80
tusinst	4627.35	636.14	639.85	86.17	246.65	2.80
typoses	5622.31	1158.71	733.28	202.00	115.39	23.20
tyssets	5274.42	1001.14	702.03	109.17	72.50	27.40
umatuds	5103.22	835.71	397.17	43.83	12.78	2.00
univars	4613.08	889.14	672.17	137.00	78.78	9.00
unofing	6613.53	909.00	3135.79	376.50	1714.74	201.40
unopout	3473.43	458.00	662.09	49.50	126.61	4.20
uresing	7380.30	1015.86	3417.37	405.83	1857.83	210.00
usleing	6639.24	902.57	3044.77	354.67	1702.48	196.20
usuance	3301.02	421.86	514.38	33.83	238.19	8.40
utanght	3272.39	404.00	701.79	42.17	293.67	6.20
utrhous	4624.77	808.43	590.54	43.17	245.09	12.00
utrving	6971.07	919.29	3171.21	366.67	1800.24	201.60
utualer	4864.03	901.29	1076.01	236.83	84.85	18.40
vaghech	3581.00	589.43	237.29	40.17	12.87	2.00
vampped	5639.79	1063.14	1623.85	268.00	214.86	31.80
vatwend	6448.83	976.29	723.69	69.50	164.06	4.00
vearile	7758.47	1044.86	938.08	144.83	163.00	21.20
vengits	7410.15	1277.86	723.69	141.17	57.03	14.40
vesieng	7768.80	985.14	1998.54	233.67	53.12	7.20
vicanse	4706.41	596.57	898.53	51.17	40.16	4.60
vierent	6088.16	860.00	683.40	83.50	235.20	16.60
vigleal	4023.27	622.00	698.44	75.50	42.60	4.40
viliten	5796.12	967.57	948.79	124.00	101.57	11.40
