STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
befeete	6742.14	849.29	805.50	78.83	44.16	3.20
behotid	5229.70	719.71	533.48	44.00	4.99	4.00
belever	7222.70	1088.14	1523.47	190.17	285.92	10.40
belffen	6370.47	969.14	869.28	68.33	94.38	8.20
belices	8335.54	1440.43	1413.89	240.33	234.07	23.00
bellery	6813.45	927.71	1530.97	208.00	194.15	35.40
beltese	7746.31	948.29	1357.84	127.33	96.82	10.60
beluter	7253.61	1124.29	1716.00	243.83	248.42	32.60
bemsint	8507.10	1099.14	2570.12	258.00	80.09	12.60
benital	5631.60	726.14	1141.81	88.00	94.71	9.40
benuled	7853.71	1236.00	2304.35	341.00	136.33	44.60
bepllex	6408.98	1030.14	825.60	131.17	68.74	9.80
bernice	8353.60	1053.86	1362.33	100.83	151.72	10.20
berreve	7197.25	897.00	1174.08	86.33	108.23	8.00
berrout	6287.18	772.43	1264.46	93.67	146.11	13.80
berting	10470.75	1298.14	4316.11	461.00	2090.87	231.60
betanty	6039.68	737.43	1094.55	79.17	175.68	8.20
betweny	7709.89	939.57	1249.28	69.00	452.62	4.40
bevedon	4750.78	570.00	900.40	65.67	112.18	5.00
beviele	6916.57	875.71	1086.33	96.50	17.85	4.80
beviosh	5265.18	628.57	909.18	64.33	36.66	4.40
blokery	5208.72	755.14	851.78	162.17	97.77	29.80
blreral	4648.92	574.43	1025.72	69.83	410.90	6.00
bodught	3944.06	529.29	598.61	38.83	420.01	5.80
bomensm	4488.59	603.00	567.03	58.17	104.10	5.80
borvidy	6858.71	939.43	633.78	69.67	81.89	4.40
botcelf	5326.64	764.43	646.02	61.50	166.10	3.80
bottach	5453.21	696.14	620.16	77.50	58.73	8.60
braiory	5788.75	794.57	940.73	98.83	83.35	12.60
bramomy	4523.94	627.71	458.16	67.50	34.90	9.60
breaurs	6114.93	1030.86	1286.62	164.00	121.63	14.00
bredral	4025.36	556.29	960.35	75.33	215.23	8.20
breling	8052.43	1112.57	3770.12	434.67	1961.99	223.80
bresets	6392.89	1128.86	1063.28	141.17	207.36	32.20
brieare	5929.35	789.86	980.20	91.50	231.19	10.00
brierts	5837.76	1000.14	1124.94	133.17	246.63	13.80
briming	7713.36	1071.57	3539.85	418.00	1878.78	216.20
britrer	7149.58	1112.00	1614.26	222.50	319.33	12.80
bromble	4705.75	632.00	786.77	95.67	156.99	17.00
bronats	6005.33	1043.00	909.45	136.83	87.81	12.80
brotaia	4802.27	641.29	1046.33	90.50	248.43	10.60
brovoma	3415.25	477.86	618.63	57.50	106.14	7.20
brrking	8379.39	1121.29	3454.74	401.67	1999.61	221.00
bruding	7544.49	1066.14	3373.75	408.50	1888.78	216.40
bubbier	6978.47	1253.71	995.34	274.33	73.12	66.80
bubjees	7053.82	1388.29	813.56	201.17	72.25	5.80
bupowed	5791.25	1019.43	1477.23	232.00	62.32	4.80
burcint	7953.25	1097.71	2055.92	262.00	35.73	13.00
burhong	6681.89	882.14	1969.59	237.17	13.37	7.60
caddoge	4578.91	754.00	348.03	78.83	5.85	8.00
cadizer	5912.82	1114.43	841.39	186.00	16.48	5.40
caisint	7966.58	1199.43	2182.97	280.33	97.06	15.60
caiving	7928.29	1195.00	3321.05	404.00	1765.34	202.60
cantted	8072.31	1371.00	2163.32	356.83	346.76	61.20
carcint	8462.86	1224.29	2307.18	294.00	84.82	16.40
cassins	8765.63	1548.57	2203.32	320.67	233.52	39.40
caveray	4807.95	710.43	714.09	81.83	236.27	12.20
ceadeve	7005.43	906.57	808.37	71.00	176.90	6.60
ceaiong	8385.68	1047.86	2300.92	232.83	40.44	4.60
ceataps	7880.16	1190.71	875.51	75.83	134.13	7.20
cecaugh	5399.69	591.00	1167.43	28.00	666.38	2.20
cecoyer	7014.44	1061.14	1164.20	161.50	52.73	4.20
cegalal	5146.10	691.86	660.47	51.67	7.10	3.60
cetalls	7239.20	1170.86	705.81	74.00	144.90	10.40
cetatce	6586.34	782.14	703.32	56.17	17.98	3.80
ceteody	6369.55	741.57	562.69	33.33	14.93	2.40
cetibrs	7166.17	1134.29	846.24	126.83	6.62	1.60
chacllf	4111.19	603.71	657.92	61.33	147.91	11.40
chailly	5229.48	735.57	935.89	106.33	270.86	19.80
chanter	6721.35	1094.86	1639.79	260.83	434.63	44.60
chasser	6357.71	1049.43	1275.08	219.83	260.44	24.60
chaweda	4442.57	597.00	497.60	49.17	150.58	11.40
cheages	7296.64	1309.57	1119.83	239.00	123.30	21.00
cherrom	3561.54	501.43	445.99	60.83	43.60	10.80
chewher	5864.28	940.57	1386.34	209.33	359.61	13.80
chindon	3735.73	523.57	561.45	89.33	49.63	11.20
chinted	6897.52	1121.14	2121.06	326.67	426.38	60.80
choched	6822.58	1056.00	2266.41	299.50	290.07	48.00
chochey	6454.33	963.86	986.64	105.17	170.91	31.80
chokier	7857.77	1265.86	1480.48	286.33	137.84	71.60
chosing	8087.90	1072.43	3495.18	410.67	1795.79	210.80
chotesh	5896.35	717.29	1053.34	128.33	47.44	9.40
chotise	7741.19	973.86	1445.83	137.83	114.64	13.40
chrdrer	6697.34	1059.57	1214.39	197.33	42.97	4.40
chrkize	6530.73	867.71	661.14	70.17	76.35	8.40
chrours	6318.30	1020.29	1249.44	151.50	432.56	10.60
chrpout	4960.16	617.86	802.03	57.67	156.17	5.60
cilaied	8889.42	1455.29	1726.06	319.17	108.42	10.60
clabble	4552.39	661.57	490.54	87.00	108.98	17.60
clacate	5270.85	746.86	520.71	93.17	108.24	22.00
clavelf	4666.47	674.29	653.07	71.67	215.10	13.20
clllity	5964.52	912.71	998.65	113.00	263.91	24.20
clrlins	8932.75	1451.14	2284.60	283.67	264.73	35.80
clrmpes	7170.70	1337.00	923.12	214.33	13.25	6.20
clrpets	6558.09	1142.29	645.16	110.50	69.75	24.40
cluenen	6009.09	945.29	671.02	81.50	6.54	4.40
clussed	6121.65	1060.14	1706.49	265.67	190.41	21.20
cocared	7711.33	1208.14	2294.11	300.50	194.98	24.60
coctush	5633.49	681.43	1032.60	93.17	39.17	4.40
coiched	7374.61	1211.57	2392.81	328.83	276.03	45.20
coimbly	4727.46	717.43	940.43	125.33	17.90	6.60
colding	8246.90	1201.14	3672.16	449.50	1966.32	217.60
colllls	6111.87	1171.43	968.26	144.67	108.49	14.40
colllly	5233.81	827.29	1232.91	165.00	223.67	17.20
comeght	4809.28	611.29	1022.80	77.00	390.42	12.00
comited	7603.62	1242.71	2384.18	342.17	439.24	55.40
compled	7040.70	1217.57	2205.46	372.00	310.03	63.20
comples	7550.51	1469.57	1424.56	337.33	287.84	63.80
comsist	6948.24	980.29	1221.26	152.67	119.95	14.00
comsugh	4349.59	578.43	1023.02	71.33	293.04	7.80
conempe	5230.87	723.14	742.37	87.83	180.19	15.60
congint	7965.06	1160.14	2463.03	311.83	261.51	37.40
cookide	7085.88	989.57	966.79	123.50	249.08	13.80
cooubrs	6148.05	1086.43	1141.21	177.00	40.07	2.60
coponst	4964.50	671.43	837.79	109.33	122.52	3.00
coreagh	5694.06	727.86	1255.89	112.17	151.73	14.00
corguse	6228.87	806.14	1259.94	108.83	266.60	13.20
coriows	6743.27	1138.86	1030.18	119.67	133.23	16.20
cormbed	7503.81	1215.14	2092.77	297.33	63.30	15.80
correlf	6132.34	881.86	1210.56	127.00	237.73	14.40
corrlly	5936.57	882.57	1275.71	154.17	168.11	15.40
cotinst	5845.78	746.43	1145.28	126.00	275.80	4.00
cotwang	7013.11	920.00	2308.11	253.33	9.48	1.40
councts	5601.44	1057.14	1122.41	154.67	336.06	18.00
countre	5811.30	853.00	1150.78	112.67	443.90	16.80
coveout	5036.90	671.00	928.20	84.33	176.97	8.20
cowaner	6648.19	1101.29	1474.46	230.00	75.26	10.80
cowdain	4294.46	655.14	851.15	88.83	153.92	9.60
coweral	4637.90	613.14	1394.35	109.83	436.93	11.20
cowllen	6340.45	1079.29	1027.32	175.67	43.94	14.00
creangh	4284.82	545.14	729.76	79.17	139.50	13.20
creteze	6399.69	826.00	608.60	82.17	35.52	6.40
criemps	5318.46	927.29	583.97	64.83	87.62	6.80
critact	5752.88	721.43	944.62	86.83	273.12	9.80
cucalve	4694.78	675.29	568.38	43.50	11.91	2.60
cundise	6771.43	1017.29	905.38	118.67	106.11	14.80
cupingy	4371.03	614.86	364.65	50.67	19.57	9.80
curiere	7113.17	990.43	1093.71	175.83	72.95	11.40
darauge	5461.45	769.71	910.68	94.00	17.47	5.40
deadial	6840.02	956.29	1244.04	133.83	225.50	15.20
deanght	5321.66	649.29	1184.70	97.17	323.34	9.60
deaning	9151.01	1223.86	3897.04	456.83	1995.70	217.00
deantes	8667.86	1519.43	1768.04	320.67	168.80	24.40
deasher	7469.39	1160.29	1804.52	266.00	424.54	29.60
decines	8368.02	1425.86	1422.84	258.83	140.87	19.00
dedught	4291.43	516.71	815.07	57.17	433.30	6.60
deesing	8745.33	1174.71	3524.18	426.83	1781.93	206.80
deetnty	6084.59	773.43	658.13	75.00	41.11	2.80
defener	6881.69	1061.00	1271.80	215.50	101.32	15.20
deggese	6014.36	814.00	858.88	124.00	75.38	7.40
deisted	7762.79	1227.14	2025.30	325.83	328.85	55.40
dellaic	4511.51	655.14	824.04	121.33	111.22	15.60
deltulf	5467.80	673.00	636.83	72.00	28.12	4.60
demeaps	6180.94	1006.14	632.95	67.50	102.74	6.80
dengher	6740.28	1111.00	1619.28	253.67	368.74	15.00
dentang	8054.38	1024.29	2323.86	271.17	140.80	14.20
denuble	5459.33	727.14	708.79	105.00	111.99	14.00
deotows	6898.02	1083.43	558.99	76.17	37.42	8.40
derhoce	6232.89	742.43	914.43	80.00	89.54	2.20
derilly	6335.88	845.57	1153.16	136.83	156.16	12.20
derlace	6576.28	819.14	890.26	95.50	42.07	4.80
derntly	6281.76	818.00	1175.50	131.00	88.58	10.20
derousm	5403.50	637.86	1122.79	84.67	196.00	5.20
derrect	6681.93	851.00	971.45	100.17	166.92	11.80
derthed	9007.38	1283.57	2730.83	321.50	582.87	29.80
detcher	7070.34	1085.57	1747.87	255.17	571.78	48.20
dethius	7749.01	1234.14	944.18	84.50	134.01	5.20
dettnct	6119.92	700.14	883.11	87.67	110.74	7.40
devibly	4927.45	647.71	785.13	110.50	63.26	10.60
dideron	3597.54	539.29	609.65	78.50	35.15	4.40
diggint	6480.92	984.57	2001.22	272.83	105.86	32.20
digitrs	5327.32	1047.29	699.43	145.00	11.62	2.20
dildice	5850.31	904.43	644.80	91.67	85.92	8.20
dileany	5945.72	836.86	549.57	75.00	88.58	4.00
dilived	6293.25	1089.71	1755.46	263.00	91.29	11.60
dinouss	5308.20	979.29	792.50	81.33	17.49	3.20
dinsurs	5621.67	1063.57	852.45	169.00	47.07	9.80
dirdust	4968.03	661.71	577.80	84.67	5.97	4.40
distion	6165.98	911.57	1266.41	158.67	436.53	39.60
ditting	8511.84	1160.57	3825.75	459.33	2161.19	240.40
ditwest	5157.71	699.86	931.49	115.83	240.03	31.20
dixingh	3142.37	449.00	485.18	52.67	16.21	7.60
dompeng	6741.11	972.43	1919.91	240.00	84.59	10.20
dothage	5130.93	681.71	736.83	62.00	235.26	15.60
douneer	7011.19	1233.71	1246.30	204.33	152.38	9.40
dounety	5279.72	829.43	735.28	99.17	229.21	13.40
draives	7397.82	1367.14	1026.01	229.50	95.14	18.40
dratine	8835.73	1180.00	2348.60	308.83	431.44	48.60
dreaten	6161.50	998.00	1139.64	148.00	309.80	30.40
drilice	6310.43	912.29	1064.04	110.17	116.42	14.20
driting	8400.20	1145.29	3964.60	452.00	2324.55	232.20
dritint	8051.66	1086.43	2764.29	306.00	625.21	38.80
droctly	4606.68	658.14	930.09	106.33	167.06	12.60
drolint	7551.02	1039.86	2553.64	286.50	228.52	30.60
droulal	3850.67	556.57	1078.61	81.00	152.16	10.60
dryrsed	5660.95	1011.86	1533.28	240.00	121.31	12.40
dyshits	5735.03	1086.57	564.43	95.00	67.63	14.00
eaiewat	4201.60	637.71	231.14	32.00	3.08	1.40
ealfuic	2825.23	521.71	228.22	49.83	4.78	0.40
earious	6062.04	1114.00	967.92	105.00	375.85	22.40
earsern	5907.41	908.00	1105.92	171.50	163.78	14.60
earvies	9164.53	1701.57	1285.74	319.67	210.14	50.20
eastrly	5211.91	779.71	832.08	112.33	99.41	13.20
eathore	5196.00	773.71	828.76	73.83	155.07	7.80
eatrout	4411.97	687.43	558.06	68.33	130.42	9.40
eatshed	6774.96	1163.43	2003.10	282.83	145.98	27.60
eccidop	2331.62	330.71	266.70	23.50	35.65	1.00
echowes	5139.29	1062.00	638.84	174.00	54.96	3.00
eciched	5605.74	945.86	1970.92	274.33	275.39	44.20
ectrght	3127.03	379.57	456.06	18.17	225.00	3.00
ectugem	4527.76	714.43	426.88	32.33	1.50	1.20
edvance	3348.52	407.29	417.96	35.33	170.83	8.20
effated	5477.25	918.86	1901.72	288.17	397.94	56.60
efferen	4886.38	752.14	773.89	72.83	163.03	13.20
effflve	2439.48	364.29	224.92	28.33	34.35	5.40
effowal	1920.87	258.29	479.81	33.50	33.86	2.00
effuser	4245.46	763.14	924.89	173.67	78.23	13.60
elaning	7542.40	1052.00	3485.37	420.17	2001.16	218.40
elestes	6653.58	1298.43	1144.77	267.00	109.93	25.40
ematize	6270.03	832.14	612.83	84.50	54.90	8.80
emising	6860.53	960.14	3205.13	390.00	1790.88	208.20
enalled	6434.11	1110.00	1754.38	323.67	159.46	51.40
encatle	4531.48	593.71	662.77	83.50	23.32	8.20
endiace	4030.64	542.00	400.46	50.67	60.66	7.20
enieits	6651.25	1169.00	587.70	98.50	21.05	7.20
enifing	6718.61	948.57	3099.30	382.33	1715.27	204.20
enotant	6268.01	761.86	934.59	84.67	197.60	11.40
enothes	7467.71	1304.14	1685.21	246.00	744.06	31.00
enshaty	3787.17	530.57	513.49	62.33	4.14	2.60
equnier	6589.40	1138.14	1269.90	267.67	69.79	65.00
equsige	5087.95	712.29	433.48	59.17	48.93	5.40
evelaly	3901.73	561.71	634.54	90.50	43.67	1.40
evempls	3821.08	776.00	304.00	46.33	81.74	1.00
evetake	4356.87	547.14	372.25	32.17	57.91	2.80
evetiet	7804.51	1177.14	889.32	168.50	98.31	14.60
eviging	6438.82	922.57	3063.27	375.33	1779.05	210.40
evopore	4323.54	586.14	527.59	49.17	60.73	5.60
exaculs	4893.00	863.71	416.39	59.67	105.15	4.60
exadeal	4080.79	582.29	769.92	64.17	106.00	4.20
exagell	4116.97	601.29	490.80	47.50	96.07	3.20
exainss	5191.46	882.00	728.95	52.50	335.22	3.60
exandbo	2268.89	337.57	404.96	40.33	88.42	4.60
exangen	5351.21	837.71	791.97	74.50	236.69	11.40
exarden	5150.07	853.43	708.13	75.17	93.53	5.20
exarwal	2961.05	409.71	738.44	57.33	84.05	1.60
exasece	5000.06	658.29	787.04	50.00	78.13	2.40
exasion	5158.44	735.43	843.05	81.17	323.00	16.60
exavion	4771.61	672.14	716.33	56.17	312.05	14.00
excicts	4250.09	783.57	662.46	92.33	59.81	9.00
exckice	5106.65	682.86	661.66	83.50	94.06	14.60
exilion	4775.53	706.43	933.21	89.67	292.88	17.40
expoous	3829.61	752.71	581.38	51.17	191.90	15.80
exptosh	3637.76	442.57	458.31	48.00	57.62	4.60
facaurs	5860.16	1084.29	1106.42	140.33	280.77	6.80
faclisy	6355.21	977.14	747.81	95.50	81.21	5.80
factllf	4453.74	712.71	502.79	52.00	49.20	4.00
famaung	6075.00	868.29	1803.43	202.50	5.47	1.60
fanuser	5782.59	1105.14	1086.27	219.83	53.64	13.60
farhers	6975.93	1260.57	1321.61	260.50	409.42	100.40
fariese	6757.65	964.00	1222.15	143.17	93.25	17.00
fathaps	5202.40	991.14	705.87	59.50	199.23	8.40
fatping	7793.79	1156.43	3245.41	405.33	1763.09	213.60
fatrano	5250.53	822.14	475.49	82.33	27.33	10.20
fatwily	6188.17	955.71	843.43	116.50	43.69	21.40
feachen	7319.44	1059.57	1321.79	133.83	304.17	37.40
feanint	8896.64	1151.71	2556.33	284.50	297.45	22.40
feasist	7814.30	1006.00	1087.52	142.00	78.22	13.20
feciecs	7235.43	1119.86	750.49	50.17	109.72	2.80
feedens	8245.55	1312.14	636.52	109.33	131.07	19.40
felight	5085.77	594.57	701.63	45.00	331.47	9.40
feniger	7276.89	1118.00	1129.99	197.17	44.89	8.40
ferfour	5437.81	723.00	689.97	56.67	50.87	6.40
fiailly	5068.24	767.57	734.54	86.67	124.01	9.80
ficause	5136.61	633.29	1123.11	49.50	706.83	4.20
fictind	8416.05	1170.43	2295.82	275.33	373.78	32.80
fighong	5514.67	761.71	1895.97	222.33	54.47	7.00
figomum	2445.55	410.57	252.29	40.50	37.22	2.20
filking	7276.98	1061.00	3410.04	409.00	1997.54	222.80
fimmagh	3304.56	482.43	605.66	51.00	15.67	3.00
fimsses	6629.17	1316.57	1057.65	222.00	238.86	24.00
finened	6967.77	1143.86	1975.54	284.33	151.23	18.40
finfome	4120.48	626.43	375.70	58.00	84.69	6.00
finimed	6564.20	1124.57	1699.92	268.50	141.75	13.00
finnint	7420.45	1067.14	2292.38	282.67	356.75	31.80
firoust	5140.02	634.00	930.90	84.33	200.09	5.80
fiserde	4796.14	622.29	715.69	75.00	39.53	3.80
fisping	7472.15	1074.71	3338.91	406.00	1805.53	215.20
fisuger	5700.39	977.43	1256.37	195.00	40.63	8.00
fitiece	5835.17	778.43	808.54	63.00	18.40	2.40
fomplet	6185.93	1047.00	611.20	149.83	122.73	19.20
forturs	7450.53	1186.57	1159.77	173.50	265.79	22.80
fothove	4914.79	640.00	717.13	49.67	265.04	4.00
fouaush	4372.11	579.57	910.45	65.00	241.61	2.40
foubend	6654.81	1004.00	654.90	81.00	27.76	6.00
foussed	6535.04	1130.86	1886.08	280.00	209.12	21.60
fowetes	7423.12	1379.57	1254.67	263.00	154.56	15.40
freally	4635.34	679.14	997.06	115.67	348.19	21.40
frecine	7651.18	1045.43	2062.34	247.17	193.43	21.40
fredght	3695.94	484.43	675.84	49.83	253.36	9.40
friting	8494.38	1132.00	3963.25	451.50	2350.24	233.60
frittre	5923.48	789.57	863.44	79.83	264.61	12.20
froking	7658.86	1041.00	3629.41	421.17	2023.23	220.80
frotong	7116.75	887.14	2257.99	249.17	54.63	9.60
froving	7587.05	1010.86	3492.41	399.33	1807.20	204.20
frthwer	5654.57	907.00	979.41	153.83	1.27	0.80
fullant	5621.56	809.43	711.99	106.00	116.56	24.80
fumsier	7378.10	1284.29	1241.58	271.17	52.00	62.60
funoust	4338.10	597.43	778.85	77.50	16.81	4.40
fupplen	5190.61	949.14	661.03	135.67	103.92	13.00
fuspiss	6717.51	1221.29	560.18	92.17	36.74	5.40
futicay	4288.00	602.14	448.79	61.83	99.81	7.00
gallial	5425.55	920.71	1105.61	137.17	250.31	31.40
gambend	6123.03	1009.14	430.44	78.50	78.15	11.60
geameed	8511.87	1311.71	2052.93	260.67	12.58	4.00
geander	7083.45	1121.86	1451.91	221.67	83.36	22.40
gearits	8206.75	1369.29	1196.79	162.67	167.32	23.80
geaying	8532.38	1120.29	3500.48	391.33	1772.18	203.20
geeeced	7539.20	1136.29	1684.99	247.00	41.35	6.40
gefuger	6198.27	960.43	1156.61	173.67	48.38	8.40
gelicin	4548.41	599.14	639.11	58.50	74.97	7.00
gemsend	7537.25	1022.71	768.54	57.17	173.74	4.80
genkive	6752.37	922.57	718.71	81.67	129.19	12.80
gerbles	8262.12	1470.00	1256.63	300.67	170.93	61.20
gerrmes	8311.48	1443.14	1163.01	229.83	79.95	9.40
getched	7539.58	1124.29	2321.69	293.33	388.01	54.80
gheraps	4546.08	863.00	407.40	53.33	149.46	10.60
ghesion	5081.11	738.14	729.78	75.67	240.12	14.20
giching	7278.57	1000.00	3190.28	376.67	1894.93	203.60
glasern	4974.02	745.86	924.84	155.83	146.35	12.20
gonglle	4723.25	782.71	496.23	99.00	13.86	9.80
gorring	8523.36	1201.86	3492.02	429.50	1889.57	219.60
greaunt	5724.86	712.86	909.53	80.67	156.07	11.00
grieped	6435.17	1050.43	1894.90	273.50	176.37	22.40
griting	8290.49	1117.43	3996.02	459.00	2313.50	234.00
grituty	5004.62	650.29	909.40	82.83	183.01	7.60
groders	6229.18	1123.00	1333.38	258.33	460.99	108.60
grodlts	4933.05	978.29	786.28	128.17	85.32	8.60
grought	3801.99	446.57	1206.15	64.17	751.06	15.00
groults	5042.67	951.29	1007.65	123.00	174.53	11.00
hacaned	6837.45	1157.14	1858.96	272.83	85.59	15.80
harkies	9311.98	1732.14	1437.40	359.67	206.59	64.40
hatught	3992.78	547.86	782.53	57.67	455.39	7.80
heaning	9222.54	1190.86	3786.93	435.00	2032.23	220.20
hearain	5554.41	718.57	987.84	99.00	271.28	19.00
heciant	7190.40	836.71	891.90	78.50	93.28	13.80
hecllle	5904.48	762.00	750.69	78.00	12.02	3.40
hengier	8585.84	1368.14	1314.62	294.67	81.85	66.80
hervine	9124.63	1126.00	2226.34	247.83	285.60	21.60
hestege	7167.46	854.43	859.43	110.83	182.86	18.20
hethare	6413.00	760.14	946.79	71.83	48.18	3.80
hibunse	4270.70	558.14	609.81	31.17	20.03	1.80
hicauge	4746.99	565.57	919.45	37.83	234.10	1.20
higling	7286.95	1047.14	3546.81	404.67	1945.12	219.20
himmses	6276.90	1258.29	952.68	212.67	167.84	18.60
himsely	5128.57	747.57	1077.01	86.50	527.30	9.60
hindurs	5444.93	1019.14	966.29	161.00	58.17	9.20
hinever	6012.39	1008.71	1252.23	182.17	212.08	7.60
hinteng	7593.10	1020.14	2308.19	261.33	50.49	10.40
hirhoup	3906.78	522.43	583.09	39.83	119.50	1.60
hisires	7334.05	1361.14	1056.08	229.50	124.19	14.80
hispony	5529.40	772.14	650.89	59.00	83.73	5.80
histrah	4457.43	581.00	774.23	69.83	145.95	9.20
hittide	7154.45	927.43	1114.34	111.33	258.21	22.80
hitwins	8064.29	1311.29	2186.95	251.83	105.77	17.40
hoctoms	6076.22	1017.43	447.98	54.50	61.96	6.20
hoiauce	5231.23	669.86	585.33	34.83	21.76	1.20
hoithed	7726.94	1201.29	2428.72	279.83	493.94	27.00
homemps	4917.36	887.71	486.09	46.00	88.91	4.40
homsing	7873.44	1102.43	3507.96	400.17	1779.17	206.20
hongear	5103.46	830.00	602.70	82.17	70.82	9.60
honngem	5795.46	967.57	634.68	82.50	98.59	10.60
honting	8876.88	1214.71	3868.54	452.33	2126.90	231.60
hoteved	7123.07	1099.57	1871.64	243.33	148.57	6.60
houckey	5899.58	985.14	551.39	83.83	87.66	16.40
hourere	6017.71	888.14	1086.28	166.50	86.87	9.20
howared	6749.80	1084.29	1911.30	262.67	391.99	23.40
huinnst	4353.38	600.29	554.56	75.83	127.47	3.40
hunghes	6597.17	1327.14	1241.57	254.50	142.13	26.20
hunther	6584.88	1086.71	1748.87	223.00	752.73	21.00
hupoyed	5481.53	966.86	1489.80	220.33	30.54	5.00
hurmoly	4817.05	686.86	709.46	103.33	14.41	4.60
hursing	8175.29	1125.43	3461.67	418.17	1818.55	213.20
hurvers	6495.93	1137.00	1132.37	239.67	391.16	104.20
huslict	5688.22	836.86	733.34	83.50	39.78	5.40
