STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
croporiew	3421.23	1026.11	466.19	150.25	120.44	26.71
croposed	4671.30	1046.75	1522.83	260.86	207.66	26.33
crucateps	2862.04	1000.44	238.28	72.38	77.46	8.14
cruitude	3324.94	735.88	281.96	65.29	60.66	10.17
crysided	4761.33	1036.88	1373.78	221.86	181.06	17.50
cullination	1532.01	591.18	776.86	209.80	532.83	124.22
culnectood	1937.26	626.90	186.57	46.22	83.71	11.38
cultever	4113.77	986.00	671.00	126.00	194.72	9.50
cultinedly	1602.06	575.50	294.74	93.78	32.34	10.25
curgests	3435.33	1075.00	324.88	102.71	54.49	18.50
curgotted	3405.05	998.22	922.17	218.25	269.04	45.57
curioured	3058.24	941.22	813.38	200.38	132.35	31.43
curnition	3536.49	950.89	980.14	159.38	540.00	58.29
curprided	3288.42	983.78	761.46	187.12	84.10	18.71
currident	3105.25	948.89	632.54	103.25	283.43	28.14
curruition	2514.47	797.70	879.36	173.56	544.67	77.62
cursessor	2385.66	675.22	314.95	73.38	123.00	18.14
curverned	3456.44	992.78	909.55	213.12	137.11	24.71
curvisely	2666.38	806.67	405.12	105.12	72.70	15.29
cuspinded	3127.77	942.56	793.03	205.38	83.91	21.00
custroyer	2514.94	828.33	239.47	96.50	62.09	11.43
cybergrable	910.49	421.36	202.28	81.60	80.43	29.56
cycluding	3359.80	916.67	1086.46	324.50	647.30	176.86
cylitalight	593.08	342.73	65.45	41.60	25.38	12.56
cylitocally	786.14	413.27	176.26	92.80	66.51	29.78
cylivious	2455.76	868.67	332.39	62.25	128.97	23.00
danaishness	870.17	574.55	63.16	82.20	31.50	47.22
danderent	3100.31	960.00	767.51	139.75	372.82	38.57
dangarity	3097.44	956.78	420.24	135.12	161.73	33.71
danguage	2717.61	733.38	291.68	74.14	135.87	14.67
daniating	4080.94	1179.44	1458.02	421.75	699.32	219.29
dantemptive	1219.32	535.00	324.32	110.10	78.58	17.78
daughtly	2750.70	708.50	560.51	85.86	219.25	12.50
dauntical	2023.39	611.78	553.60	77.88	264.88	19.29
debuilated	1852.95	798.50	463.77	224.44	127.98	82.25
decepling	4128.70	1139.44	1316.16	399.75	618.44	194.57
decepting	4491.41	1165.44	1578.65	425.00	656.09	206.57
deceptly	3591.73	776.12	735.70	120.57	196.33	14.83
decharatress	491.58	390.67	86.38	77.00	23.01	24.10
dechesses	3633.06	1185.89	770.46	243.62	182.76	48.86
deciance	3901.99	788.62	675.90	103.57	272.91	21.67
deciders	4124.36	1218.25	617.33	213.43	220.83	87.00
decluente	2694.04	743.00	513.89	121.50	113.06	16.86
decoming	4777.02	1176.50	1874.27	447.14	1003.69	225.33
deconding	3846.13	1049.22	1312.19	384.00	647.54	186.57
decorming	3938.57	1077.22	1308.94	378.12	595.47	178.86
decortion	3722.64	927.78	1211.70	189.88	591.55	60.57
decounal	3105.83	642.50	692.66	95.43	210.23	16.17
decupaneous	803.58	513.64	113.87	53.80	23.53	12.56
defecessary	879.91	429.45	120.42	50.20	33.69	9.22
defecter	4403.29	1007.25	861.60	193.43	234.24	24.33
defention	3913.84	920.78	1162.03	191.50	623.29	67.29
deferatute	2164.59	686.70	494.52	147.00	97.94	22.88
deferpts	3781.96	1062.12	552.97	138.14	47.37	10.00
deficaling	2357.47	868.80	641.43	300.78	313.80	147.00
deficassion	1169.11	498.82	384.48	101.30	175.72	40.67
deficulate	1464.63	533.70	217.92	87.00	72.66	26.88
deficulous	1582.03	713.20	259.48	81.22	92.36	24.75
deflenely	3103.66	847.44	569.58	168.62	65.22	19.57
deflescents	967.40	547.18	194.51	88.40	70.91	28.67
defluding	3723.56	1001.00	1226.52	363.62	652.03	181.86
deforman	2882.20	627.12	385.42	95.71	70.43	20.50
degaretic	2077.82	627.44	309.78	92.38	55.23	15.14
degislation	1506.01	609.55	768.68	213.00	505.03	119.78
degressithy	850.21	456.00	134.50	57.90	30.85	11.44
dehabilitely	644.36	355.75	137.61	78.09	23.59	12.60
dejecially	1974.77	684.90	487.50	128.78	202.87	28.62
delanced	4830.98	1103.88	1425.56	256.57	134.83	18.33
delathelming	532.59	366.92	117.60	105.45	65.56	49.10
delathioning	548.74	408.75	121.60	117.64	63.87	55.90
delatication	767.96	386.17	403.92	135.82	275.02	74.50
delationally	615.85	339.58	235.63	96.55	124.30	32.30
delationship	393.25	225.08	144.85	37.55	105.69	9.60
delationsion	638.35	335.83	268.80	70.64	159.26	26.70
delatitioned	514.78	321.00	150.99	64.55	67.46	9.60
delatituents	540.63	339.17	147.85	54.09	81.32	14.50
delatization	765.01	375.58	427.26	131.82	303.38	72.60
delatizatory	635.78	341.42	182.33	66.18	75.91	14.60
delatructure	530.15	280.00	102.33	32.64	54.65	6.80
delaxating	2476.70	903.50	943.64	372.33	411.01	195.00
delegroons	2137.64	923.80	279.62	104.78	101.48	29.88
delephons	3604.88	1134.89	485.94	122.88	181.89	27.29
delesprous	1783.36	793.20	270.71	90.33	87.19	26.62
deliculture	894.34	425.82	138.75	51.60	53.83	11.89
delignes	5215.11	1371.12	855.00	253.71	133.26	20.33
delitimer	3266.23	935.78	671.06	141.88	223.33	11.71
delodthetian	595.23	333.00	158.87	67.55	16.16	6.30
delonstative	628.46	359.75	247.52	104.09	107.67	40.60
deluctured	1744.37	672.40	444.87	142.44	86.38	18.38
demainess	3201.93	1163.78	402.59	234.00	139.85	107.43
demartance	1965.58	650.00	469.20	97.78	215.82	26.00
dememately	2298.28	749.60	535.28	157.33	130.04	17.12
dememonart	1511.88	568.10	175.95	60.44	40.81	5.75
demicious	3158.29	1012.56	502.92	113.50	160.77	33.29
deminclusion	567.47	306.08	184.86	62.73	92.48	25.00
democatute	1845.66	620.80	314.15	105.56	53.57	9.62
demoncionity	575.18	373.00	61.94	50.09	24.55	16.70
demonstersen	419.36	297.67	42.50	43.18	18.31	10.00
demonvemence	394.81	213.42	129.56	45.64	77.65	18.40
demortant	3513.92	906.67	724.84	119.62	274.40	21.00
dempanded	3335.21	930.44	887.62	214.12	113.07	25.14
demparation	1602.43	616.45	823.86	227.00	525.13	124.67
dempassion	2246.94	666.30	893.63	138.33	465.37	54.12
dempribility	590.79	357.75	72.38	44.36	30.82	16.10
demystegrate	351.62	233.33	44.04	35.18	10.17	8.10
denihiation	1609.02	651.18	767.21	212.70	493.20	115.00
densummed	3094.71	865.22	841.87	192.50	30.24	7.14
deparation	2769.03	804.40	1137.32	237.56	704.34	116.88
deparche	3170.55	690.25	276.87	66.57	52.61	8.00
depardatic	1538.13	556.90	296.73	108.78	106.16	15.50
deparkable	1856.28	616.40	408.00	106.56	230.71	46.12
departable	2071.56	675.90	468.72	121.56	254.57	50.62
depaticular	732.52	365.82	127.75	58.10	29.95	10.44
depatiormed	879.30	508.45	212.06	104.80	22.69	10.00
depected	5192.26	1114.50	1627.69	283.43	356.51	48.67
deplamently	951.28	473.09	256.82	107.00	66.35	22.22
depleciently	601.47	357.17	163.51	78.82	42.92	14.00
depordies	4269.48	1374.67	778.96	255.00	220.26	40.00
deposion	3966.26	920.12	751.47	113.57	345.79	30.33
deprectional	497.85	259.33	139.48	50.73	69.76	15.00
deprement	3344.15	918.33	831.20	121.62	362.86	37.00
depreotered	921.36	512.45	223.35	99.90	40.10	17.11
deprightence	461.98	243.33	109.33	44.55	49.28	13.30
deprovent	2969.58	862.00	639.18	110.25	231.64	27.14
deproxiately	663.26	394.50	214.82	106.00	32.58	16.70
depteship	2205.52	602.33	353.77	93.62	46.74	8.71
derizonize	1845.76	718.10	164.46	88.00	14.43	16.75
dershphetic	575.40	326.27	113.11	52.50	21.70	7.89
descovering	1303.57	611.09	359.11	200.60	163.94	92.44
desemate	3859.79	851.62	573.88	130.71	158.11	35.33
desendence	1814.74	584.60	500.53	109.56	226.94	33.38
desentional	1023.97	442.18	275.30	78.00	124.87	18.33
desimentate	1108.60	484.00	179.82	70.60	57.15	21.00
desineerits	1326.63	711.18	246.12	97.50	56.36	13.44
desinically	1043.91	504.73	283.26	127.00	99.85	41.78
desisious	3125.27	1058.67	553.80	123.50	201.27	35.57
desistive	3737.04	976.00	799.22	172.88	229.58	36.86
desociation	1657.65	639.64	812.96	215.00	527.97	117.67
desocrate	2825.74	826.22	424.84	140.38	150.19	43.29
desolution	2434.76	743.00	978.92	188.33	562.27	72.50
desperners	1997.47	908.90	352.16	167.56	81.75	45.50
despervation	778.90	389.25	408.57	133.91	278.27	71.10
despited	5326.09	1159.12	1561.59	293.43	276.45	50.33
despletent	2239.55	772.00	574.94	116.22	234.42	29.00
desplity	4345.37	1054.88	698.63	166.86	200.41	33.00
desponry	3556.86	763.12	537.58	99.29	79.00	11.67
dessibility	1332.76	582.18	249.57	73.40	130.26	24.89
destemplance	526.58	272.75	124.43	49.82	45.33	14.10
desticular	1459.02	531.80	365.52	96.44	160.91	17.50
destimented	1085.06	571.55	359.71	151.60	119.53	36.67
destinately	1490.87	621.91	533.04	174.20	193.19	33.22
destioned	3496.19	1047.11	1042.68	252.38	209.85	41.71
destmouse	2280.89	729.22	320.90	98.88	73.29	19.86
destortion	2542.92	800.10	995.94	209.33	550.28	78.38
destralingly	566.03	352.50	180.65	97.73	50.53	25.70
destrously	1721.71	616.00	409.62	144.33	86.49	34.88
destured	5133.59	1131.38	1799.61	311.71	393.86	65.17
desuations	2188.84	970.30	381.22	138.22	189.34	56.75
detaings	4270.25	1131.62	543.79	129.14	187.90	45.00
detaping	4972.81	1231.50	1782.84	452.86	932.55	224.83
detation	4486.53	1023.12	1075.94	178.71	488.66	49.17
deterehand	2263.12	763.00	446.82	112.22	115.19	21.12
deteriater	2284.24	899.70	578.51	228.33	170.37	72.25
detersence	2103.86	634.20	674.82	135.78	293.92	43.12
dethdrable	1624.75	616.10	364.74	119.78	169.75	46.50
dethemation	1567.60	617.09	767.46	214.60	494.95	116.11
detrifies	4376.90	1446.33	651.19	271.25	179.22	65.14
dettentence	998.65	447.45	189.00	79.40	58.57	21.44
detticully	1762.53	621.70	515.89	146.56	178.23	26.62
dettlemency	874.21	418.55	160.45	69.40	49.87	21.44
devangement	948.62	424.09	312.37	61.30	191.75	22.44
develerated	1036.42	578.73	332.30	166.80	148.01	61.22
develligance	483.83	274.83	122.56	36.55	67.04	9.70
devellinate	1073.54	480.64	224.10	79.20	109.72	22.00
devellisher	926.71	497.27	206.51	74.60	106.84	12.22
develliture	1142.82	490.00	235.36	62.30	107.05	10.56
devellizing	1344.67	633.18	340.10	191.60	183.33	95.00
devemble	3451.49	710.88	674.66	102.00	255.36	22.67
devemence	2687.78	694.00	491.94	107.50	213.27	29.71
deventaries	1535.89	820.36	284.42	165.00	113.96	44.78
devention	3864.67	918.33	1184.43	193.25	646.81	65.86
devenuously	886.44	445.91	237.06	117.10	70.62	37.78
deveramme	2819.82	735.78	477.50	114.25	126.75	20.57
deverestic	1741.51	569.40	459.98	111.67	134.38	21.38
deverferily	1380.62	593.00	339.25	124.80	94.52	12.67
deverionate	1133.40	500.45	281.77	95.70	113.38	23.67
devermention	727.81	381.00	341.83	119.00	203.13	47.40
devernment	2292.18	696.00	855.51	117.33	509.84	36.50
deverous	3777.70	1077.62	560.61	128.00	132.92	29.67
deverratial	1597.64	636.09	660.80	199.10	253.33	65.67
devespeaging	581.76	406.17	103.20	108.27	48.02	48.50
deviroacial	1231.93	519.18	170.99	56.00	52.27	8.67
devolations	1157.58	659.18	319.01	140.80	204.69	80.33
devolvery	2356.50	691.89	370.79	103.38	51.42	10.14
diabohydrapy	264.21	190.58	29.43	17.91	2.52	1.80
dialysis	2719.15	937.25	229.17	48.00	67.08	6.50
diamples	3984.64	1279.38	588.03	243.57	76.14	32.17
diciologated	449.75	317.17	113.01	88.91	43.24	34.20
dictituation	793.00	381.50	400.16	133.00	253.54	69.60
diffected	3121.41	857.44	1284.68	232.00	536.68	49.14
diffection	2302.48	677.60	1047.28	186.67	651.97	80.75
diffendes	3222.78	1083.89	797.31	212.00	267.37	18.29
differatic	1267.43	513.20	371.98	129.22	125.12	20.50
differation	1469.64	576.18	800.96	225.30	538.58	122.56
differdal	2047.80	514.00	704.52	93.00	310.14	6.43
differenes	1989.02	886.80	587.08	203.89	141.34	15.25
differents	1719.01	744.00	439.84	119.67	175.03	25.75
differlates	933.45	636.55	214.69	171.40	64.63	45.67
differned	3261.14	888.89	1198.91	217.12	401.14	21.14
differner	2832.01	810.00	708.12	137.00	336.19	11.14
differred	3113.06	872.00	1168.13	219.75	351.18	23.86
differves	3190.96	1068.67	845.14	214.88	314.99	13.14
diffeseful	1194.57	370.80	254.30	50.56	75.18	6.00
diffesses	3231.77	1073.11	893.96	220.25	382.30	44.29
diffessful	1218.16	367.40	339.74	57.67	157.69	11.88
diffested	3203.39	880.22	1288.32	244.25	482.01	49.71
diffestents	869.15	509.55	205.78	86.20	90.01	26.22
difficade	2165.38	614.44	439.28	69.50	238.76	10.86
diffically	1554.73	560.10	498.52	141.33	201.25	39.88
difficaph	1647.71	489.56	433.45	62.88	243.58	10.71
difficast	2038.46	632.33	483.93	102.50	252.05	10.14
difficastion	677.71	327.92	347.62	103.73	204.53	44.20
difficate	2329.01	675.44	552.08	119.25	295.25	40.86
diffications	596.67	417.50	261.92	122.82	184.29	81.60
difficatured	448.82	277.08	159.41	68.18	49.71	9.10
difficilders	461.74	329.08	103.52	56.64	43.08	19.70
difficularly	563.66	267.58	244.99	70.73	139.94	5.50
difficulated	484.29	284.50	200.23	88.27	121.48	34.60
difficule	2260.39	601.00	523.75	71.50	278.21	5.14
difficuls	2437.46	837.78	487.58	70.00	278.13	6.29
difficultion	688.85	308.58	380.57	102.27	245.71	42.20
difficulum	1010.51	360.80	265.58	57.78	127.87	3.75
difficurable	522.68	253.58	172.35	55.18	99.21	20.50
difficutions	590.22	396.33	252.27	106.73	174.22	63.30
diffidilar	1153.39	430.20	223.14	46.44	85.34	5.12
diffidined	1710.89	666.50	471.54	142.00	120.41	16.25
diffilion	2882.89	783.22	903.68	131.50	466.47	35.57
diffiremence	437.00	204.67	149.46	42.55	89.99	14.70
diffiring	3680.41	1028.89	1426.72	383.62	782.87	194.57
diffitable	1618.29	569.70	431.61	110.33	220.73	46.62
difforted	2994.87	868.67	1165.53	234.62	389.30	45.00
dignathed	2989.37	871.44	882.28	205.75	39.23	14.14
diministed	1891.28	753.80	496.18	202.89	115.77	43.88
diplanence	1520.00	506.20	433.26	94.89	196.56	25.62
dirching	4497.46	1189.50	1897.39	449.86	1092.57	234.50
dircrase	3200.54	855.50	414.25	78.57	89.50	4.83
dircrith	3650.82	959.88	523.49	108.86	98.04	8.33
diredition	2543.79	798.60	955.92	201.56	545.65	79.12
direement	3501.72	974.11	798.60	113.12	362.30	33.86
direfuled	3094.44	917.44	910.99	212.88	129.72	26.00
diressals	3154.01	1075.89	427.46	94.88	141.86	17.86
direstry	3388.16	824.88	533.10	103.57	175.40	17.50
dirgined	4969.33	1135.12	1553.33	267.86	308.45	34.67
dirlialist	1919.34	744.20	233.81	105.00	72.48	18.50
dirtaign	3899.41	998.00	341.17	71.57	84.26	6.17
dirticiews	1784.15	858.70	250.02	87.44	81.97	12.75
dirtrable	2686.68	798.78	518.33	121.88	158.92	36.71
dirturize	3228.63	927.22	480.11	128.00	86.49	24.29
disagonmence	353.93	193.08	138.14	55.91	80.95	27.50
disapatuence	399.53	210.83	133.89	55.91	71.30	24.40
disaphrophs	607.27	429.91	103.42	54.10	54.09	21.56
disaphydrary	328.95	211.67	72.08	42.55	40.30	17.90
disaphysible	410.55	251.83	95.55	55.91	53.10	26.70
disaphysing	1000.52	509.00	285.14	185.90	157.90	96.44
disapicuist	967.87	455.73	132.69	73.50	58.20	25.78
disapionship	370.40	205.67	132.12	48.55	90.92	21.90
disappeade	1150.53	463.00	151.96	67.67	65.37	27.38
disappeaded	778.77	457.55	201.17	99.50	68.69	25.00
disappeaking	552.59	374.58	116.43	119.64	66.46	62.60
disappeal	1778.36	583.22	377.53	85.00	74.30	24.43
disappeares	889.34	597.09	170.45	124.70	73.99	22.33
disappeary	1218.78	488.60	179.01	75.78	74.74	28.38
disappeasm	951.00	432.90	167.63	70.33	68.67	25.88
disappecting	635.57	395.50	254.63	162.45	102.57	81.90
disapporable	488.75	272.33	140.16	72.73	87.97	36.00
disappressly	452.49	286.42	146.32	94.45	41.60	33.50
disappround	737.76	384.55	117.33	50.40	67.16	21.67
disarchment	955.95	434.55	299.81	78.00	185.23	36.11
disarration	1612.17	629.00	803.19	235.40	545.40	138.67
disartunard	841.95	408.73	151.24	62.80	73.49	22.56
disasional	1411.15	514.00	310.28	92.00	113.82	32.88
disasionally	602.58	330.58	230.46	108.27	117.39	44.40
disasionshic	375.48	219.50	134.63	52.64	88.06	21.20
disbehetcher	394.13	269.00	56.42	45.27	22.71	17.40
dischcring	2021.34	806.30	673.54	318.22	351.16	164.38
dischstand	1872.21	664.20	333.85	96.78	166.39	33.25
discialisis	868.96	554.00	140.61	73.70	72.60	29.44
discinative	1487.70	589.55	617.12	191.40	317.18	91.11
discinature	1178.96	478.45	391.10	118.40	152.66	36.56
discintedge	828.95	362.36	167.54	65.90	63.00	24.11
disclutely	1825.97	638.30	502.54	133.33	209.39	37.62
discomably	1476.13	578.80	527.01	167.22	201.34	59.25
discomence	1397.62	499.00	514.47	118.33	305.30	56.75
discomissing	501.22	384.17	123.78	129.91	63.66	67.70
discomiting	1465.01	658.18	535.41	270.80	215.05	136.44
discouraphs	782.11	500.18	140.40	77.10	68.69	32.00
discovere	2332.66	725.78	479.59	117.50	127.90	31.86
discredly	2281.75	648.22	551.97	125.88	106.99	32.43
discreging	2255.63	836.50	642.87	295.44	332.13	153.38
discrible	2632.07	743.44	471.68	117.12	188.21	40.86
discriences	1109.80	664.73	262.29	147.90	123.74	37.67
discrionity	1266.02	588.64	242.30	94.20	115.70	41.00
discrions	3425.57	1162.44	618.59	151.75	268.57	56.14
discriories	1345.02	773.09	260.25	174.00	97.21	54.33
discular	2388.60	617.50	293.60	77.71	116.62	25.33
disculating	1470.19	671.27	682.25	312.20	353.64	180.00
disculative	1335.97	563.27	558.35	188.70	282.15	91.78
discultably	863.43	440.55	281.31	133.40	102.14	46.00
disculthy	1987.30	603.44	298.98	76.88	96.32	27.00
discurnes	3262.62	1136.00	682.18	230.25	119.08	35.14
discusibly	1574.95	570.50	514.71	154.00	173.85	42.50
discussful	1172.58	385.60	323.05	82.11	155.52	32.50
discussity	1985.70	679.70	508.68	116.56	266.18	49.88
discutee	4118.24	981.25	508.26	124.86	118.26	24.00
discuties	4222.82	1364.11	1014.69	306.12	240.57	61.86
disdaination	707.54	363.00	382.28	141.45	261.33	83.00
disebody	2697.22	665.88	324.22	77.43	114.71	19.83
disencizing	1285.73	619.91	296.06	205.90	150.01	109.56
disewhers	2881.16	1000.00	523.25	154.75	214.85	64.14
disfortive	2066.06	703.00	542.43	155.33	163.13	42.88
disgually	2200.52	643.78	614.08	137.00	230.38	46.00
disgusiaring	535.05	393.67	122.99	132.00	60.94	64.80
dishbiting	2345.70	865.20	904.20	369.22	393.38	190.00
disherity	3322.72	939.44	713.60	185.25	228.18	70.14
dishotted	3233.32	946.78	1079.53	259.38	303.30	64.86
dishusively	900.79	432.27	233.97	112.30	94.20	36.67
disightfully	430.77	261.83	160.69	88.45	59.38	32.50
disimilizing	543.71	387.67	114.44	135.18	57.13	74.10
disingements	475.53	317.50	146.27	68.27	88.85	32.60
dislinal	3269.29	685.75	832.14	125.00	262.48	27.67
dismanitter	1041.41	533.18	190.36	116.10	49.87	27.22
dismension	2251.28	685.10	826.68	156.78	432.42	68.88
disnaged	4399.11	1024.12	1302.14	243.14	124.83	32.67
dispenticies	640.59	465.08	138.39	105.82	58.67	34.30
dispentratic	438.22	262.00	129.49	75.45	61.43	27.70
disperation	1576.75	620.55	852.11	249.30	563.13	141.11
dispicultive	631.01	321.67	246.36	87.45	93.45	22.90
dispiners	2891.39	1080.22	604.61	216.75	198.16	89.71
displerative	599.08	361.83	271.89	133.91	129.60	60.30
displigical	711.07	340.00	171.59	75.00	60.20	30.33
disponsions	1118.13	623.45	316.35	128.10	192.60	67.78
disprials	2959.96	1048.00	425.11	116.12	131.24	35.29
dissationity	577.40	378.00	84.14	67.45	41.47	29.70
dissatorated	478.02	331.33	141.10	105.73	67.31	48.40
dissequences	541.97	379.75	141.24	89.73	67.30	24.40
dissersatory	681.60	354.25	197.28	83.18	72.43	25.70
dissersity	2175.22	756.60	512.95	130.89	198.90	45.62
dissical	2882.73	636.88	870.05	107.86	334.48	31.67
dissideraphy	498.07	262.25	117.75	51.27	69.55	21.70
dissiderated	533.18	324.50	186.94	106.91	113.44	50.50
dissideried	1179.58	590.73	282.00	138.90	83.71	35.89
dissistrable	560.84	295.00	151.80	74.82	85.39	37.30
distaces	4658.25	1342.88	814.71	263.00	234.60	38.83
distaged	4564.24	1067.38	1478.77	278.29	225.99	44.17
distaingly	1536.25	632.30	413.01	172.78	102.22	54.38
distauries	2248.51	1070.80	499.90	247.89	145.98	61.12
distaurite	1838.09	720.40	344.32	139.22	97.39	34.25
distecions	2158.06	972.30	437.48	159.33	206.69	65.50
distentment	1069.66	478.00	348.78	96.70	204.28	42.33
distical	3024.69	684.50	846.51	141.14	303.41	39.17
disticaties	1623.15	852.27	616.92	281.50	265.37	110.33
disticatived	529.27	348.25	230.94	114.45	93.74	41.40
disticutally	657.54	336.58	276.25	114.36	125.75	44.90
distifying	2048.33	794.40	676.33	316.78	333.61	166.62
distilles	3244.60	1222.22	728.09	272.88	132.97	55.29
distimining	1362.33	645.91	362.93	224.40	184.98	107.11
distitaken	1887.46	736.50	326.98	115.22	97.08	36.62
distitutions	649.70	447.75	261.10	131.64	175.91	78.00
distomic	2259.06	572.00	536.94	106.71	217.08	24.00
distoricans	1144.66	633.36	259.73	106.50	88.81	29.11
distractural	407.97	235.33	143.31	63.64	59.85	23.90
distrated	3362.78	1027.22	1268.93	329.88	378.15	112.29
distribring	1286.20	608.00	380.00	219.40	187.63	105.67
distriency	1812.39	609.30	509.95	131.00	241.44	48.38
distrimanced	506.38	338.58	140.61	80.91	53.88	24.30
distrishnity	625.01	366.58	113.92	67.00	56.49	27.00
distrology	1467.70	543.90	288.24	93.44	145.42	37.38
distroused	1701.82	693.80	480.23	187.11	116.72	46.75
distructing	1452.15	651.55	575.41	273.40	249.44	134.44
disturced	3085.31	908.22	974.96	227.00	139.10	33.29
disturratere	559.34	341.17	169.81	99.09	48.72	28.00
disultial	2976.62	806.33	781.20	157.75	141.42	28.00
diviable	3158.34	695.25	530.81	97.29	229.01	34.83
divilies	5573.16	1597.88	729.92	325.14	174.03	53.67
divolved	4053.67	964.38	1418.58	219.14	219.05	12.67
docietion	4051.38	957.33	929.45	146.62	531.18	53.00
domething	4479.35	1100.78	1657.30	355.00	1109.11	178.43
dondiedge	2475.35	687.22	332.59	74.00	93.66	6.86
doodwing	4601.59	1165.38	1617.19	411.29	883.64	215.00
dookwast	2499.49	727.75	184.13	110.43	17.15	7.00
doothete	3726.95	941.00	386.56	105.14	84.31	16.17
doughtly	2990.63	701.75	600.41	99.43	177.32	14.67
doundity	3987.41	985.50	547.30	115.86	203.45	36.67
dountion	4069.30	975.38	985.59	155.57	496.21	47.83
dourcing	4770.40	1215.25	1774.50	426.43	936.74	216.67
doweratied	2945.44	993.50	905.57	268.44	209.73	63.00
doweration	2800.28	800.80	1139.04	230.78	657.48	115.75
dowervists	1894.49	802.90	280.88	90.33	48.94	20.25
downslance	1512.23	551.40	280.78	65.89	159.55	22.50
downstancy	1679.03	563.80	285.81	72.89	96.84	20.00
downwary	2642.63	675.25	262.28	63.00	82.41	13.50
draching	4605.97	1181.12	1901.44	463.14	1119.06	241.50
drailderated	486.37	323.67	139.95	84.73	72.07	35.70
drailizative	666.44	355.33	253.33	93.27	134.51	39.90
drairman	3284.26	699.25	316.26	85.43	86.53	19.17
dranquartely	579.69	333.33	139.85	70.27	42.72	14.40
dranscourism	411.44	279.08	43.32	40.73	21.13	14.30
dransfaction	669.71	350.92	328.23	103.00	216.54	54.20
drastled	4767.46	1110.88	1330.56	280.29	100.28	37.33
dravoked	4206.35	966.62	1163.08	217.00	38.91	12.00
dreasion	4053.01	935.25	867.91	127.57	394.80	39.00
dreattion	3464.42	860.11	994.35	170.62	527.25	56.29
dresible	3603.04	763.00	789.78	103.14	372.79	27.67
drestelf	3243.08	788.50	501.83	107.14	139.65	19.17
drevived	4735.34	1006.25	1483.75	228.43	186.20	13.67
driently	3669.38	790.62	666.60	126.43	176.01	18.50
drildren	4192.61	918.75	930.59	108.57	479.83	5.83
dritcher	3967.15	948.25	668.04	171.57	170.60	33.17
drowbals	3133.10	981.88	345.87	93.43	33.02	18.00
dumineences	930.18	612.27	158.62	109.90	64.03	17.11
durrican	3117.53	716.12	516.15	91.86	240.18	15.33
durrievity	1986.74	738.50	141.65	55.56	61.24	16.75
dwelized	4279.66	945.25	1153.81	197.86	82.91	10.33
dyndence	2785.79	586.25	660.98	72.57	350.93	20.83
eardwing	4477.47	1187.00	1662.47	429.57	890.09	215.83
earniver	4273.73	1046.50	650.13	149.57	119.45	13.83
earrices	5021.94	1438.88	774.56	250.43	200.80	28.50
eccasionally	572.49	296.75	205.56	82.64	105.39	29.80
eccidetrable	460.58	260.67	110.14	43.82	65.69	21.00
econoval	2274.10	435.88	430.42	39.57	128.29	2.67
econoved	4113.26	863.62	1323.45	191.86	233.26	8.17
econowledged	276.32	225.17	51.81	33.09	16.74	2.80
econowlestic	247.50	179.92	29.83	22.36	18.32	7.60
ecstetuality	644.88	354.33	57.00	38.55	15.01	15.00
edgetion	3721.01	793.62	904.60	116.86	470.56	34.33
educarity	2853.05	789.67	458.79	107.00	229.17	29.29
educathying	973.33	462.73	220.85	150.50	126.98	78.78
educatian	2889.70	725.56	639.80	123.00	288.75	29.86
educaties	3960.69	1266.44	944.72	271.25	368.77	57.29
educationed	829.15	425.45	224.77	79.70	82.11	13.67
educative	3002.73	763.44	691.50	116.38	361.42	38.29
educatively	862.29	388.45	224.36	84.60	92.19	23.00
educatory	2312.21	596.11	399.23	77.00	170.03	19.43
effealist	2927.11	819.11	317.07	126.50	115.99	23.43
effectant	3040.74	727.56	623.49	84.12	252.91	22.29
effegorcock	533.65	247.55	20.73	16.60	10.13	4.56
effegrarial	1099.69	450.45	175.41	67.80	48.72	18.67
effensent	2897.28	737.56	648.69	78.62	273.68	23.00
effention	3324.94	739.89	1060.65	154.12	635.20	61.43
efferalists	954.90	544.73	180.29	92.70	45.41	26.00
effernment	1983.35	567.60	715.68	89.56	451.75	33.50
effervies	3955.17	1222.11	639.18	230.88	169.65	35.71
efficiers	2671.81	915.22	363.30	138.62	155.15	47.43
effiniques	1613.03	758.40	274.80	142.78	59.72	9.38
effinished	1631.70	593.10	368.87	129.78	61.31	21.62
eighteracy	1290.26	482.30	119.23	67.33	43.30	23.25
elabilion	2683.51	781.22	629.31	119.38	292.70	34.14
elasoling	3270.57	1003.67	1093.48	374.25	569.48	189.29
eleaking	4408.86	1100.88	1826.03	429.43	1053.76	235.50
eleastution	1233.56	481.09	563.05	153.70	339.42	69.78
eleathed	4602.55	1008.88	1505.13	245.29	250.87	26.33
eleception	2303.80	659.30	869.41	156.89	521.06	68.50
eleciavelly	769.28	368.82	174.93	74.10	59.75	15.67
elecking	4228.82	1063.50	1764.92	430.57	1018.99	234.33
electiories	1166.11	712.64	202.00	142.90	67.31	37.78
electorces	1641.29	821.90	268.65	146.11	42.89	12.12
electrited	1787.95	729.60	401.79	173.11	107.79	37.75
electructed	742.09	430.18	205.42	99.50	72.14	24.89
electryside	911.05	411.45	89.16	24.70	45.38	5.22
electuared	1632.92	652.00	359.25	115.11	84.25	12.88
