STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
addingerater	389.94	260.75	96.35	66.36	45.80	27.10
addisfaction	633.92	313.67	319.18	92.73	207.82	46.10
addittence	1530.07	459.50	427.67	74.44	219.32	25.50
addreasity	2135.99	696.00	345.90	69.22	114.03	16.75
addreassed	1832.69	667.70	374.06	129.00	50.21	13.38
addrening	3610.63	1004.33	1267.74	363.88	635.67	185.14
adeolled	4258.38	961.62	1247.49	235.43	109.20	32.50
adjecities	2660.03	1063.10	668.84	246.33	154.75	44.25
adjorded	3999.29	820.38	1323.58	211.43	147.58	16.00
adjoyment	2053.62	584.44	532.42	62.00	271.54	25.43
adjundents	1292.06	585.60	251.21	80.44	75.08	26.75
adjuntences	798.38	530.82	156.64	109.20	58.87	17.00
adminess	3611.72	1067.00	609.83	185.71	312.75	74.17
admirally	2381.64	610.33	514.72	117.12	199.26	27.71
admisforable	450.15	247.08	104.91	46.18	63.09	21.10
admossiber	1500.37	570.50	159.51	54.56	59.89	7.12
adolection	2273.09	667.70	958.63	172.33	623.23	81.50
adolessions	945.40	580.18	230.23	97.30	149.66	57.56
adoletation	1430.97	558.82	720.38	197.90	479.16	116.44
adolorately	1174.62	514.82	388.05	137.50	120.23	22.89
adopping	4176.87	996.38	1690.66	419.57	953.09	231.50
advangely	1908.98	553.89	378.08	90.25	90.78	13.43
advanists	2310.65	841.33	263.51	98.38	86.71	30.14
advanitute	1521.68	497.00	175.50	59.78	45.15	8.12
advareters	1947.82	783.10	294.46	105.11	98.21	41.75
advelesting	1356.79	593.00	503.74	232.60	184.22	109.67
advellition	1413.27	531.82	638.94	164.80	394.87	79.89
advelopment	900.94	355.27	334.21	43.80	250.35	19.89
adventional	798.71	323.18	222.24	54.00	112.89	16.56
adveripting	1485.26	613.36	560.00	248.10	186.59	109.56
adverlisy	3004.18	842.22	383.19	117.62	57.08	17.00
advermically	553.03	311.92	207.98	110.82	91.84	48.60
advocater	2290.89	716.89	453.95	165.38	119.76	52.43
advolable	1954.14	543.89	267.66	75.12	147.58	31.71
aescussed	3269.31	915.11	880.05	196.00	178.33	22.86
affensive	3089.43	746.89	454.55	73.62	202.60	22.14
afficily	3765.65	798.62	550.04	102.86	112.83	21.83
afghpicions	913.09	532.00	199.46	89.00	122.00	47.22
afrightful	1132.39	376.00	70.78	23.00	30.48	6.00
aftegially	1775.89	607.30	408.63	111.89	164.43	27.88
aftending	3675.79	962.00	1299.26	360.62	707.98	185.57
afterently	1844.21	640.50	572.10	146.56	176.45	35.25
afterience	1894.75	567.10	636.73	113.56	336.88	39.75
afternment	2059.03	619.00	768.96	99.78	505.04	43.38
aftertans	3693.05	1121.00	636.93	130.38	249.33	30.29
aftessible	1747.20	561.90	300.51	82.89	140.46	27.50
agenever	3769.94	799.50	596.14	103.29	163.94	6.67
aggracting	2206.44	785.00	829.04	324.56	394.23	171.88
aggreasion	2180.94	643.20	752.01	109.11	416.59	47.50
aggreasity	2060.42	688.80	337.07	68.11	122.73	19.88
aggredized	1598.71	630.40	363.78	133.89	71.72	32.75
aggresting	2429.24	813.50	904.63	335.33	368.31	171.25
agnoeurance	785.54	370.18	116.07	46.40	56.95	15.44
agriciality	1189.19	546.27	188.24	57.90	103.44	21.78
agriculates	827.86	602.18	160.20	152.60	59.28	47.22
agriculatial	587.93	304.33	256.01	94.91	105.25	37.40
agricultured	375.81	246.08	92.50	40.64	46.87	7.70
agrificulows	400.37	269.92	28.29	15.55	14.34	4.60
agrineerent	896.66	439.91	214.22	49.80	108.80	13.33
agrioundent	816.45	394.64	204.98	44.00	113.00	14.56
agrisactural	358.72	192.50	93.48	26.27	36.52	5.40
agrisfations	564.09	412.58	222.46	110.27	172.46	78.60
agrislately	1131.55	522.27	346.94	130.40	113.06	20.00
agristrizing	511.56	370.92	104.28	114.36	54.57	61.50
aireames	5035.61	1387.00	571.56	216.86	67.41	17.17
alcogetion	2208.28	655.60	882.43	161.44	508.31	66.25
alimidered	1521.66	584.50	423.89	119.78	135.47	16.38
allevidual	1242.89	394.70	233.99	34.33	105.57	5.62
allnequed	2655.51	780.56	614.45	142.75	28.20	5.43
allounts	3345.40	956.38	380.92	94.43	119.42	18.67
alluncipary	637.65	341.27	49.69	24.00	17.81	6.44
allupapere	1248.18	487.00	119.11	45.11	44.15	5.12
alphasis	2736.16	837.00	137.44	25.57	41.43	4.17
altelefited	892.71	512.36	228.15	109.50	64.50	23.56
altelogical	684.09	321.09	165.53	47.80	64.40	14.22
altendent	2938.84	818.33	728.25	100.12	305.02	29.14
altenterres	993.07	608.09	176.35	119.20	41.60	12.33
alteraction	1496.18	577.45	694.27	191.30	415.31	91.00
alteralined	1028.38	546.91	278.22	127.30	80.98	30.33
altercement	1099.99	467.36	361.24	77.30	213.26	34.33
altercoming	1270.31	592.91	318.74	186.50	157.28	91.89
alterferents	522.43	338.17	147.54	63.36	66.01	22.00
altergrated	968.69	533.18	323.56	163.10	134.06	65.67
alternalism	1221.18	526.27	253.50	85.60	112.59	29.11
altervitted	1221.81	579.45	318.19	140.40	104.30	37.56
altholic	2025.80	457.25	377.46	50.57	191.28	7.50
althoric	2283.19	467.38	398.13	57.29	187.57	8.33
altimating	2374.23	863.10	882.61	357.67	415.00	198.88
altional	3309.52	599.62	728.89	61.86	353.43	9.33
altogeable	1519.86	567.30	280.47	82.22	164.85	41.25
aluterner	2770.83	851.22	411.97	136.38	72.66	18.43
ambasition	2245.71	662.60	878.54	169.22	553.41	77.75
ambricutes	1761.49	850.60	380.77	210.56	57.19	37.62
ambroduces	1513.19	751.00	269.96	145.22	46.61	12.50
amencione	2859.47	789.89	337.00	73.12	133.21	22.57
amenominal	1233.59	417.00	182.65	45.22	37.53	7.00
ameracted	2948.03	857.00	1034.24	231.38	329.77	48.57
amerages	4453.01	1208.25	612.85	221.71	139.39	26.50
amerding	4552.03	1061.88	1818.80	421.71	1042.13	220.50
amerently	2646.03	705.56	585.12	120.12	145.00	17.14
ameresors	2799.07	937.56	460.83	114.25	101.60	15.43
amerlant	3344.68	834.00	458.12	84.86	153.58	17.17
amernance	2225.64	615.67	337.55	73.25	147.68	22.29
amersels	3718.77	1080.50	357.03	73.57	152.39	14.17
amerybody	1593.84	462.00	163.26	30.75	73.66	3.29
amusewore	2248.85	608.56	245.80	53.38	56.31	9.86
anabbile	3825.22	903.25	277.91	75.57	22.54	12.17
analized	4713.09	1013.25	1274.67	212.57	113.67	13.33
anatured	4802.76	1038.38	1622.21	256.86	360.46	54.17
anautions	3421.73	1116.67	529.52	113.88	245.44	41.57
ancludes	4342.10	1151.62	653.84	201.14	92.78	15.50
anclustry	2306.75	610.56	290.45	57.50	66.35	8.86
aneferour	2179.68	596.00	387.01	81.50	122.78	8.43
anifling	4481.92	1104.88	1777.12	451.86	939.33	248.50
annoching	3476.82	965.67	1133.34	350.12	671.66	186.00
annortant	3135.90	846.00	614.52	94.38	272.77	19.71
annufficitic	427.14	246.00	50.02	30.36	19.45	7.60
anowleman	1600.64	456.33	176.58	49.62	89.04	12.29
ansinant	3904.82	855.62	621.33	92.29	150.03	15.50
anstican	3343.12	637.88	602.23	108.71	203.49	18.00
anstinal	3572.06	658.12	858.75	125.43	235.42	19.50
ansument	3554.39	829.88	493.87	70.71	220.02	19.33
answerly	3215.92	595.88	619.12	102.29	90.07	6.83
answerns	4137.58	1063.75	395.80	89.14	79.08	6.17
antelessness	522.60	390.75	109.42	86.36	63.06	53.70
anteretions	1344.57	712.91	373.84	159.00	227.00	85.67
anterratures	638.03	437.92	170.35	111.82	61.07	27.20
antrariondes	534.28	412.92	87.02	82.45	14.02	11.50
anythers	3447.39	1046.38	635.58	176.57	403.91	85.00
anythery	3021.01	711.00	618.91	123.57	301.00	20.17
anytholi	2279.07	502.00	330.18	34.57	204.32	5.67
anywherd	3018.28	679.12	395.80	103.71	155.56	9.83
aparterate	1383.82	563.70	188.48	97.89	61.22	34.12
apascrate	2226.92	677.44	237.44	97.50	97.59	36.71
apasoning	3420.32	1003.67	1135.45	351.62	617.52	185.00
apoketant	2850.63	769.22	483.10	83.12	155.86	16.43
apoloyment	1506.42	505.10	512.40	64.78	335.20	31.38
aponteralli	639.78	350.45	128.35	66.70	44.24	24.56
appansion	2718.54	690.89	701.87	99.50	356.18	39.43
apparected	1825.72	666.10	499.61	166.67	166.98	39.75
appartance	1795.72	539.40	448.62	74.44	263.24	28.00
appearapes	2056.56	906.50	401.96	167.56	70.97	13.00
appeards	3409.67	908.25	385.50	62.14	187.09	19.33
appected	4662.48	938.12	1577.02	249.29	431.66	50.00
apperate	3468.12	701.62	634.57	122.00	223.80	43.50
apperies	5881.22	1514.62	940.08	307.71	260.25	61.50
apperimize	2301.69	662.20	378.73	80.56	109.63	18.62
applamently	813.34	392.45	241.38	88.80	85.14	22.33
applanatric	868.19	344.00	297.60	81.20	91.52	12.00
applatically	513.33	297.58	197.20	104.55	93.92	52.90
applicularly	555.81	259.58	228.90	64.18	132.95	7.60
applicutions	582.37	388.33	236.18	100.18	167.23	65.40
appliestial	1154.08	463.91	378.52	112.30	69.18	13.56
applocomings	428.79	295.42	30.87	17.82	15.40	6.40
applosecting	597.37	375.75	226.84	139.00	81.93	69.40
applosority	1025.35	472.91	186.81	55.80	77.47	16.67
appocipation	677.67	321.92	356.65	116.55	251.67	71.00
appoinently	998.66	431.73	265.28	91.70	84.96	21.78
appoinguist	995.39	395.00	123.60	37.00	53.58	11.11
appordieway	836.08	336.09	109.41	24.40	48.88	6.89
appormaties	1597.29	780.36	594.16	233.70	285.76	84.67
apporminity	1270.86	525.91	236.53	64.40	119.86	19.67
apportant	2854.79	752.22	653.67	89.62	323.36	22.00
apportary	2441.50	638.56	473.94	73.88	268.58	18.86
apportuning	1267.70	555.00	344.81	172.30	195.83	89.22
apposion	3436.49	743.75	700.80	79.43	404.59	30.33
apprealistic	357.66	222.42	67.12	39.27	34.97	16.10
appreasingly	531.91	295.08	183.06	74.36	75.91	18.60
apprecting	2602.36	849.10	984.89	342.11	483.75	180.62
apprectiving	559.98	363.75	126.35	115.64	63.95	59.30
apprecularly	581.92	279.58	214.63	69.91	110.75	10.70
appredured	1718.94	602.80	470.27	125.67	140.98	21.62
appreholital	412.41	235.58	82.74	34.82	25.45	9.70
apprequently	527.76	285.42	177.57	70.64	70.84	17.90
appresently	893.86	444.91	271.30	104.50	99.93	27.67
appressing	2451.68	787.40	877.93	288.56	527.67	156.25
appretprily	1129.58	500.00	236.54	92.50	64.29	11.67
apprisition	1444.59	543.55	646.58	173.50	400.10	83.11
approacles	1874.49	842.20	358.52	161.56	79.56	18.12
approact	2470.72	554.62	300.92	40.57	172.25	10.33
approdiase	1388.60	512.30	180.52	48.78	65.78	11.62
approducity	975.39	426.91	178.75	45.00	96.92	17.11
appronished	871.97	442.27	254.40	93.50	80.65	17.00
approprians	972.03	564.55	200.72	69.40	90.09	16.67
approsently	878.76	430.82	259.88	97.20	92.76	25.00
approses	4197.92	1146.50	644.10	207.71	194.09	32.00
approundence	335.36	172.92	116.37	35.00	65.00	15.20
approvements	434.22	284.17	129.59	46.18	80.85	21.10
approwship	1008.28	303.30	182.89	40.67	80.93	12.50
arbignients	949.44	521.82	142.83	63.40	71.70	24.44
arbitions	3459.81	1113.22	551.09	112.75	268.65	41.71
arbitteried	1136.06	591.55	204.04	105.50	31.98	17.78
archemence	1522.09	486.60	368.23	65.78	212.29	30.12
archnocalli	644.63	325.18	80.67	35.70	41.24	18.89
archnomist	1641.69	573.30	112.93	44.22	53.13	11.50
argansion	2876.33	748.22	694.70	96.12	359.94	36.57
argaraled	2989.27	904.11	840.40	200.25	109.38	19.57
argumens	4109.43	1163.62	351.45	79.71	138.64	14.67
arientriting	658.52	440.75	202.98	147.64	60.49	69.60
arighteency	713.50	339.27	100.56	41.00	31.12	11.33
arightening	1114.97	556.27	275.64	173.00	134.28	86.56
arraculating	673.54	406.75	275.58	165.27	135.73	94.80
arrangbound	683.65	366.64	36.48	21.80	20.94	4.22
arrangemence	437.02	207.25	139.48	35.55	85.97	16.20
arranishment	458.71	276.08	86.28	33.73	50.19	14.90
arranizative	691.18	341.58	272.07	88.09	155.37	38.90
arreachaily	1191.07	585.55	131.34	73.20	20.11	6.33
arreched	5120.24	1074.75	1402.25	240.43	182.79	32.83
arrendlition	719.94	364.50	304.02	103.18	188.06	48.70
arrentakable	546.48	308.67	90.71	47.36	51.58	21.50
arrentection	754.63	378.08	323.48	103.09	204.36	49.90
arrently	3949.09	816.38	667.16	115.00	179.44	18.17
arrestrating	720.91	466.42	287.67	182.64	142.15	102.20
arthstone	3066.40	825.00	247.62	81.62	36.51	16.14
artiener	5023.36	1006.25	907.13	152.43	105.29	15.33
artiocks	3620.79	944.25	232.06	49.29	70.28	17.17
artirial	4590.42	936.88	684.60	100.71	107.76	14.17
artisity	4654.33	993.12	612.90	99.14	184.52	26.17
artivating	2511.17	884.50	902.38	351.67	421.41	197.00
assaphentism	514.36	286.83	149.33	64.64	21.04	8.60
assappead	1909.61	590.22	61.43	26.88	27.30	7.71
assasing	4545.03	1068.62	1699.97	412.71	934.74	221.83
asseared	4953.55	1002.75	1570.85	243.43	362.80	40.83
assemblated	848.18	471.73	207.77	123.90	87.22	51.89
assemblator	763.90	354.55	74.16	50.20	27.15	13.78
assensed	4605.47	949.25	1287.69	229.43	105.49	18.83
assenter	4239.91	904.00	781.09	181.00	152.29	27.67
assesphade	1323.12	431.80	90.16	32.11	39.25	5.25
assespress	1684.51	760.40	136.93	103.67	62.49	41.12
assessiasm	1395.58	503.80	142.28	45.89	58.10	7.00
assestance	1834.17	576.50	410.73	88.33	215.68	31.38
assetation	2540.21	739.30	1004.00	205.56	638.48	110.50
assiging	4582.04	1041.25	1732.11	407.00	947.74	221.17
assignes	4746.38	1181.00	668.13	204.00	99.45	16.50
assisforts	1341.98	654.40	129.63	60.67	37.47	7.12
assishment	1682.42	546.70	520.79	69.56	349.68	32.75
assoccuptes	809.02	526.73	143.33	115.90	37.55	18.89
associable	1626.50	574.80	363.35	88.78	212.76	45.38
associenon	1688.76	471.50	517.01	76.56	88.26	7.75
assolarcuted	362.93	274.67	67.99	53.27	23.52	14.30
assulaines	1958.23	918.20	355.26	170.89	84.96	24.25
assulops	2721.15	848.00	100.03	39.14	34.83	10.33
asterpries	2512.25	1041.50	569.41	227.78	122.17	46.88
astimized	2768.93	806.56	652.96	173.12	48.19	22.86
astraction	2229.83	667.70	942.56	180.00	597.11	83.50
atlanity	3925.12	901.00	488.71	91.86	163.38	25.00
atlation	3880.34	849.12	937.84	134.00	482.32	45.00
atmocially	1625.50	564.30	433.09	102.89	202.84	28.00
atmocipled	1589.42	592.50	361.16	108.00	52.62	9.62
atmonization	681.11	324.08	384.91	117.64	286.54	72.40
atmoselves	1778.17	805.50	424.89	136.44	201.79	6.62
atmossibly	1558.41	504.20	401.63	98.56	111.54	15.50
attainere	2620.46	795.78	428.29	135.12	119.78	33.29
attatics	4557.02	1209.50	629.75	115.14	176.27	27.50
atteloplact	684.57	289.55	115.18	30.70	49.39	3.89
attemation	2433.50	713.10	1012.16	206.00	617.19	106.62
attentant	3275.80	825.00	794.64	106.62	343.51	27.71
atterence	2606.96	668.00	613.15	114.50	293.39	37.43
atterests	2805.82	944.33	477.92	123.75	207.86	32.43
atterienth	1710.96	543.00	503.06	103.67	193.74	28.12
attermity	3283.23	858.00	530.95	111.12	235.01	37.29
atterning	4031.76	1085.22	1414.55	386.12	757.43	195.71
atternion	3419.64	854.44	953.55	138.62	429.16	45.43
attional	3292.08	555.00	697.13	59.00	350.17	10.50
attirman	3133.54	550.38	355.53	59.00	112.60	15.00
attracties	2522.81	1078.60	678.05	250.00	209.78	49.50
attroctor	1873.23	540.67	229.02	52.75	74.31	14.43
auddence	3093.64	605.75	685.08	68.14	402.04	21.67
ausbester	2721.84	834.11	467.78	144.38	81.80	18.71
ausights	3508.52	956.50	404.15	83.86	92.74	5.83
aussibly	3393.36	678.75	842.08	104.43	358.25	16.33
australin	2094.04	638.89	330.64	81.50	96.70	15.00
austruction	1427.49	539.45	629.27	163.40	396.27	80.11
autbrided	2970.33	884.67	725.48	179.75	66.45	17.14
authdrage	2034.32	610.44	197.72	53.12	68.07	11.14
autherent	3032.58	873.56	728.96	118.62	355.82	28.29
authesday	2170.74	577.22	201.68	46.25	64.48	6.00
authoration	1486.04	572.64	779.39	207.40	535.28	123.44
authortance	853.16	390.45	179.33	52.10	101.27	18.44
autivands	2364.53	863.11	186.58	71.12	51.77	14.14
automator	1908.98	592.44	180.93	85.25	61.29	19.71
automothed	1719.57	661.40	302.93	113.67	35.11	10.62
autposories	1176.96	708.64	168.82	127.50	50.81	32.44
autrobable	1503.03	578.40	277.48	98.78	156.54	46.25
auttlearing	1298.74	625.91	266.65	182.50	144.64	93.56
availizes	3013.98	1086.11	408.56	189.12	85.24	26.14
availlent	2586.78	803.78	555.80	83.25	277.58	25.14
avainated	3054.72	899.56	955.16	249.12	307.18	83.71
avereand	4140.29	875.00	341.98	77.29	112.65	22.83
avidened	4652.77	939.62	1546.72	225.29	366.22	29.00
avoilics	4362.33	1207.62	251.35	89.29	77.90	14.67
avoilles	4533.62	1255.75	478.08	223.00	64.87	37.00
awalished	2747.17	827.00	725.88	187.62	99.75	25.86
awkwarating	1314.17	577.00	607.95	270.30	312.05	156.78
bachationate	348.75	248.42	43.65	39.91	22.08	16.30
backaemen	2288.55	787.11	137.79	66.62	29.72	20.29
backerty	2868.82	717.25	345.20	105.43	50.45	18.67
bacression	2207.63	698.40	896.12	138.33	571.38	65.00
bacturen	4050.01	997.62	664.57	117.86	260.08	28.33
balcultand	1640.01	665.00	152.63	56.67	65.21	10.25
balephons	3045.86	1098.56	321.39	110.25	144.61	24.86
ballecken	2514.24	821.44	177.48	86.88	32.25	14.71
bapperse	3086.73	780.12	414.54	81.29	103.05	7.83
bardboate	1848.59	747.78	215.24	132.75	71.73	42.86
barksman	2449.45	662.88	271.53	103.43	41.12	20.67
bassibly	3289.93	775.50	836.24	125.29	366.07	21.50
basument	3435.22	963.38	410.97	89.14	212.32	21.17
batendian	3010.78	863.33	470.22	117.88	124.28	24.86
batentional	805.36	390.55	231.67	71.80	107.71	18.67
bateriended	995.64	552.55	312.62	125.00	87.68	23.89
baterite	4711.10	1152.00	871.89	175.00	261.86	33.67
bationolors	783.25	541.64	82.07	65.80	27.18	11.78
batreated	3299.36	1072.78	1069.23	287.62	292.83	81.57
batrefors	2604.47	1013.44	405.93	125.25	122.07	13.71
beadended	3318.92	991.89	850.52	211.75	94.86	27.29
bealinues	3472.36	1255.22	557.91	229.38	91.48	12.86
bealleratop	756.72	411.36	86.33	76.30	25.98	19.33
beandarly	2265.50	713.78	417.77	110.38	79.79	8.14
beandmodish	782.04	418.82	65.89	39.30	18.11	5.22
beansaching	1097.71	573.09	247.17	172.40	127.68	85.22
beanspore	2314.86	720.78	309.79	75.38	86.57	8.71
beasating	4100.38	1169.44	1484.95	426.12	701.05	219.14
beaughtedly	707.61	388.36	125.21	71.00	17.99	10.78
begazined	3069.35	925.11	830.12	185.12	136.95	24.43
beginests	2623.51	953.44	276.80	94.25	116.31	19.00
begingthy	2078.99	596.56	179.13	45.25	79.29	6.14
behaussed	2922.25	862.89	826.90	181.38	174.11	21.29
behavione	2928.62	849.00	342.66	68.50	160.69	18.29
behavions	3105.68	1085.78	399.58	88.62	218.87	30.43
belarday	3289.73	746.62	289.95	66.43	91.12	9.00
belatrically	590.86	336.75	207.75	102.18	101.05	49.10
beleated	5282.65	1199.50	1541.15	293.71	289.62	63.67
belegork	2659.83	723.75	229.56	66.00	59.09	10.00
beleogration	704.45	392.75	370.45	129.64	255.72	79.10
beliened	5472.69	1168.62	1690.37	264.00	339.64	34.00
beligroune	1636.60	631.80	129.43	50.78	41.82	9.62
beloming	4671.68	1196.75	1749.60	431.00	950.99	219.83
bendlial	3844.57	990.50	642.58	153.57	103.32	17.50
benefory	3171.54	809.25	296.95	80.00	53.52	8.00
benscration	1528.25	618.09	755.68	211.70	501.88	122.78
berizers	4019.20	1256.88	456.16	198.86	129.25	77.00
besoching	3663.08	1050.78	1227.72	365.50	658.17	185.29
bewilardings	417.86	321.17	24.24	17.00	11.59	5.20
bewspapers	1486.19	741.80	163.35	79.44	86.90	32.88
bicaptine	3676.53	1028.44	892.09	255.75	89.64	44.29
bicartuning	1163.03	581.09	264.06	166.70	145.97	84.11
bicidern	3017.78	781.25	281.46	108.86	56.06	9.50
bindormist	1676.55	630.40	124.66	67.00	25.85	12.50
binimate	3137.69	780.75	325.92	99.71	135.72	30.33
biogralingly	447.41	290.92	133.11	73.00	39.55	19.50
biolorings	1468.57	757.50	139.23	62.22	39.50	19.25
birently	3472.21	830.12	674.11	124.14	192.25	20.67
birpress	3635.85	1235.88	507.60	156.71	222.19	42.67
bitchers	3290.56	1134.50	447.95	195.29	217.94	93.67
blanders	3164.76	1136.00	480.03	218.57	191.72	94.50
blasscouries	529.92	396.08	65.50	75.09	24.01	20.60
blautiously	650.73	387.18	160.44	112.40	36.75	43.44
bleecten	4193.12	952.25	625.86	123.71	154.19	14.67
bliginal	2781.89	621.12	649.65	98.29	216.18	13.17
bloquation	1994.57	631.00	921.48	194.11	593.77	102.88
blougent	2993.61	859.75	389.82	82.43	138.74	20.33
bompormed	3107.71	874.33	987.65	187.00	90.18	14.57
bookmastic	1100.46	457.60	91.63	48.78	24.87	14.25
borprilly	2757.97	790.11	442.28	128.50	113.95	19.00
boterting	4579.59	1205.89	1610.92	440.50	668.28	215.14
bourself	2880.84	796.75	286.50	65.14	141.58	11.67
bousehonal	1262.52	464.40	190.36	59.11	46.59	10.25
bousenger	2820.51	867.89	301.16	116.25	60.93	14.43
boycholous	1287.76	661.70	151.21	56.44	77.21	21.12
brainded	4819.30	1093.62	1462.33	263.43	205.23	29.00
branning	4701.68	1226.38	1856.39	466.00	1000.60	233.17
breceives	3312.17	1159.56	516.82	194.12	65.17	17.00
brecipled	2720.85	851.89	783.91	195.25	80.85	20.71
bredendable	766.25	389.82	139.24	73.50	76.24	29.89
breparation	1417.76	573.55	752.04	216.80	512.60	123.56
brephaing	3277.35	1001.22	1091.21	344.75	548.62	168.57
bresident	2720.21	839.11	709.47	102.75	348.96	28.14
bresiderable	543.84	273.67	153.10	57.55	108.42	25.90
brestimed	3091.53	902.78	1049.39	207.12	186.87	15.14
brestlers	2633.90	1007.11	465.37	155.25	171.73	55.29
breterded	3218.88	946.78	976.80	231.62	88.18	26.29
brientions	2122.23	926.70	354.26	125.22	224.56	57.25
brighted	4399.66	1009.25	1499.97	277.00	315.96	51.83
brimitied	3958.92	1151.00	1237.87	277.12	154.32	27.14
brinching	3197.39	947.22	1181.04	369.38	687.01	190.86
brinking	4436.32	1142.62	1859.79	457.71	1068.60	236.67
brisonest	2020.40	746.22	287.22	196.12	82.00	79.43
broadcassion	545.63	289.17	200.89	58.91	106.85	24.00
broadvations	533.68	401.17	213.28	113.73	161.87	78.80
brobable	2975.31	683.12	753.53	102.86	378.79	32.00
brobless	3385.14	1185.62	788.39	203.86	340.96	60.67
brobling	4463.99	1177.88	2046.69	485.86	1068.22	255.50
broceedited	781.01	509.00	183.15	109.90	49.71	23.11
broductood	1612.91	537.00	253.69	60.00	99.35	7.75
brofesencief	492.64	314.50	78.08	38.73	32.18	6.90
brofeshments	450.76	280.92	128.63	45.00	75.53	15.10
brofesperted	388.68	266.75	99.90	64.09	43.04	14.70
brofessition	703.85	337.25	351.54	104.64	225.57	49.40
brogralitive	553.59	326.50	172.51	78.55	39.45	18.90
brogress	3621.35	1185.12	728.01	184.29	261.03	47.83
bropetivity	1115.41	525.55	203.99	63.60	78.70	18.22
brumerners	1619.36	807.80	237.65	133.78	68.44	37.88
