STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
objays	2873.64	460.17	314.30	14.60	187.06	4.75
obouer	7608.81	701.50	2058.93	139.80	0.80	1.00
obtter	7685.11	735.83	2524.54	201.20	641.84	40.75
ocowle	5742.98	384.33	957.11	60.80	34.65	1.25
offour	3395.82	276.00	682.58	20.40	241.35	7.00
ofrive	5710.53	444.67	480.69	33.60	77.49	4.25
opouse	5342.15	360.67	964.19	33.00	32.36	5.50
oreast	3975.64	405.00	590.98	62.60	137.23	9.75
oredlf	3936.61	357.00	455.01	39.00	12.91	1.00
otawes	7307.81	931.00	915.68	130.00	5.93	1.50
otheal	2988.57	283.83	600.94	29.80	187.48	3.50
othend	5620.44	447.67	878.66	25.80	240.74	3.75
otrave	4938.70	400.83	373.92	27.60	20.67	3.25
otrder	7615.21	769.17	1950.32	174.40	186.69	20.50
otrope	5386.80	394.67	502.37	23.20	125.40	2.25
otrrse	5311.11	419.50	635.17	31.00	157.15	1.75
otthet	7212.98	647.83	1204.63	57.20	409.04	7.00
oxtict	4876.79	365.33	580.98	31.60	27.89	2.75
pacain	5332.99	561.67	555.57	60.60	67.49	5.00
paforn	5939.85	526.00	861.09	45.40	308.19	3.25
paking	6777.96	611.00	2054.53	152.00	1212.89	72.50
palend	8270.69	763.00	1117.99	74.00	125.28	8.50
parame	7315.76	663.00	817.19	81.20	147.30	9.00
parmed	10533.11	1058.17	2574.36	272.80	290.41	24.00
parned	10993.72	1089.17	2648.13	277.80	423.92	28.50
parnon	6500.84	618.00	998.40	88.40	74.04	8.25
parrte	7502.97	693.50	664.24	86.60	86.95	10.25
passer	9149.11	974.83	2025.62	220.00	204.33	25.00
patang	6763.25	603.17	1470.27	118.60	15.26	5.50
pattet	10040.25	963.17	1925.23	140.80	404.58	26.50
pattom	6036.79	542.00	1161.30	73.20	187.21	12.25
pavece	7142.91	604.83	728.60	57.00	9.03	4.25
pavile	8762.32	720.00	1452.24	98.60	110.97	8.25
payint	7260.06	648.17	1420.04	111.00	223.47	8.75
peanes	10631.54	1195.50	1877.43	197.60	60.70	13.00
peavin	5579.75	524.33	969.74	63.00	39.92	5.25
peazed	10258.09	977.67	2599.39	235.60	26.62	8.00
pecaps	6567.31	746.67	856.67	47.60	110.46	5.00
pechul	5133.13	415.33	738.04	38.60	0.80	2.25
pecour	6605.23	535.33	1124.40	43.20	334.30	8.50
peedel	8648.19	844.17	947.30	77.60	96.93	6.50
peedin	5610.53	511.83	742.54	46.00	58.90	4.25
pehome	6995.13	489.67	826.97	26.60	126.72	1.50
pempla	6169.78	478.83	1020.49	41.20	115.10	4.25
penght	5793.82	505.17	981.61	61.00	195.27	7.50
pengle	8348.96	647.33	1550.46	105.00	114.52	13.75
penior	7933.58	689.50	852.94	63.60	72.80	7.75
penker	9648.37	942.00	2352.46	212.60	65.38	24.75
penten	9767.65	932.17	1654.92	128.20	252.19	16.50
peoply	7799.56	599.83	2019.08	62.80	1080.80	2.75
peough	6490.24	435.50	1755.33	27.00	906.43	2.75
peoust	7176.52	514.83	1571.30	48.80	360.59	2.75
pereng	7899.45	636.83	1887.10	116.20	160.59	6.75
pettly	8327.80	634.17	2067.97	94.00	530.82	15.00
phorus	5736.74	664.67	583.22	41.60	30.39	7.75
pigugh	4340.85	346.67	725.54	31.00	321.14	2.75
pikial	5010.45	496.67	618.82	48.40	121.69	5.75
piltrt	5906.90	541.00	290.96	41.40	15.84	3.75
pinter	9251.18	953.67	2465.21	231.80	502.94	35.75
piteed	10590.56	996.17	2425.09	225.60	91.86	4.00
pittht	5810.21	486.17	1121.50	54.40	268.94	4.75
plenod	5915.38	533.83	457.58	35.20	59.34	3.50
plllew	6679.66	726.17	757.05	78.00	243.86	14.75
plougs	6083.99	638.67	1271.09	40.60	305.02	5.00
ploule	7634.92	526.00	1955.32	84.40	255.89	4.50
plwagh	3348.68	304.33	695.04	20.00	164.75	0.50
plwais	4602.75	651.67	548.08	27.60	163.83	1.00
plward	5476.93	505.50	598.33	31.20	252.55	6.25
plyier	8641.03	864.00	1831.34	163.40	25.88	14.00
poigly	6630.37	618.33	1066.66	73.80	26.25	3.00
poingh	5282.76	473.33	920.92	51.80	224.93	7.75
pombed	9617.01	947.50	2384.71	236.20	133.83	15.25
pomply	6646.00	570.83	1569.04	80.60	199.85	7.75
ponded	10071.36	1010.83	2699.00	269.20	298.49	30.75
pooser	9658.55	954.67	2048.65	202.40	88.70	12.25
porder	9784.26	984.17	2200.72	206.60	205.96	24.25
porore	8276.33	660.17	1481.64	74.20	264.76	4.75
porsed	10555.18	1041.17	2613.24	269.20	219.53	21.00
posine	8836.33	729.50	1405.55	116.80	79.63	16.25
potaic	5187.72	493.33	693.45	58.80	42.00	7.25
potams	6708.65	773.83	577.77	52.60	20.58	6.50
potays	6620.01	763.67	757.39	50.00	180.92	9.25
pottly	7825.98	642.17	1900.96	94.80	438.51	15.00
pouded	9766.75	973.50	2660.18	261.20	199.42	19.25
pouser	8860.29	924.50	2275.15	205.60	212.97	16.25
pousom	4580.04	458.00	815.71	52.20	107.65	5.50
poways	5606.86	713.83	699.53	43.00	371.20	6.50
pralts	5676.71	778.17	718.61	100.20	75.20	5.50
prasen	7720.85	845.83	868.42	111.80	48.16	10.50
pratle	7723.91	640.83	1506.29	109.80	358.79	13.25
praved	8900.39	925.33	2292.91	258.60	151.25	19.25
prerge	5744.48	484.17	581.28	50.80	138.51	4.75
prines	8926.21	1102.17	1479.12	199.00	149.48	22.25
prisen	7509.74	821.00	953.29	108.40	157.54	15.75
proplt	6337.07	504.67	1165.91	49.80	397.62	7.25
proser	8666.15	878.17	2110.95	203.60	132.10	14.00
prring	6936.71	612.33	2098.75	159.00	1092.54	72.00
puders	5948.83	757.17	763.47	101.40	268.98	37.75
pundon	4549.87	473.33	872.24	67.20	218.26	8.75
purame	6231.14	561.83	775.35	57.00	101.52	7.25
purnge	6633.15	550.33	893.01	58.20	203.29	9.00
puttus	6151.13	735.83	811.49	57.20	38.67	7.00
puyoud	5493.43	494.50	361.14	24.40	11.81	0.75
qulure	5425.33	441.33	722.53	41.40	168.45	5.25
rabref	7205.21	797.83	468.07	52.80	13.21	3.25
rafint	7087.04	635.17	1336.21	106.80	7.44	4.25
rainer	9181.29	982.50	2123.86	203.00	181.16	19.25
ralise	7639.69	692.17	869.05	86.20	33.48	8.50
randow	4625.43	497.17	864.61	76.40	210.98	11.50
ranond	7909.17	717.00	1095.63	72.00	137.74	5.75
rarecy	6690.92	650.17	932.89	77.60	87.59	4.75
rarson	5764.53	583.33	1047.37	88.60	223.86	7.50
rasild	8834.16	788.83	820.00	65.40	83.33	4.50
ratear	6785.14	656.50	755.05	63.40	171.35	6.25
rathic	4727.47	451.83	1141.59	62.00	416.48	6.50
ratrst	5914.93	538.67	930.80	66.80	135.90	4.25
raurca	4218.49	456.17	538.97	39.80	60.39	1.25
ravind	8110.55	733.50	1830.09	111.40	422.98	11.75
reacer	9251.32	928.67	2474.03	205.40	273.68	9.00
reanol	5839.89	520.67	1234.86	82.20	199.17	6.00
rearco	5069.23	461.33	1142.58	81.20	304.28	10.00
rearow	5303.21	482.33	1228.69	91.40	310.49	12.25
rearss	6819.00	794.67	1298.23	83.20	291.16	10.25
reases	9895.22	1160.83	1868.10	218.00	395.70	32.25
reated	10989.68	1041.17	3439.72	311.80	565.05	43.25
reayes	9531.38	1109.67	1621.38	178.80	249.60	6.25
recang	6287.15	519.17	1771.96	118.80	157.88	8.75
recood	7551.19	588.17	1126.75	55.20	263.51	7.25
recore	7705.45	559.67	1816.25	73.20	541.37	9.50
rectes	10280.49	1134.00	2143.54	218.00	155.71	15.50
reenke	6749.61	542.83	882.93	64.40	2.28	2.25
refict	6741.71	526.67	1140.33	59.60	100.97	6.75
refirs	7765.80	817.83	1066.03	89.60	57.38	7.75
refong	6418.95	473.17	1971.70	107.20	333.77	6.25
refows	6235.12	665.50	1000.73	49.60	295.11	6.75
regist	6584.69	552.17	921.64	82.40	106.52	9.75
reinge	7189.85	555.00	1106.03	75.60	257.84	9.75
rellit	5681.95	520.67	1005.32	84.60	66.78	8.75
rellly	6905.47	592.50	1679.34	116.20	198.45	10.50
renger	9281.83	926.17	2369.07	227.00	283.75	24.00
rensin	5336.77	515.83	835.25	77.40	29.57	7.00
reouce	7958.18	538.33	1704.11	57.00	14.68	2.75
reough	6136.47	414.00	1872.26	46.40	577.53	2.75
reoule	9046.12	609.50	2451.61	93.80	240.05	1.50
reowax	4912.26	417.67	900.35	45.80	0.49	0.75
rerory	7275.96	599.50	1328.79	89.60	55.25	3.25
rerrgh	5825.23	467.83	1053.02	64.40	7.70	0.75
retind	9455.77	737.33	2186.14	136.80	185.77	13.25
retter	10409.07	944.17	3190.81	246.80	835.41	48.00
rettes	10848.62	1153.67	2461.22	234.40	555.02	32.00
retton	6754.89	526.00	1654.24	95.80	261.23	13.25
retury	7024.69	525.67	1114.30	72.40	242.54	7.00
reveed	10448.23	965.00	2542.93	243.60	137.04	8.00
rexier	9872.57	939.50	2086.60	189.80	24.23	16.75
rhough	4637.12	298.50	1547.94	24.60	978.69	3.75
rittlt	6894.89	549.00	1273.68	49.80	576.77	7.50
rocees	9878.56	1156.50	1041.15	146.80	9.56	5.50
rocein	5462.83	530.50	400.02	41.80	5.29	1.75
ruppls	5622.97	703.17	649.97	57.60	55.54	4.25
rurech	4995.65	469.00	871.49	61.20	74.46	3.50
rurodl	4512.66	434.17	553.20	44.00	42.37	1.50
sacind	9557.95	853.00	1607.08	108.40	139.02	7.25
sakine	9070.91	770.83	1282.89	101.60	311.22	13.75
saleal	6401.17	670.17	786.96	72.20	50.97	7.75
sallly	7575.79	727.83	1405.92	105.80	298.46	16.00
samays	6879.45	850.33	594.93	48.60	184.52	6.25
sannce	7991.20	709.33	897.56	77.00	183.59	10.00
santer	10678.57	1104.50	2601.74	239.60	567.55	37.00
sarnke	8119.29	726.00	594.31	67.80	14.41	2.50
sastlf	7245.53	648.33	888.70	69.00	88.85	10.75
satast	7129.62	652.33	840.00	71.40	15.44	3.50
satint	9010.60	774.33	1756.13	130.40	94.33	15.75
schece	6197.94	470.33	708.74	34.40	129.47	2.75
scheth	4386.95	396.17	447.29	31.20	124.01	2.00
screct	6218.81	524.00	738.79	43.60	196.03	10.75
screle	8423.43	653.00	1594.88	97.80	106.42	8.00
scrint	7541.42	633.67	1574.01	121.20	176.02	14.75
sctint	7390.65	582.33	1485.55	110.20	117.16	9.00
sctors	6923.61	719.67	807.84	73.60	49.01	6.75
seaned	11793.02	1110.00	3026.34	273.80	287.63	25.50
seants	8127.46	919.50	1307.97	116.80	153.39	16.25
seasin	6595.63	627.33	1003.94	69.60	128.27	8.00
seator	8207.31	721.00	1071.39	72.00	135.41	10.00
seaver	10318.27	1011.83	2345.49	200.40	181.42	20.50
secays	7316.03	807.00	1041.08	47.40	391.92	8.50
seeind	10023.30	833.33	1854.96	108.80	267.66	8.00
seemal	5986.70	556.33	1015.29	60.60	311.77	5.00
semots	8070.79	850.33	890.56	84.40	51.92	8.00
sencly	7789.66	670.67	1244.95	83.60	33.55	3.75
sendle	9210.18	720.50	1623.58	113.00	138.40	17.75
seouct	7957.62	573.00	1423.86	35.40	1.16	1.75
seould	10161.05	742.50	1701.16	33.60	478.53	0.75
seoure	9382.05	667.17	1912.13	46.20	169.32	6.25
serele	10489.20	802.17	1948.74	116.60	155.87	7.50
sering	9193.27	751.83	2510.15	180.60	1198.73	79.00
serost	8097.31	641.83	1153.48	73.20	245.30	6.50
sesend	9567.82	789.00	1299.73	60.00	100.39	6.00
sethee	11762.87	983.67	1458.71	68.20	437.72	9.00
sethes	11362.53	1180.67	2036.63	174.60	472.68	18.25
sevopt	6653.14	516.83	501.80	31.00	15.22	2.00
seyial	6951.83	610.83	904.30	49.60	117.65	4.00
shaces	9307.65	1115.17	1341.37	168.60	234.37	18.75
shaied	11237.81	1076.67	2542.14	250.60	106.60	12.75
shaurs	7131.45	774.83	917.08	84.80	65.50	10.75
shayer	8708.60	877.17	1947.91	166.80	138.17	13.50
shedon	5195.52	465.67	921.83	57.00	94.13	4.50
sheept	5673.13	495.67	549.09	45.40	95.55	8.50
shiler	9049.68	914.83	2255.78	212.00	118.05	21.25
shinee	10083.77	929.17	1034.04	87.00	197.65	16.00
shoile	9463.38	697.17	1717.87	95.20	321.69	8.50
shoket	9128.23	845.00	1607.38	104.40	560.48	15.75
shongh	5609.60	419.50	1216.03	47.80	294.18	6.75
shople	8210.96	586.50	2261.00	89.00	1028.66	9.25
shoule	8662.90	586.50	2439.62	90.60	926.45	6.50
shoung	6835.50	492.17	2359.22	97.60	897.28	7.00
shoups	6761.89	698.17	1489.64	55.80	771.95	8.25
shrous	7026.70	771.33	777.62	58.60	95.11	10.50
sidder	8870.52	932.33	1965.78	193.40	223.28	27.50
siggue	6061.26	554.17	429.03	46.00	58.62	6.50
sikeen	8863.47	894.33	662.78	48.20	56.38	2.75
simays	6214.42	770.50	634.98	38.60	265.23	6.75
simors	7319.62	812.67	1018.11	79.80	137.07	9.00
sinton	6359.35	606.50	1051.36	80.00	92.24	10.50
sither	9812.13	934.17	2744.19	178.40	1002.01	18.00
slange	6752.11	567.33	759.31	66.80	203.73	13.50
slaton	5847.96	557.50	775.57	72.80	41.23	10.00
slears	6304.71	786.33	535.41	88.00	49.13	12.50
slerow	4363.85	429.33	345.05	43.60	34.71	6.50
slmmat	4873.14	467.50	381.06	32.20	1.61	2.00
slusin	4383.31	466.00	316.04	45.40	13.27	3.75
slwagh	4111.03	375.33	616.37	21.40	164.75	0.50
slwaic	3673.76	401.50	562.23	35.40	164.21	1.25
smieng	5811.52	521.83	1157.94	80.40	79.87	3.00
smises	8569.92	1074.67	1036.36	164.60	180.74	26.75
smoual	5002.06	419.33	1060.24	37.40	119.97	4.00
smoung	6104.53	453.83	1676.85	73.40	254.20	3.75
socose	7993.27	636.67	920.66	43.00	131.14	5.25
sodghy	5507.18	559.33	454.74	41.20	5.92	3.25
soised	10697.56	1080.00	2382.95	249.40	223.74	18.75
solong	7279.13	625.67	1416.27	98.60	100.11	8.75
solple	8554.09	697.50	1612.56	80.80	427.57	7.25
sonded	10833.71	1081.83	2672.77	264.60	296.56	30.25
songed	10734.83	1079.67	2565.63	260.40	231.03	30.25
soroow	6796.06	592.33	828.77	58.00	8.64	3.75
sotier	11654.73	1103.17	2137.73	187.40	86.09	18.25
soualy	7443.17	690.17	1298.76	82.40	47.09	3.00
souary	6662.97	655.33	741.64	60.00	77.50	6.50
sougue	6910.58	620.83	692.94	47.20	107.79	8.00
sounty	6430.25	643.00	904.53	67.00	217.55	12.50
soutle	9031.31	732.00	1699.62	94.40	389.98	12.50
soving	7641.27	661.83	2209.18	147.60	1282.19	71.25
sowyer	8951.06	906.83	1647.62	152.80	27.35	3.00
speait	4721.87	482.67	433.69	50.00	36.96	4.00
spetan	4947.80	493.17	294.19	47.40	33.08	5.25
speved	8710.03	880.83	2161.63	234.40	100.50	11.75
spinon	4932.62	470.50	782.87	66.40	29.46	6.25
sprkor	5746.09	536.17	357.79	38.60	49.69	4.25
sprner	9206.77	920.83	1900.47	181.00	274.90	16.25
squrle	6690.43	527.17	1109.30	65.60	30.80	5.00
staket	8400.44	848.17	1235.84	110.00	288.78	21.25
stalen	8289.53	858.17	1244.03	113.00	214.92	16.50
stange	6640.86	533.83	1070.20	72.60	353.67	16.00
stangy	5492.46	502.67	952.50	65.20	268.46	14.00
staver	8442.04	873.33	2102.63	194.60	285.64	24.50
sthoss	5799.88	646.67	803.40	42.40	70.56	0.50
strame	6647.70	552.67	885.73	58.60	297.45	12.75
strchs	5774.63	702.33	670.89	52.00	205.80	9.25
streed	10738.31	1017.00	2756.12	243.40	492.88	15.00
strere	7832.78	628.83	1517.09	98.00	304.77	12.75
stried	11269.78	1061.00	2821.98	268.80	323.18	19.75
strory	6515.86	553.50	1176.85	73.00	304.74	12.00
stsher	8574.16	835.83	2288.08	190.40	522.36	23.00
ststed	10015.06	954.33	3071.33	290.60	462.21	44.00
ststte	6749.84	566.83	735.69	64.20	0.00	0.00
stsuan	5134.85	445.67	641.26	49.20	11.69	0.75
sturle	7118.59	553.67	1451.30	90.20	23.69	4.00
sually	6794.66	665.33	1104.79	70.80	257.77	4.75
sublid	5959.66	612.00	441.17	35.40	190.57	4.25
suindy	5394.68	566.00	535.80	48.20	17.91	4.25
summby	4608.72	475.00	353.04	33.80	72.39	4.25
sumore	7300.38	594.33	1236.14	51.60	316.93	3.75
supast	5097.39	524.00	485.77	46.80	46.54	3.75
suphes	8884.49	1095.17	1235.66	152.80	70.74	12.25
surcen	8651.49	911.67	890.87	73.00	82.65	3.75
surent	7545.29	680.50	1157.87	75.40	295.52	15.00
swinct	4986.58	445.83	510.60	43.00	22.46	4.75
sysely	6501.10	566.33	1302.55	65.00	464.56	11.00
sysert	5752.62	504.83	652.64	51.20	182.21	5.00
systle	7549.62	583.00	1506.40	79.80	507.19	12.50
tablue	5855.68	559.33	348.32	37.60	21.18	4.00
tained	10085.36	1037.67	2514.35	260.60	281.06	27.50
tainth	5061.09	539.00	674.40	60.40	59.05	8.25
takere	7005.30	607.17	966.85	68.40	73.29	5.50
tappes	8899.51	1119.33	1002.43	179.20	110.79	21.50
tarker	9465.75	991.83	2319.56	226.40	214.98	27.25
tarned	10705.33	1069.83	2612.90	271.40	376.75	25.75
tatidy	6841.88	639.83	820.04	60.00	50.21	7.50
teante	7477.06	632.17	845.33	73.60	32.90	6.25
tehied	10957.71	997.67	2192.55	222.80	118.44	4.50
temors	7379.73	759.33	914.95	75.80	88.78	9.25
tepost	5948.18	473.00	558.71	44.80	168.07	4.75
thaced	8656.05	868.33	2567.29	232.20	125.75	9.25
thaded	8928.17	887.00	2679.27	253.00	200.16	23.25
thants	5577.38	713.67	1098.84	99.20	234.45	14.25
tharte	5752.19	508.50	859.34	62.40	71.60	7.50
thears	5519.59	685.50	864.35	85.80	52.41	9.50
theays	4785.49	624.33	836.57	44.80	210.57	7.75
thengh	3917.43	314.83	1030.64	38.20	42.61	3.50
therly	5453.15	471.00	1236.65	68.00	103.41	7.25
thiece	6231.20	493.00	1008.08	45.80	186.08	3.75
thince	5818.54	454.83	1170.78	62.40	421.12	12.00
thised	8649.29	866.17	2685.32	254.40	396.91	19.25
thiter	8505.92	850.00	2648.74	213.40	634.59	32.25
thitet	8229.13	804.67	1549.38	112.80	275.94	8.75
thoked	9192.97	853.00	3203.05	256.20	744.48	33.00
thoond	7414.66	553.67	1504.26	51.20	326.85	5.00
thoply	6011.82	465.00	2182.23	69.80	604.98	4.00
thorol	4531.31	373.00	1011.29	42.80	202.33	5.50
thoure	6831.96	461.33	2094.07	49.80	753.68	9.00
thrced	9064.90	875.67	2461.06	219.00	164.79	11.50
thrtey	8817.37	863.50	1205.54	92.80	70.17	9.75
thuger	7543.26	775.50	2037.91	176.20	142.78	12.75
thurst	4221.35	370.17	971.84	43.60	194.78	2.00
thuson	3920.18	363.50	976.99	47.00	157.11	4.00
tighic	3182.11	340.17	456.71	40.20	124.09	4.50
tigods	5279.22	666.00	355.20	47.00	5.86	3.00
tising	6408.30	576.33	2020.87	157.20	998.81	69.25
titted	10202.29	962.33	3318.02	281.20	812.61	51.50
tockes	9130.39	1095.50	1379.78	194.20	181.96	28.25
todere	7089.40	607.17	958.82	75.20	126.90	5.75
toouer	9896.34	920.00	2238.43	169.20	0.51	1.75
touply	6211.09	558.33	1521.96	76.00	149.42	5.00
troulf	5542.69	409.17	1412.99	51.40	477.15	6.75
tround	7319.29	578.17	1658.41	59.20	622.87	9.00
trught	3706.61	380.00	508.53	38.80	272.98	11.50
tubban	3162.79	388.67	280.53	42.20	15.72	3.50
tubore	5823.51	487.33	1082.44	41.00	258.20	3.75
tumays	4744.09	658.83	574.99	34.60	179.37	6.00
turcks	4996.71	695.67	580.03	60.40	146.04	13.50
undeal	3092.52	330.67	715.36	49.00	91.84	4.50
undeay	3722.53	396.17	496.31	35.40	63.92	2.00
uneats	4310.24	627.17	592.23	87.80	56.21	9.00
uniner	7343.47	767.33	2078.24	189.80	202.96	16.50
uniric	2484.37	289.50	426.05	44.00	98.98	4.25
unoply	5162.16	406.00	1604.01	64.80	421.92	2.00
unould	6761.29	477.67	1304.88	32.20	603.82	1.50
unowet	6975.84	663.17	667.83	54.60	49.81	4.00
unsoul	3124.85	280.17	391.21	33.40	2.53	2.75
unthed	8361.92	759.33	2812.53	232.80	473.03	14.25
unyied	8607.28	828.17	2322.51	226.00	35.70	4.00
uropes	8307.67	1000.17	1357.84	171.40	50.30	9.75
uslked	7247.33	746.33	2328.69	232.60	438.19	27.00
vaizer	7850.76	875.00	1524.54	150.00	10.89	3.25
vapine	7505.61	666.33	1085.37	101.60	51.79	13.25
veadot	5628.91	496.17	656.97	49.00	50.06	3.25
vimind	7228.07	635.00	1578.25	102.40	169.78	9.00
virnch	4444.62	406.00	481.50	44.60	71.38	6.00
visule	6811.89	511.67	1322.64	78.80	77.98	4.00
vixice	5829.18	484.83	563.68	37.00	204.03	6.00
wacked	9273.82	939.67	2615.16	271.60	549.21	46.25
wacosm	4626.48	427.67	631.83	37.60	0.18	0.75
walden	7933.43	861.00	972.05	101.80	171.80	13.25
walels	7568.25	871.50	873.18	88.40	110.72	14.00
warece	7592.99	649.33	1173.24	81.20	105.67	7.25
warted	10706.40	1059.33	2986.63	301.80	344.03	42.50
wasice	7501.08	645.17	1011.69	66.60	260.71	7.75
watied	11186.97	1066.50	2740.59	256.80	112.60	12.00
wavemn	4770.82	465.67	377.08	34.80	9.56	4.00
wayome	5947.80	484.00	599.63	27.60	126.12	2.00
weeeer	9714.03	930.17	1801.36	161.60	21.69	1.50
weelle	7820.52	589.83	1212.91	79.80	19.96	4.50
weofil	4902.79	415.83	380.94	16.00	12.33	0.50
weoved	10145.42	914.17	2328.75	221.40	82.75	11.00
wickes	8209.64	1016.33	1401.26	194.00	199.12	30.00
wigude	5267.34	412.33	462.31	32.00	31.77	1.75
wimugh	4127.55	308.00	718.46	25.20	288.69	1.50
winory	5367.20	504.17	813.73	65.60	113.82	6.50
wintle	7364.43	599.83	1693.72	105.40	443.61	14.75
withic	3816.10	340.00	1112.42	44.20	303.06	4.25
withte	6023.15	475.17	1055.46	44.40	222.24	3.25
witilf	6321.99	499.33	940.03	47.40	94.00	2.75
witits	6856.37	796.17	986.06	94.80	127.26	9.50
wivess	5458.68	681.33	538.05	46.20	73.59	6.00
wolane	7076.17	609.00	457.20	50.20	31.55	4.00
wolmed	9164.66	923.83	2254.24	228.40	160.60	14.75
woople	7846.04	585.50	1735.06	81.60	758.53	7.25
worele	8624.93	685.67	1731.83	106.80	146.34	5.00
wouson	4606.00	452.83	1002.86	57.20	200.92	7.75
wreion	5097.10	487.50	699.50	51.60	109.81	5.75
wremal	3130.03	363.33	661.24	52.40	71.99	3.75
wrinda	3090.41	347.33	564.60	56.80	52.19	6.75
yourly	5582.43	511.67	1286.55	69.40	262.08	8.50
