STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
lenre	9440.89	381.40	1592.92	33.75	4.42	2.00
leved	9553.95	434.20	1985.81	92.25	640.84	8.67
leven	8309.34	398.00	1830.27	41.25	637.21	6.67
liken	7945.74	386.40	1184.16	39.25	208.74	6.67
limen	8145.98	403.80	1255.12	37.75	319.79	8.00
linds	6797.23	557.00	1105.02	67.25	299.65	13.67
livel	7954.52	394.20	1336.39	50.25	462.22	11.33
loady	8572.73	437.00	523.91	39.00	69.84	5.00
locar	8194.76	323.20	481.77	29.75	178.12	4.00
locay	6997.97	373.20	449.78	28.00	173.00	3.67
locky	6260.82	360.40	385.68	44.00	135.01	8.33
locur	7838.00	292.20	338.50	24.75	108.99	3.67
logus	8983.11	543.20	276.39	28.25	13.23	3.33
loods	10187.89	614.60	857.68	62.00	149.53	8.67
looke	11136.24	422.00	647.22	44.50	238.84	7.67
looll	10264.57	372.20	1006.80	46.00	72.22	5.67
loore	12773.54	434.40	1764.36	53.75	117.84	7.33
lould	11588.98	378.00	5102.74	39.50	3229.33	5.00
lovel	9887.53	439.60	1183.09	50.00	284.57	10.67
lucks	4833.62	500.80	382.27	54.75	96.16	18.33
lunce	7775.10	343.00	876.05	34.00	282.59	7.67
maddy	4780.78	372.60	393.54	38.25	27.88	6.00
mafer	8855.80	462.40	2106.28	68.75	48.51	3.67
mages	10124.52	727.60	1252.98	114.25	85.00	9.33
maked	9223.86	484.20	1474.90	98.50	530.44	14.67
maped	9139.42	496.00	1151.93	99.25	102.96	10.00
mards	7659.74	627.80	1239.41	71.00	238.05	10.00
marly	7927.59	450.40	1286.34	62.25	274.04	4.67
marth	6768.59	394.60	1436.45	60.25	442.07	9.33
marty	6548.31	461.40	1217.40	64.50	424.66	7.67
maten	8679.34	476.00	1982.58	60.00	564.03	10.67
mater	9770.49	491.80	3275.89	96.75	1150.09	16.67
meace	10588.53	409.00	2080.02	52.25	524.53	7.33
meack	7178.79	326.40	1792.14	54.75	401.40	9.67
meane	11026.65	436.00	1567.62	57.25	313.65	7.33
meank	7616.90	353.40	1701.75	56.75	347.00	9.67
mears	9848.00	622.80	2163.94	67.25	1058.81	16.67
measm	6676.68	319.80	1407.17	46.25	289.73	6.00
meath	7497.63	371.20	1753.82	54.00	333.04	7.33
meave	9268.12	383.80	1513.91	49.50	387.65	8.00
medge	7400.36	323.40	431.47	30.00	67.52	7.67
merve	8526.95	354.00	546.44	36.75	74.84	5.00
metle	10168.00	365.40	665.38	27.75	31.23	2.33
milly	6738.13	375.20	849.39	64.25	214.89	16.67
minch	6326.49	292.80	1858.48	60.00	264.17	11.33
mings	6538.18	559.00	675.87	59.75	104.41	16.67
molet	11216.54	508.40	575.19	54.50	30.32	7.33
moner	11405.93	507.80	2531.53	93.25	357.61	10.33
mones	11936.82	762.20	1599.64	130.00	404.39	16.67
monny	8477.34	432.00	579.49	46.75	228.37	8.33
monor	8076.37	356.60	638.19	40.00	180.24	3.67
monts	9309.84	644.20	818.47	87.50	249.08	10.00
moung	9422.99	322.40	3856.20	54.50	789.15	9.33
moven	10147.69	442.60	1671.35	50.50	405.28	10.33
movil	7470.66	298.80	641.18	29.75	124.06	3.00
mucit	5408.09	264.40	161.89	20.00	3.17	2.00
musis	5944.80	519.80	254.55	26.50	116.09	3.33
musks	4903.73	514.40	380.28	52.00	69.17	8.00
muter	8478.48	415.40	2740.32	77.25	769.06	10.00
naide	9909.78	409.20	351.56	32.50	64.63	5.67
naken	7648.87	419.00	1166.34	37.50	387.20	9.67
nakes	9270.92	689.20	1527.76	111.00	393.43	16.67
namen	7849.12	436.40	1033.82	37.00	288.24	7.00
namur	5899.36	284.00	157.80	20.50	44.24	2.00
nance	8700.10	394.20	1075.90	44.75	250.74	6.33
necur	5596.01	226.20	335.27	14.75	18.05	1.67
neeks	8588.12	539.80	808.09	51.50	168.42	4.33
neems	8545.06	528.40	794.91	36.75	225.56	3.67
neved	9186.94	409.00	2001.41	88.25	878.03	7.67
nevel	7645.53	373.60	1451.70	39.00	792.96	6.00
neven	7942.33	372.80	1845.87	37.25	874.40	5.67
neves	9564.37	643.00	2207.29	110.75	840.34	11.33
nevil	5265.30	229.00	815.71	16.50	342.92	2.33
noing	10134.95	329.00	2700.87	43.75	1418.78	10.33
noiss	11698.02	604.80	853.62	27.00	66.73	3.67
norce	11391.97	391.00	1332.09	37.75	170.25	2.67
norch	8758.13	318.40	1857.87	46.00	145.90	4.67
norld	10810.32	379.40	2571.50	31.25	542.71	1.67
norly	9460.08	409.00	1272.56	45.00	407.96	2.67
norry	8923.76	400.40	1148.94	41.25	256.55	7.67
norst	9814.08	350.20	1634.13	42.75	569.11	6.00
norts	9808.48	624.40	1258.27	81.00	228.25	9.00
noter	11302.98	450.40	2889.69	78.75	879.94	12.00
notty	7479.22	382.40	461.07	36.25	68.50	8.67
noven	9817.32	413.60	1470.59	41.00	333.95	10.00
nover	10908.47	429.40	2763.90	77.75	582.22	14.00
noves	11439.36	683.80	1832.01	114.50	299.88	15.67
odops	5954.55	444.60	176.72	30.75	50.31	5.67
ofted	8129.85	323.40	2092.89	80.00	760.24	7.33
oftel	6588.44	288.00	1543.18	30.75	752.50	2.00
ofter	7976.39	303.00	3230.66	65.75	1463.38	7.67
oftes	8507.28	557.40	2298.77	102.50	793.39	9.00
olded	8223.00	369.00	1114.94	76.75	143.46	6.00
orded	8730.30	389.00	1198.27	77.50	249.95	4.67
ordes	9107.73	623.00	1404.15	100.00	214.93	7.33
outch	5128.32	214.40	1231.13	32.00	142.09	10.33
owney	6341.82	393.40	355.62	22.50	180.72	2.00
pager	9638.53	492.80	2218.01	79.00	92.13	9.00
paise	11336.87	467.20	1547.18	57.25	101.34	4.33
paree	12074.29	604.80	1194.85	66.75	440.43	13.33
parge	8608.66	447.00	1075.33	61.75	448.89	10.67
parit	8137.66	413.20	889.98	58.25	212.79	6.33
parld	9322.73	440.40	2618.41	50.00	539.82	5.67
parly	7972.48	470.00	1319.48	63.75	405.07	6.67
parms	7483.49	642.00	1029.42	63.50	298.65	10.33
parth	6813.48	414.20	1469.59	61.75	573.09	11.33
peare	11019.33	443.80	2872.22	62.75	668.18	12.67
peave	9313.02	403.40	1423.53	50.50	276.54	8.33
peems	8920.33	577.00	572.69	41.25	173.48	4.67
pench	6429.41	317.00	1503.95	48.75	90.96	8.33
pense	9041.76	395.80	1341.95	43.25	214.73	4.67
perve	8571.85	373.60	456.06	37.75	67.74	5.67
phose	12527.58	347.40	2061.07	36.25	884.18	5.67
phost	10971.18	300.40	1542.11	30.00	425.91	3.67
piand	9509.66	415.60	752.75	35.50	98.54	4.00
piant	9457.12	404.00	762.70	40.00	129.08	4.67
piech	8649.36	309.80	1302.25	36.50	84.80	3.00
pieck	7873.46	299.80	488.60	30.75	102.74	3.33
piews	8803.53	555.40	265.22	26.50	78.21	5.33
piney	8321.02	532.00	691.59	54.50	203.17	11.33
piter	9745.24	453.60	2815.94	84.00	780.05	10.67
pites	10276.13	708.00	1884.05	120.75	110.06	12.00
pivil	5582.55	273.00	532.42	26.50	61.87	3.00
plach	7064.19	310.60	2192.55	56.25	676.02	9.67
plack	6288.29	300.60	1378.89	50.50	744.29	12.00
plamp	4595.42	281.60	784.50	43.25	323.07	9.33
plana	6265.75	325.40	1022.68	47.75	374.11	10.67
plars	8957.50	597.00	1750.69	63.00	674.53	13.67
plass	8550.11	588.00	1211.48	46.75	571.92	11.00
plast	8120.14	342.40	1527.62	51.50	587.15	12.00
pluse	9347.01	333.00	1551.39	44.25	265.67	8.33
poich	10587.38	376.00	2761.27	44.50	1314.10	1.67
poind	12155.47	440.20	2176.65	47.50	603.51	3.67
poing	10510.22	377.60	2825.94	51.00	1515.60	10.33
poink	10249.59	393.00	2094.37	49.50	903.06	6.00
poist	11643.33	407.80	1294.83	39.00	194.72	6.00
powed	10981.43	493.80	1225.24	93.75	297.96	13.67
powel	9440.02	458.40	675.53	44.50	298.04	10.00
preat	8842.48	330.20	1340.45	43.25	668.36	8.67
prees	11956.60	713.00	1803.40	120.50	242.47	8.33
pring	8207.13	311.40	2712.54	64.00	1137.44	16.00
prite	10461.07	417.20	1310.30	52.25	483.62	9.33
prote	9635.74	411.20	1131.08	52.00	147.34	9.33
prout	7665.41	314.00	1907.80	42.75	980.60	10.33
pupes	8269.73	673.20	1061.25	110.25	47.10	9.00
purks	6234.53	577.00	413.19	63.50	60.82	9.00
purns	7924.04	601.20	330.45	53.50	56.20	7.67
putor	5193.81	283.80	212.64	24.50	38.79	3.33
pyrip	3998.17	217.60	59.89	13.00	11.56	3.33
quese	9349.75	309.40	1729.54	34.50	467.59	4.67
quesh	6715.91	236.80	758.13	25.50	100.52	4.33
quess	8223.31	508.00	894.44	23.50	162.00	6.33
quich	6742.41	251.40	2544.98	40.25	1360.52	6.00
quide	8302.94	320.80	588.03	27.75	281.96	8.67
quies	10419.73	675.40	1524.01	108.75	275.51	9.00
quile	10298.47	347.80	1552.02	40.00	554.35	9.33
quing	6665.25	253.00	2609.65	46.75	1154.34	13.33
racoa	3265.72	292.20	220.91	24.00	17.11	2.00
racts	6712.27	608.80	500.48	72.00	52.08	3.67
raddy	4609.71	368.40	306.86	34.75	51.28	6.33
radia	4456.42	300.80	274.78	27.75	86.68	3.33
raily	9210.50	455.20	1182.45	57.00	100.92	7.67
raird	10024.43	417.00	528.70	40.50	112.50	6.67
raite	10685.34	472.00	1037.27	46.25	401.93	7.00
ralay	5200.74	420.60	415.63	40.50	37.86	4.00
rales	9612.58	762.20	1348.28	128.25	204.85	15.33
rance	8859.41	419.00	1142.23	51.25	284.93	8.33
rancy	6005.29	413.20	599.06	43.75	88.15	5.33
rangs	6437.26	612.60	485.40	59.25	122.00	14.33
raten	8508.27	471.80	1895.90	56.50	569.52	10.67
rater	9599.43	487.60	3189.21	93.25	1155.59	16.67
reace	10417.47	404.80	2028.93	56.50	464.34	8.33
reans	9729.15	630.40	1553.56	75.75	364.67	12.00
reard	9299.50	384.60	1903.34	59.75	779.81	13.33
reass	9269.54	609.60	1573.64	55.25	375.12	8.33
reavy	6242.94	373.80	1235.08	43.75	263.73	5.33
rence	8847.29	365.80	1017.46	43.75	245.01	7.33
rigns	8151.52	539.80	1151.20	36.75	297.60	1.33
risps	5837.77	520.00	450.82	40.00	27.56	5.00
rivie	8411.87	320.00	564.50	21.50	86.44	3.67
roade	11219.14	442.40	543.79	35.75	106.37	6.00
roass	11144.53	650.40	803.17	40.25	191.23	5.67
roble	11009.91	379.40	770.10	30.50	101.81	4.67
rocal	6599.10	307.80	706.89	35.75	186.35	3.67
roges	11816.32	711.00	1214.32	108.50	47.10	5.33
rolve	9111.55	373.20	574.06	41.00	26.61	3.33
rould	11381.28	377.60	5118.73	38.75	3363.09	5.67
roult	11328.75	366.00	3649.29	39.75	1797.50	6.33
rught	5044.18	222.80	1421.88	16.25	922.08	5.00
ruile	10772.60	384.60	1411.63	37.50	340.93	5.67
rulls	7072.87	556.80	549.64	65.25	223.12	20.67
rurow	3350.66	251.20	241.67	31.25	35.16	1.67
rurve	7076.00	326.60	428.14	36.50	53.25	2.33
saddy	6167.86	453.40	237.20	34.50	31.71	6.00
saink	9728.92	466.60	1638.28	56.25	367.96	7.33
salls	9923.04	718.20	675.66	77.75	260.70	22.33
sanis	9080.81	710.80	365.94	46.50	22.11	4.00
satch	8011.15	403.00	1625.22	52.00	221.08	12.00
sater	11157.58	572.60	3119.54	93.00	1129.96	16.67
scall	8025.64	349.40	840.89	32.00	314.58	7.33
scals	9944.49	618.80	602.35	53.25	89.38	11.33
scank	7177.07	340.80	676.43	39.00	85.91	10.00
scend	9790.75	346.40	608.82	26.00	108.49	3.67
scort	8865.68	337.80	517.05	29.25	109.47	6.67
scral	5848.01	311.40	460.99	33.50	54.67	5.67
scraw	5007.18	280.00	148.00	21.75	22.49	4.00
seank	9003.99	434.20	1752.51	58.25	212.71	9.00
seans	11287.30	715.40	1655.42	73.00	290.56	10.33
seeth	9592.52	410.40	887.16	37.50	147.40	3.33
seird	11570.46	448.80	691.44	29.50	75.36	3.00
semes	11176.50	763.20	1474.80	108.50	242.08	6.33
sency	7551.32	445.00	576.14	33.50	136.28	4.33
sents	8821.94	684.20	694.88	80.50	167.83	12.33
serms	8813.55	650.00	588.01	43.75	184.17	7.00
seves	11281.84	752.80	2126.21	115.75	578.03	11.67
sevie	10028.04	409.60	572.34	18.50	59.29	1.67
shads	11804.04	624.60	1168.71	63.00	256.81	12.67
shail	10748.19	366.60	1131.67	46.25	250.80	11.33
shain	11044.98	365.80	1301.48	48.50	600.22	13.00
shane	14441.90	456.20	1063.48	57.50	233.41	12.67
shant	12885.50	409.20	1289.83	59.50	314.88	13.33
shaps	11509.19	621.80	774.76	62.50	223.73	13.67
sharn	11641.21	372.80	1321.54	55.50	295.86	12.00
shart	12833.29	397.40	1524.50	56.50	424.08	13.33
sheir	12843.94	340.00	4162.71	31.50	2017.91	4.67
shere	15097.49	402.80	5060.27	49.00	2897.57	6.00
shery	12243.37	397.00	4223.90	49.00	1661.26	7.67
shing	12005.59	337.40	4240.82	63.00	1424.81	16.00
shole	14813.48	426.20	1566.10	46.00	503.51	7.67
shond	12825.51	394.00	1747.58	47.00	269.82	7.33
shood	11227.75	368.60	1284.64	41.75	396.70	8.67
shoor	11074.29	348.20	1330.01	45.75	322.03	7.67
shory	11423.05	411.80	1506.85	50.00	377.92	9.33
shose	13869.77	408.60	2427.68	53.50	1088.06	10.67
shoss	12743.34	607.20	1592.58	42.50	643.59	9.00
shugh	9744.70	295.20	502.09	31.75	53.66	5.33
shums	11253.36	562.80	630.30	44.25	17.63	5.00
sidah	6877.06	347.60	353.65	22.25	28.74	1.67
siles	11100.58	789.40	1389.90	124.00	230.71	17.67
sinal	6787.90	391.00	876.98	50.00	257.01	5.67
sinch	7713.58	373.60	1815.57	57.75	400.82	9.67
sinds	8147.68	641.60	1089.09	65.00	425.45	13.67
siney	9663.22	593.20	843.64	53.50	370.16	10.33
sinod	7683.91	412.40	639.71	37.50	187.82	3.00
sitch	7941.01	345.20	1473.66	42.00	156.64	10.67
sitle	11497.07	441.60	762.62	31.00	32.36	2.00
sixts	8057.39	619.20	549.53	61.25	30.18	2.00
skile	11701.55	391.60	1158.06	33.75	294.51	8.00
slace	11040.22	444.40	1512.16	52.50	587.41	10.00
slase	11018.73	450.60	1891.97	62.25	165.61	12.00
slean	8485.30	346.80	1106.07	43.00	213.58	7.33
sleat	9677.38	371.40	963.56	40.25	422.89	8.33
sleel	10872.66	484.80	670.93	45.75	132.03	6.00
sleen	11169.45	484.00	1065.10	44.00	175.21	6.00
slive	10432.62	398.40	488.69	39.25	102.07	6.33
slose	10906.21	423.80	1892.05	53.50	551.70	8.00
slown	6825.99	320.40	829.02	42.75	213.22	9.33
smage	9020.69	388.60	652.00	23.00	286.14	3.33
smags	7894.26	587.20	478.26	23.25	218.34	4.67
smale	11238.63	417.40	1088.67	27.25	394.34	3.00
smard	9198.45	373.40	1196.46	29.25	345.18	4.67
smass	9168.49	598.40	866.76	24.75	339.29	4.33
smeat	8953.56	320.60	946.77	24.00	274.64	4.00
smeld	10442.56	340.40	1891.65	16.50	98.26	2.67
smill	8906.16	325.80	1379.10	27.25	412.36	5.67
smily	9097.32	390.80	1160.11	36.75	110.46	3.33
smone	10642.00	393.80	844.38	25.25	259.53	6.00
smong	7492.89	295.80	1710.07	26.25	384.34	3.67
snown	6344.68	283.40	497.36	24.50	321.08	8.33
soder	12470.74	547.00	2453.23	76.50	358.66	8.67
solts	10406.62	716.80	540.14	78.50	45.55	11.00
soney	11596.22	638.60	676.77	45.75	316.10	7.67
sorly	11177.54	518.80	1353.34	48.25	402.96	3.00
soubt	10513.46	404.00	2342.81	29.50	226.75	2.67
sould	12939.43	462.60	5076.85	35.50	3352.00	5.33
soull	11398.02	427.20	3996.90	39.75	1747.72	5.00
spean	7772.09	305.00	1242.13	41.00	238.09	6.00
speas	9394.13	575.20	980.51	44.00	288.42	6.00
speep	9396.57	420.80	703.87	34.75	251.38	6.67
spich	8405.98	309.20	2386.61	46.50	1144.96	7.00
spium	6278.46	271.00	289.60	26.00	33.53	6.33
splid	6752.33	328.20	365.15	27.25	46.25	2.00
spoid	8500.30	348.60	401.74	29.75	94.55	5.00
spoks	7836.66	577.20	710.02	55.25	200.75	6.33
spood	7550.98	342.00	603.85	31.25	202.39	7.33
spote	9757.43	410.60	846.60	39.75	118.27	5.67
squal	6172.37	273.40	390.84	18.50	88.45	4.33
staks	8703.97	606.80	1430.01	66.00	361.72	9.67
stane	11519.91	432.40	1576.97	53.75	416.94	10.67
stans	10393.48	631.00	1614.01	68.00	528.16	14.33
stard	9963.83	385.20	1963.78	52.00	595.40	12.33
starn	8719.22	349.00	1835.04	51.75	484.53	10.00
stath	7990.90	367.60	1763.17	50.50	539.06	10.00
stato	6709.20	350.60	1333.83	43.75	455.52	8.67
stats	9498.30	638.80	1598.76	88.50	495.36	16.00
stees	12833.07	715.20	2119.74	123.00	175.07	9.00
steet	12403.11	469.60	1274.11	49.00	149.03	9.33
steir	9921.95	316.20	2458.43	31.00	1088.70	6.33
stild	11212.96	373.00	3330.85	42.00	817.99	5.33
stils	11590.39	607.00	2012.37	67.50	669.73	10.67
stily	9862.71	402.60	2031.92	55.75	678.04	6.00
stook	6399.89	297.60	1266.14	40.25	344.01	9.67
stoor	8152.30	324.40	1389.94	44.50	372.68	8.67
stort	9798.78	346.80	1469.20	43.25	397.25	9.67
stris	9003.87	582.40	972.48	39.50	48.03	5.33
stund	9686.52	340.60	1760.18	43.50	459.56	7.33
sught	6602.33	307.80	1406.01	15.75	934.75	5.00
suild	10826.89	434.20	2495.26	29.00	265.30	4.33
swees	11938.29	707.40	1293.63	108.75	134.06	5.67
swich	8265.98	304.20	2227.19	39.25	1163.64	4.33
swird	9781.86	356.60	381.04	28.25	95.72	5.00
tabit	8836.04	346.80	427.59	29.75	113.73	4.00
tabow	5557.02	285.00	392.03	25.25	81.31	3.67
taked	11430.73	497.60	1474.86	94.75	623.90	15.00
tarks	9688.53	647.20	1017.80	76.25	67.58	11.67
tasic	6689.32	311.00	586.23	36.25	173.34	3.33
teads	10595.66	617.80	1662.23	63.00	187.80	8.33
teate	12338.34	457.20	1751.24	54.00	262.34	9.00
tedal	7343.43	286.60	554.86	30.00	14.06	3.33
teeks	11125.37	582.20	665.63	55.25	142.47	5.00
tenya	5808.06	266.80	294.76	23.75	26.59	3.33
teral	8494.71	337.40	611.11	42.50	98.02	4.00
thall	12700.51	314.80	3636.97	39.25	358.82	4.00
thead	13513.25	300.40	5512.64	35.00	2609.27	7.00
thean	12268.64	264.20	5778.49	38.25	2579.76	6.33
theat	13460.72	288.80	5635.97	35.50	2789.08	7.33
thece	15531.37	320.20	5535.67	30.75	2538.02	3.33
theck	12121.62	237.60	5247.79	33.25	2521.98	4.00
thefy	11204.07	293.60	4928.24	23.25	2483.17	3.33
thein	12572.57	256.80	6011.28	26.25	3477.53	3.33
theld	14949.72	308.60	6580.85	28.00	2543.59	4.67
thers	14790.84	534.00	6536.53	43.75	3911.75	9.33
thery	13063.16	329.60	6498.81	38.25	4087.51	6.00
thesh	12876.04	253.80	5443.17	30.75	2950.36	4.00
thess	14383.44	525.00	5579.48	28.75	3011.84	6.00
thest	13953.48	279.40	5895.63	33.50	2935.61	5.00
thice	15536.38	341.00	5925.28	37.50	1801.58	6.33
thich	12902.54	268.40	6451.07	45.75	2757.94	4.33
thiff	10194.69	219.60	4449.64	29.25	542.53	5.33
thild	14954.73	329.40	6557.60	37.50	1048.22	5.00
thile	16458.60	364.80	5458.10	45.50	1130.66	6.67
thill	13413.32	294.00	5477.66	41.75	1210.18	8.00
thils	15332.16	563.40	5239.12	63.00	899.97	10.33
thimy	11387.80	326.60	4418.08	33.25	516.85	4.33
thint	14418.09	321.00	5876.40	53.25	1149.62	11.67
thirt	14365.88	309.20	4679.13	35.50	620.17	6.33
thite	15079.32	375.80	5113.49	40.50	995.10	6.67
thock	11301.30	252.40	3595.38	35.75	386.39	5.67
thols	14506.83	557.40	3622.04	52.75	441.40	4.33
thory	12242.83	344.40	3781.76	39.25	435.33	5.00
thows	12231.38	508.00	3570.15	36.25	428.51	8.33
thred	14748.44	449.40	3835.16	90.25	540.71	10.00
thres	15125.88	683.40	4041.03	112.75	504.24	13.00
thron	10174.27	262.00	2966.84	26.00	266.55	4.00
thugh	10564.49	227.80	2777.00	21.00	63.68	5.00
thund	13428.29	297.00	3511.69	30.75	383.01	5.00
timen	10316.22	421.00	1152.35	34.75	420.32	6.67
tince	11167.21	378.80	1202.94	48.75	388.05	8.00
tiree	14166.13	540.80	1024.14	40.00	306.96	7.33
tirew	10280.02	438.60	866.54	38.50	96.74	7.00
tirly	10064.32	406.00	1148.76	37.00	190.58	2.33
tirst	10418.32	347.20	1510.33	34.75	863.10	3.00
tital	7835.11	295.20	597.02	35.00	110.62	4.33
titch	8760.79	277.80	1386.82	41.25	157.85	11.00
toded	13443.98	500.00	1324.29	93.75	168.62	8.33
toder	13290.52	479.60	2462.06	79.50	433.42	9.00
todes	13821.42	734.00	1530.17	116.25	133.60	11.00
todly	10846.04	400.60	550.90	37.75	106.63	2.67
toney	12416.01	571.20	685.61	48.75	308.57	8.67
tooks	12180.04	637.80	794.88	68.50	205.94	5.33
totty	10016.46	424.80	550.68	42.50	82.56	9.00
toubt	11333.24	336.60	2351.65	32.50	146.35	2.00
tould	13759.21	395.20	5085.68	38.50	3271.61	4.67
touth	11249.96	369.00	2855.21	46.00	372.37	6.67
toxed	13059.72	481.20	952.37	83.50	53.82	6.67
traff	7025.62	275.60	707.41	46.75	167.02	6.33
trand	11301.55	388.60	1259.85	61.25	231.19	9.67
trask	8936.07	320.60	885.88	52.50	171.80	7.33
trast	10789.41	356.20	1416.70	62.25	332.94	10.33
travy	8192.78	366.00	762.00	46.00	184.67	6.67
traws	9887.64	570.00	719.85	51.75	155.32	9.00
treak	9151.11	288.40	1379.64	44.50	524.29	10.33
treas	11434.42	569.60	1386.70	52.00	527.80	9.00
treen	12496.53	436.60	1607.35	50.00	268.79	9.00
treep	11436.86	415.20	1110.06	42.75	270.04	10.00
trich	10446.27	303.60	2813.23	60.50	1281.41	8.00
trief	11381.52	428.40	924.49	47.00	319.46	12.67
triet	13693.62	482.00	946.63	55.00	289.99	11.67
triff	7738.42	254.80	811.81	44.00	146.29	7.67
trime	11785.66	367.60	816.73	46.00	200.45	10.33
trise	13058.62	382.40	1865.75	61.25	198.15	10.33
truit	10271.06	301.80	559.99	32.50	136.81	4.67
truld	11456.13	329.00	3262.62	31.75	1720.33	4.67
trung	9326.77	269.60	1921.99	44.50	290.32	7.67
truse	12016.29	346.80	1718.78	46.75	381.47	9.33
tuman	6410.19	265.20	634.36	25.75	338.43	3.33
tuten	9594.19	413.00	1427.99	40.25	186.33	3.67
twich	9085.77	236.80	2185.20	33.00	1177.48	3.67
twint	10601.32	289.40	1610.53	40.50	242.97	8.67
uncur	4079.07	133.20	401.58	10.75	36.71	2.33
unded	7514.81	323.80	1579.96	82.00	475.58	6.00
undio	2722.91	125.00	592.70	12.00	238.19	2.33
unted	8064.52	337.00	2017.98	85.50	223.63	8.00
unter	7911.06	316.60	3155.75	71.25	926.78	8.33
upple	7304.26	222.40	547.87	15.75	51.36	2.33
upses	7525.71	560.80	1042.48	97.00	116.59	8.33
usere	9508.56	243.00	2479.91	22.75	1427.85	1.33
uside	8054.35	245.40	255.60	14.75	109.27	4.33
vallo	5113.03	317.80	417.42	40.25	133.28	8.00
valls	7902.14	606.00	649.82	68.25	277.06	21.67
valsh	5451.02	317.20	315.58	29.75	69.61	4.33
vieck	7194.76	248.80	483.84	27.25	78.67	2.33
vield	10022.85	319.80	1816.90	22.00	114.94	2.33
visic	3778.49	208.40	348.49	24.50	148.06	2.33
visle	8791.84	324.00	593.37	25.50	41.72	2.67
viven	7580.87	365.80	1557.82	43.75	452.32	10.33
voich	9908.67	325.00	2616.67	35.00	1272.89	2.00
voing	9831.51	326.60	2681.34	41.50	1474.39	10.67
voint	11424.23	377.60	2042.00	42.50	732.51	7.67
vower	10149.27	422.40	2218.41	70.00	354.16	12.33
wagic	6879.17	273.20	471.82	30.25	48.55	2.33
wally	8697.52	421.80	889.13	66.00	221.11	16.00
walue	9758.42	388.40	532.89	33.75	121.50	2.67
wance	10919.73	412.00	1266.50	51.00	280.33	8.00
wases	11506.30	729.60	1416.57	120.75	163.78	12.33
wasts	8879.33	611.60	786.99	85.25	155.79	14.67
wated	11813.20	501.00	2175.71	107.25	609.48	15.67
waten	10568.59	464.80	2020.17	56.25	726.56	10.00
weell	11062.52	309.20	860.16	34.00	125.35	6.00
weems	10764.69	546.20	571.09	37.25	227.84	5.00
weeth	10094.68	318.40	744.40	33.00	116.49	3.33
welow	5571.54	250.00	315.13	26.50	128.58	3.67
whall	12382.89	290.20	2494.69	38.50	339.03	4.33
whece	15213.75	295.60	4393.39	30.00	423.51	3.00
wheed	15879.79	413.00	4750.78	89.50	462.62	8.00
whein	12254.95	232.20	4869.00	25.50	1363.02	3.00
wheir	13346.10	248.00	5295.34	20.00	2329.66	2.67
whery	12745.54	305.00	5356.53	37.50	1973.00	5.67
whese	15192.26	301.80	5272.31	39.00	1202.92	4.00
whice	15218.76	316.40	4783.01	36.75	2747.89	7.67
whick	11809.01	233.80	4495.14	39.25	2680.15	9.00
whied	15884.80	433.80	4081.95	91.00	1599.52	8.67
whies	16262.23	667.80	4287.82	113.50	1526.13	9.67
whiet	15832.27	422.20	3442.19	39.50	1525.97	5.67
whild	14637.11	304.80	5415.33	36.75	1994.53	6.33
whill	13095.70	269.40	4335.39	41.00	2156.49	9.33
whils	15014.54	538.80	4096.85	62.25	1846.28	11.67
whilt	14584.58	293.20	3945.89	37.75	1882.01	7.00
whily	13286.86	334.40	4116.39	50.50	1854.59	7.00
whina	11786.48	258.60	4376.08	45.25	1933.57	9.00
whing	12507.76	245.40	5373.46	51.50	2837.80	16.00
whink	12247.13	260.80	4641.89	50.00	2225.27	11.67
whins	14530.44	542.00	4544.80	64.75	1956.14	15.00
whint	14100.47	296.40	4734.12	52.50	2095.93	13.00
whirt	14048.26	284.60	3536.86	34.75	1566.48	7.67
whiry	12750.54	325.80	3634.44	40.25	1553.20	7.67
whith	12127.86	278.60	3963.17	40.00	1618.12	6.00
whong	11682.43	239.40	3529.51	39.00	506.90	5.00
whood	11729.91	276.60	2417.28	30.25	375.06	5.33
whoom	9343.42	216.60	2329.07	31.25	253.80	5.00
whoor	11576.46	256.20	2462.64	34.25	300.40	4.33
whors	13652.90	524.20	2677.20	44.00	311.94	6.00
whoss	13245.50	515.20	2725.21	31.00	621.96	5.67
whote	13936.37	345.20	2660.02	38.75	269.90	4.67
whots	12809.93	543.80	2487.57	77.00	267.92	10.67
wided	11193.36	430.00	1170.46	91.25	140.11	11.33
wivil	7426.91	242.20	516.11	25.00	73.73	3.00
womed	13176.22	478.00	2675.37	86.00	583.37	9.00
womes	13553.65	712.00	2881.25	108.50	782.03	9.67
wooke	12988.85	414.60	1765.48	37.50	197.48	7.00
woral	10052.07	353.60	2291.91	45.00	540.85	7.00
woray	10243.24	418.60	2050.79	36.50	510.03	6.33
worce	13611.60	408.80	2557.01	38.00	597.01	5.00
worch	10977.76	336.20	3082.80	46.25	572.66	7.00
wored	14277.64	526.20	2903.38	105.25	560.28	14.67
worly	11679.70	426.80	2497.49	45.25	834.72	5.00
worns	12923.28	634.40	2146.26	53.00	510.59	9.67
worty	10300.42	437.80	2428.55	47.50	757.68	8.00
wouls	13819.03	604.60	4902.52	58.00	2600.63	5.00
woult	13389.06	359.00	4751.56	33.50	2639.85	4.67
