STRING	N1_F	N1_C	N2_F	N2_C	N3_F	N3_C
caunk	7816.83	378.80	995.14	45.00	68.40	7.00
caval	5821.20	347.20	546.81	40.00	22.92	1.67
celow	4199.62	289.80	266.08	23.25	129.81	3.33
chace	13134.02	377.00	1463.66	49.75	350.45	9.33
chade	12060.72	373.80	749.00	44.00	158.77	9.00
chall	11010.97	330.00	1249.84	47.25	411.29	8.67
chame	11839.57	368.40	628.72	44.00	117.88	8.67
chape	11765.87	371.00	574.16	41.25	123.31	8.33
chapt	10209.47	324.00	587.19	40.25	107.54	7.67
cheir	11974.18	287.80	4050.49	28.75	2032.49	4.00
chera	10357.33	265.80	3805.38	39.25	1496.18	5.00
chere	14227.73	350.60	4948.06	46.25	2912.15	5.33
chery	11373.61	344.80	4111.68	46.25	1675.83	7.00
chese	13820.33	341.60	4027.45	47.75	905.76	5.33
chice	13846.83	356.20	3538.15	45.50	1503.38	9.33
chich	11212.99	283.60	4063.93	53.75	2459.75	7.33
ching	11135.83	285.20	4128.60	60.25	1593.30	17.67
chite	13389.77	391.00	2726.36	48.50	696.90	9.67
chout	10594.10	287.80	2191.89	38.25	823.92	7.67
chown	8919.79	253.00	1252.43	40.00	254.25	8.67
chumb	7561.82	208.20	332.92	27.25	22.35	5.33
clace	10170.46	392.20	1716.38	51.25	674.77	9.00
clach	7536.63	319.60	2242.16	59.50	483.36	9.00
clain	7211.66	328.80	1441.99	47.25	511.22	10.67
clame	8876.01	383.60	881.44	45.50	155.53	7.67
clase	10148.98	398.40	2096.20	61.00	252.96	11.00
cleed	11544.31	468.00	1424.87	93.75	212.71	8.33
cleel	10002.90	432.60	875.15	44.50	197.58	6.33
cleen	10299.69	431.80	1269.32	42.75	240.75	6.33
cleer	11390.85	447.60	2562.63	79.50	191.05	7.00
clese	10856.77	356.80	1946.39	43.25	553.62	4.00
clive	9562.87	346.20	692.91	38.00	108.77	5.67
cloal	6498.42	310.20	996.50	45.00	124.14	6.33
clong	7346.94	294.40	2065.47	49.25	553.03	8.00
clood	7394.43	331.60	953.24	40.50	363.18	8.67
cloof	5029.79	266.40	863.00	39.50	244.30	8.00
cloor	7240.97	311.20	998.60	44.50	288.52	7.67
clors	9317.41	579.20	1213.16	54.25	152.08	6.33
clubt	6833.32	265.60	410.81	26.50	76.15	2.67
cluel	8965.57	417.80	492.63	38.75	28.12	5.33
clush	7185.61	269.40	629.60	38.50	35.93	5.67
coade	11907.54	475.20	1007.60	45.50	119.03	5.33
coarp	9558.59	400.60	1445.09	51.75	81.15	4.00
coman	7875.52	344.40	1493.05	41.25	428.03	7.00
comen	10559.68	481.60	1881.37	51.00	493.18	9.00
coses	11997.24	757.00	1752.46	124.25	158.61	12.33
costy	7642.58	434.60	1068.24	55.00	92.17	5.33
coubs	10073.66	597.40	2847.64	51.75	774.42	5.33
coubt	9643.70	351.80	2848.50	42.50	813.09	3.33
couck	9241.57	339.40	3088.00	55.75	774.84	6.00
coult	12017.14	398.80	4113.09	49.50	2372.75	6.67
cound	11585.56	413.60	3592.62	57.75	1638.13	9.67
coung	9940.31	351.00	4241.91	61.25	1437.29	9.33
couse	12629.83	428.20	4038.70	63.50	1158.11	9.67
covie	11033.27	398.20	864.59	33.50	56.50	2.33
craud	8302.89	361.40	469.64	43.00	44.58	6.67
crear	9213.99	330.40	1257.59	49.00	492.32	10.67
creat	9314.91	339.20	1340.34	47.50	652.68	11.33
crees	12429.03	722.00	1803.30	124.75	226.79	11.00
crial	7831.04	336.20	882.92	52.75	83.23	5.00
cring	8679.57	320.40	2712.44	68.25	1089.85	13.67
crist	9812.68	350.60	1181.33	56.25	118.99	9.00
crite	10933.51	426.20	1310.19	56.50	436.02	7.00
crose	10543.75	391.60	2031.26	59.50	564.03	10.33
crote	10108.18	420.20	1130.97	56.25	150.22	8.33
croud	8190.37	334.60	1332.00	44.00	214.99	7.00
crugh	6418.67	278.20	372.54	32.50	82.93	6.00
cruth	7257.33	318.00	866.68	40.50	244.42	4.67
czece	9884.73	290.40	616.90	13.75	42.18	1.33
daill	8869.31	394.80	1330.27	41.75	420.10	9.33
daing	8281.37	370.80	2368.35	52.25	1015.96	11.67
daint	9874.08	421.80	1729.01	53.25	274.08	8.67
daish	8337.04	375.40	384.78	37.50	85.77	3.33
daist	9414.48	401.00	837.24	40.25	118.55	5.33
daize	9452.85	409.80	228.18	26.00	58.20	3.00
damen	7858.40	465.80	1028.99	37.75	245.61	7.33
dands	6509.64	619.00	870.36	61.00	336.63	13.33
deack	6857.69	326.80	1746.87	57.00	342.84	9.33
deade	9194.13	406.20	1320.08	48.75	250.15	7.00
deads	8067.69	604.80	1627.57	65.00	234.00	8.67
deall	8144.38	362.40	1820.92	52.00	373.54	6.67
deank	7295.81	353.80	1656.47	59.00	288.44	9.33
deard	9149.47	389.20	1909.15	57.75	781.44	12.00
deare	10653.34	424.60	2917.33	64.00	720.73	12.00
deart	9096.94	377.60	1983.37	58.50	798.79	11.00
deast	8689.55	368.60	1895.60	58.00	391.98	8.00
deirl	8320.87	333.00	431.25	28.00	6.74	4.00
dends	6497.51	565.80	822.58	57.25	213.62	11.00
deven	7951.61	402.20	1668.76	43.00	581.32	5.67
dever	9042.76	418.00	2962.07	79.75	829.59	9.67
dirst	7890.36	334.20	1400.62	37.00	853.80	3.67
doink	9883.60	373.80	2028.36	47.25	871.43	6.00
doney	9888.04	558.20	655.06	47.50	301.85	6.33
dooke	10778.51	426.20	599.61	42.25	204.87	5.67
doten	10221.10	464.00	1655.45	47.00	261.99	5.33
doust	10235.00	353.00	2992.34	46.00	274.32	5.00
drace	9839.34	384.00	1441.66	56.00	369.81	10.67
drame	8544.88	375.40	606.72	50.25	111.39	9.00
drast	8261.45	343.20	1302.52	59.50	271.11	10.67
drave	8518.93	358.80	875.55	53.25	186.57	10.67
dreas	8906.46	556.60	1272.52	49.25	517.07	8.00
dreat	8476.49	311.00	1391.62	43.50	676.06	9.00
drees	11590.61	693.80	1854.58	120.75	250.17	8.67
drial	6992.62	308.00	934.20	48.75	133.56	5.33
drite	10095.09	398.00	1361.48	52.50	486.35	7.33
drits	8968.65	596.60	1189.02	90.75	164.50	11.00
drong	7015.82	286.20	2051.74	52.50	458.91	8.67
drood	7063.30	323.40	939.51	43.75	184.57	7.67
drose	9705.33	363.40	2082.54	55.50	538.45	8.33
drout	7299.42	294.80	1958.98	43.00	957.89	7.33
drung	6798.81	256.60	1807.81	41.75	218.70	6.33
dryal	4034.47	228.60	540.25	27.50	29.87	2.00
eards	7283.91	601.00	1160.26	57.50	348.51	9.00
earee	11653.57	558.40	1082.56	51.75	419.86	10.33
earge	8187.94	400.60	963.04	46.75	428.33	7.67
earms	7062.77	595.60	917.13	48.50	278.09	7.33
earts	7900.16	639.00	1192.89	84.75	432.45	10.00
easic	4106.62	270.80	507.12	26.50	151.01	3.33
eatch	6248.24	295.40	1702.41	42.25	230.06	11.00
edger	7382.54	294.40	1920.72	56.25	52.29	4.33
edion	5194.24	192.60	152.35	15.00	74.11	2.67
eigin	5676.27	228.20	1094.64	16.00	82.52	1.67
elied	10656.16	433.40	989.78	85.25	125.47	5.67
ender	7416.14	316.20	2437.54	66.00	567.96	6.67
endia	2822.84	142.60	321.57	11.25	75.14	2.67
enept	6579.24	205.20	189.41	14.00	46.19	2.67
enjor	3699.75	137.60	289.97	10.00	106.21	1.00
entil	4197.65	169.80	506.73	13.50	336.25	1.33
entin	4494.45	169.00	676.54	15.75	194.92	1.67
errob	3935.56	224.80	45.60	10.00	17.77	2.00
errow	3997.69	226.40	122.53	11.75	35.83	2.00
evene	9573.82	266.20	590.39	20.25	252.88	2.67
evere	9521.61	254.40	2724.35	24.50	1810.74	3.33
exery	6563.34	247.40	1630.96	24.50	190.18	3.00
exise	9015.07	265.00	1226.18	30.25	90.83	3.33
extry	4512.79	221.60	442.52	16.75	64.17	1.33
facky	4557.55	379.00	300.88	44.00	97.77	8.33
fales	9979.87	768.80	1349.18	125.75	208.34	15.33
falic	4845.27	325.60	441.97	37.25	33.73	1.67
fally	7004.50	435.40	765.76	63.75	200.51	15.00
falph	4934.40	338.80	344.12	30.75	59.33	1.67
fange	7930.99	420.60	660.03	56.50	95.33	9.00
fanic	5135.58	333.80	498.03	45.25	46.38	5.67
farst	8477.82	394.00	1562.11	54.00	456.49	5.67
fauck	7057.61	325.60	535.12	34.50	44.78	4.33
fiece	11434.54	365.20	1184.35	28.50	124.30	2.67
fiell	9311.48	318.20	1149.59	30.00	138.12	4.67
fiels	11230.33	587.60	911.06	51.25	124.80	5.33
fince	9156.56	367.80	1545.62	50.75	442.82	9.33
fincy	6302.45	362.00	1002.45	43.25	246.04	6.33
finor	6339.59	313.60	940.91	42.75	88.31	5.00
firds	7785.83	572.40	1444.51	47.75	598.38	7.33
firee	12155.49	529.80	1366.82	42.00	709.93	8.33
firly	8053.68	395.00	1491.44	39.00	593.54	3.33
firse	9964.08	383.20	2371.96	43.00	913.71	6.00
firty	6674.40	406.00	1422.50	41.25	617.95	5.00
fixth	5359.13	269.60	969.78	24.50	38.55	1.67
flact	8292.97	319.00	1026.34	45.75	346.94	8.67
flain	6890.57	302.60	1295.11	48.50	439.63	11.33
flead	8539.05	304.60	897.58	39.75	211.36	7.67
flese	10535.68	330.60	1799.52	44.50	456.35	3.33
flich	7928.34	272.60	2337.53	49.25	1142.48	5.00
flone	10174.96	366.20	1052.90	49.50	407.64	10.00
flong	7025.85	268.20	1918.60	50.50	532.46	7.67
flose	9715.36	345.40	1949.40	53.50	636.16	9.00
floup	5057.69	230.80	1302.55	38.25	223.32	7.00
flump	4417.23	208.00	216.90	35.75	40.46	9.00
focky	6420.41	366.60	429.46	39.75	60.09	7.33
foles	11842.73	756.40	1370.52	122.00	180.78	15.67
folit	9032.54	366.20	453.32	33.00	38.15	3.00
foort	11376.73	393.60	874.19	44.00	115.52	3.33
foraw	7518.23	335.80	904.45	36.00	155.93	6.00
forls	11714.36	644.80	1403.48	59.75	428.35	6.33
forly	9986.68	440.40	1423.02	48.00	481.99	5.67
forry	9450.36	431.80	1299.40	44.25	330.58	10.67
fough	8400.66	318.20	2421.92	34.75	251.28	7.33
fould	11748.57	384.20	5146.53	35.25	3391.09	4.67
foung	9619.22	324.80	3805.90	48.00	890.03	8.00
fouse	12308.73	402.00	3602.69	50.25	610.85	8.33
fouth	9239.32	358.00	2916.05	42.75	491.85	6.67
frant	9238.38	366.00	1089.92	59.50	161.28	8.00
fream	6659.86	264.60	1167.98	37.25	449.33	9.00
freen	10485.89	425.60	1427.47	43.75	237.91	8.67
frese	11042.97	350.60	2104.54	44.25	546.20	5.67
froad	8226.03	339.40	667.37	36.00	128.76	4.33
frong	7533.14	288.20	1986.05	49.00	525.84	8.67
frose	10222.65	365.40	2016.85	52.00	605.38	8.33
frout	7816.74	296.80	1893.28	39.50	1024.82	7.33
frove	8923.73	334.00	943.79	43.50	279.00	7.33
frows	7764.47	532.20	884.40	45.50	275.09	12.00
fruse	10005.65	335.80	1538.90	40.50	304.31	6.67
fules	8687.86	692.40	1151.60	115.50	204.65	13.33
fuman	4399.55	254.20	655.25	25.50	337.18	3.33
funce	7934.69	349.20	881.12	34.25	276.11	8.00
fuzza	1791.30	170.00	52.93	9.75	2.04	1.33
gaite	10826.17	471.00	943.15	43.75	386.37	6.33
gamen	8149.26	460.20	1006.04	41.00	267.16	8.33
gatch	6593.83	317.00	1600.77	49.75	223.55	11.00
gazen	7688.20	436.80	631.20	31.75	35.50	7.00
ghake	11335.07	346.00	361.66	27.00	43.03	5.67
giall	8377.22	352.20	923.57	23.75	267.76	2.00
giank	7528.65	343.60	759.11	30.75	84.48	6.33
giree	11929.02	522.20	1047.58	35.00	339.01	7.67
girld	9177.46	357.80	2471.14	18.25	357.37	1.67
girly	7827.21	387.40	1172.20	32.00	222.62	2.67
girms	7338.22	559.40	882.14	31.75	169.30	5.33
girst	8181.22	328.60	1533.77	29.75	895.15	3.33
gival	5203.50	255.60	741.34	26.25	163.01	2.67
gived	9429.07	428.20	1806.77	91.50	592.01	12.67
givil	5507.42	248.20	621.06	19.75	202.59	3.67
glack	6213.16	275.80	1198.90	47.75	497.70	9.00
glamp	4520.29	256.80	604.51	40.50	76.47	6.33
glams	7202.01	548.40	789.19	50.50	82.24	10.00
glone	9948.50	358.60	970.16	42.25	332.05	8.00
glong	6799.38	260.60	1835.86	43.25	456.86	5.67
glood	6846.87	297.80	723.63	34.50	267.02	6.33
gloor	6693.41	277.40	768.99	38.50	192.36	5.33
glops	7015.79	524.20	590.44	51.50	65.78	9.33
glout	7082.98	269.20	1743.10	33.75	844.10	7.33
goink	10174.46	368.20	2081.38	43.50	1017.52	5.67
goins	12457.77	649.40	1984.29	58.25	748.40	9.00
goint	12027.81	403.80	2173.61	46.00	888.19	7.00
goise	13124.60	430.00	1800.80	39.25	310.61	4.33
goisy	10270.48	424.20	765.49	29.25	280.73	3.00
gooks	9942.93	619.20	817.36	63.50	211.34	6.67
gooky	8215.25	414.80	583.68	44.00	117.02	5.67
goore	12706.67	433.00	1769.78	47.75	83.69	7.00
graal	6570.68	323.20	1027.69	52.25	100.48	6.67
grack	6720.46	295.80	1369.30	60.50	288.38	14.33
grame	8835.74	369.80	822.23	52.25	153.09	10.33
grapt	7205.64	325.40	780.71	48.50	110.66	9.33
grast	8552.31	337.60	1518.03	61.50	312.81	12.00
grawn	6028.48	281.20	890.59	46.75	151.55	10.33
graws	7650.53	551.40	821.18	51.00	135.19	10.67
grazy	5736.56	340.60	731.76	43.75	122.42	7.67
gread	8819.88	317.00	1483.81	45.00	732.30	9.33
gream	6433.39	257.00	1449.18	42.75	705.52	9.00
greap	6515.60	259.40	1428.27	41.50	678.00	7.33
grear	8666.43	296.60	1524.38	47.00	751.75	9.00
greas	9197.32	551.00	1488.03	51.25	753.12	8.67
greel	9962.63	418.80	1314.51	51.00	450.94	8.67
grees	11881.47	688.20	2070.10	122.75	486.21	9.33
grese	10816.51	343.00	2385.75	49.75	802.40	5.67
gresh	8182.67	270.40	1414.34	40.75	435.33	5.33
greue	9967.00	321.40	970.13	32.50	296.00	3.00
grial	7283.48	302.40	1149.71	50.75	52.97	6.00
groad	7999.56	331.80	948.58	41.50	175.27	5.67
grogs	7595.52	545.20	909.54	48.75	149.90	6.33
grong	7306.68	280.60	2267.25	54.50	572.34	10.00
grood	7354.16	317.80	1155.02	45.75	298.00	9.00
grops	7523.09	544.20	1021.83	62.75	205.03	10.67
grote	9560.62	386.40	1397.77	54.25	238.07	7.67
grout	7590.28	289.20	2174.49	45.00	1071.33	8.67
growy	5810.33	320.20	1079.76	43.50	236.27	9.00
guars	8537.88	594.40	1106.39	44.50	398.05	9.33
guart	8107.91	348.80	971.09	33.50	196.58	4.00
gueep	8347.96	398.80	425.83	24.75	118.35	3.67
guese	9964.71	345.20	1600.19	32.50	469.40	2.67
guesh	7330.87	272.60	628.78	23.50	102.33	2.33
guied	10657.26	477.20	1188.78	84.25	160.43	5.33
guite	9534.15	394.60	1078.05	33.00	550.27	6.00
habin	5293.12	297.20	617.83	30.25	50.43	2.00
hable	9174.14	384.40	776.22	33.25	177.57	4.67
halse	8574.70	409.60	1413.31	48.50	41.64	4.33
hance	8886.50	411.60	1173.05	51.25	347.48	7.33
hanny	6470.50	432.80	509.63	50.00	176.34	10.00
hants	7303.01	645.00	748.61	90.75	205.47	12.00
hapan	5066.68	311.00	616.84	32.25	65.54	2.33
haper	8841.99	464.00	2233.83	81.50	191.57	8.67
hapes	9372.88	718.40	1301.94	118.25	148.43	11.00
hater	9626.52	480.20	3220.03	93.25	1143.69	16.00
heace	10444.56	397.40	2132.20	52.25	602.15	8.67
heack	7034.81	314.80	1844.33	54.75	479.02	11.00
heank	7472.93	341.80	1753.94	56.75	424.62	11.00
heans	9756.24	623.00	1656.84	71.50	502.48	12.33
heant	9326.27	377.40	1846.16	59.25	472.73	9.33
heash	7789.23	331.00	1540.61	53.00	389.68	11.33
heask	7013.33	321.00	1462.24	46.00	367.01	6.67
heass	9296.63	602.20	1676.92	51.00	512.93	8.67
heast	8866.67	356.60	1993.07	55.75	528.16	9.67
heate	9987.50	432.20	1814.05	53.75	444.73	11.00
hiled	9192.09	463.00	981.91	97.25	102.53	11.33
hince	8816.36	353.80	1087.68	45.25	392.26	8.00
hinch	6182.52	281.20	1613.46	53.50	232.91	9.00
hirth	6554.47	325.20	1183.61	31.50	214.91	5.67
homan	7214.22	304.20	1131.30	30.75	377.90	5.00
homen	9898.38	441.40	1519.62	40.50	443.04	7.00
hopee	12362.18	507.40	651.42	37.00	71.67	8.00
hoper	10704.85	451.60	2319.69	79.75	151.94	10.67
hords	9378.63	603.80	1450.36	59.50	279.34	8.67
horld	10996.73	396.80	2796.22	37.00	526.39	2.33
horly	9646.48	426.40	1497.28	50.75	391.64	3.33
horst	10000.48	367.60	1858.85	48.50	552.79	6.67
hotal	7417.27	315.60	830.30	37.25	171.95	3.67
hoter	11489.38	467.80	3114.41	84.50	890.15	11.67
houbt	8982.40	311.60	2486.75	32.00	362.49	2.00
houce	11990.02	381.80	3014.13	42.75	305.89	3.67
houck	8580.27	299.20	2726.26	45.25	324.24	4.67
hould	11408.37	370.20	5220.79	38.00	3487.75	4.67
houng	9279.02	310.80	3880.16	50.75	986.69	8.00
hounk	9018.39	326.20	3148.60	49.25	838.55	9.00
hount	10871.73	361.80	3240.82	51.75	861.55	10.33
humma	2157.22	202.80	210.26	21.25	117.24	4.67
hummy	3173.50	281.80	227.96	24.75	130.59	8.00
hymps	4231.77	415.60	142.22	33.25	24.27	8.00
ideam	4402.96	152.00	647.95	18.00	156.19	3.33
imall	6140.65	229.00	917.96	20.25	456.63	2.00
inder	7126.35	306.20	2408.86	67.25	573.89	6.33
inems	6793.12	438.20	361.69	25.50	112.56	3.33
iribe	8756.40	302.80	465.31	26.75	30.12	2.00
iried	10873.67	443.40	1288.29	94.25	252.37	9.67
itate	8572.04	322.60	918.75	27.75	230.79	4.67
jause	9516.63	377.40	1357.91	35.25	301.37	5.00
jazen	6985.42	407.40	598.30	24.75	29.96	6.33
jears	9114.99	588.20	2024.63	61.75	915.14	14.67
joney	9476.12	523.20	527.42	40.50	308.45	6.67
keets	9067.88	567.00	528.13	67.75	51.24	5.00
kiles	9068.55	674.80	1202.02	119.00	217.17	17.33
kiney	7631.18	478.60	655.76	48.50	221.87	9.67
knems	6813.79	441.20	458.82	25.50	134.95	4.67
knors	7673.83	479.80	797.47	34.50	162.91	4.00
knowd	5557.26	205.00	474.22	18.00	288.60	4.00
laddy	4817.41	368.80	428.30	34.75	25.80	6.67
lamen	8216.13	461.60	1221.59	43.50	252.03	8.33
lappy	4287.74	363.00	440.22	30.00	97.63	5.67
larig	6536.68	338.80	796.47	46.25	149.80	3.33
laris	8559.36	635.40	840.07	52.75	170.17	4.33
larth	6805.22	390.80	1471.21	56.75	513.26	8.67
larts	8312.62	662.00	1306.80	94.75	393.19	10.33
larty	6584.94	457.60	1252.16	61.00	495.85	7.00
latel	8419.17	473.00	1623.17	58.25	571.92	11.67
laten	8715.97	472.20	2017.34	56.50	696.74	11.33
lates	10338.02	742.40	2378.76	130.00	612.81	18.67
lause	10286.27	408.20	1606.36	44.75	318.27	5.33
laybe	6940.72	335.00	378.52	19.50	94.26	1.67
leack	7215.42	322.60	1908.38	55.25	516.10	12.33
leand	9559.41	396.80	1900.26	55.25	479.27	10.00
leare	11011.07	420.40	3078.84	62.25	894.00	15.00
lears	9884.64	619.00	2280.18	67.75	1173.51	19.33
leasp	6795.52	318.40	1530.64	46.00	410.82	8.33
leass	9477.24	610.00	1740.97	51.50	550.01	10.00
leate	10168.11	440.00	1878.10	54.25	481.81	12.33
leath	7534.27	367.40	1870.05	54.50	447.74	10.00
leats	9041.67	638.60	1705.64	92.50	404.03	16.00
leavy	6450.64	374.20	1402.41	40.00	438.62	7.00
legan	5842.83	263.20	903.69	25.00	302.70	4.67
legar	6933.99	279.00	678.43	23.75	192.40	3.67
